algo_nr wf_name inp_size dur_alg1 ms_1 dur_alg2 ms_2 dur_alg3 ms_3
3 eager 19075314980 0.001146209 1686565.77029527 0.021303653 1591132.86391477 0.046978666 2137663.00360144
3 eager_1000.dot 25705994498 0.213103427 29661095.9539207 0.769809609 8879103.33490497 2.750532124 190823305.972989
3 methylseq_1000.dot 110641579976 0.23247571 265442678.311565 0.627476591 509845770.573078 1.896287782 1713884393.11095
3 chipseq_200.dot 5058052541 0.00613808 2115384.50049354 0.038442353 50899.658 0.098195759 3797865.38990929
3 methylseq_1000.dot 6273818718 0.226646572 16577352.899341 0.598706886 294725.542788961 1.469993758 341355654.179553
3 chipseq_4000.dot 41366257414 6.624524023 653079704.049382 13.491672875 295256305.41575 25.192802407 3899166251.89885
3 atacseq_2000.dot 14091675276 1.130933289 107054341.063875 2.546844409 6242141.84524189 6.019589591 826861084.689971
3 atacseq_1000.dot 11809629756 0.225555515 22393366.1377218 0.558827703 1050845.32820546 1.146729181 283284437.309014
3 methylseq_200.dot 17027257018 0.008218291 17370651.6589244 0.047764223 132005.481636256 0.102081361 100738193.094428
3 methylseq_8000.dot 110641579976 55.517300653 2032784114.06294 127.785040137 3522607973.9062 468.392588147 13697281723.6332
3 atacseq_8000.dot 3908761308 77.279271702 134658677.285797 144.310297046 1227795.77410076 180.030340452 1048919296.93901
3 methylseq_8000.dot 17027257018 61.002042373 766445342.928126 131.56861344 4884271.72092665 313.181342557 5942768557.38384
3 atacseq_10000.dot 14091675276 131.004446541 573262120.983574 256.681542062 29821181.2301422 511.485564468 4326010572.56367
3 eager_2000.dot 25705994498 1.366394762 65938830.9797141 3.119593708 17452461.1330651 14.285461403 384121531.017996
3 eager_1000.dot 14754556884 0.177628741 15358109.0645015 0.704037043 1119644.36701485 2.759850099 164928669.179328
3 methylseq_10000.dot 8885797810 135.980450386 496538313.743476 332.735927543 2979639.72601478 1052.362039385 2966964632.35559
3 atacseq_4000.dot 11809629756 7.122449021 128268326.625532 15.141428691 3782888.52590755 29.113392316 1357556118.85375
3 atacseq_1000.dot 14091675276 0.15315815 51894565.0394302 0.474327661 3467727.64210662 1.289048233 394157415.733603
3 methylseq_4000.dot 6273818718 5.643437093 78948380.4621975 12.647132889 1175707.00572451 44.006285926 1784038861.27483
3 chipseq_1000.dot 4605965334 0.162806789 25511436.3525571 0.489247324 187286.119270834 1.040166673 293752889.333202
3 atacseq_200.dot 11809629756 0.007396591 214579.660800601 0.046972711 210375.859224425 0.099640332 32344998.5942623
3 eager_8000.dot 19075314980 79.446279346 176179237.903121 162.164776144 167651548.001485 712.096404489 2108123999.42571
3 methylseq_10000.dot 110641579976 135.284881863 2539308717.78543 284.124621842 4356900356.7189 958.539671592 17129320073.7848
3 methylseq_2000.dot 22500260922 0.874536223 42071429.1187588 2.41937303 6837900.52363494 8.81603311 1363840309.15778
3 chipseq_200.dot 32978181418 0.006388259 26236695.4722595 0.036354459 19427530.0063895 0.086593169 200089769.496868
3 chipseq_2000.dot 4605965334 1.020586627 58108603.718529 2.335460439 374068.025624999 4.682350818 619596028.229606
3 atacseq_8000.dot 11809629756 60.206890053 269838332.687249 123.598648392 10152345.6793151 204.15333198 2667799235.37036
3 chipseq_200.dot 4807293396 0.006149396 2008541.84411421 0.038680691 41582.0902083333 0.076436254 2334632.01926643
3 chipseq_200.dot 3793245764 0.006064168 56167.911 0.03930039 56167.911 0.076906503 1930588.15302372
3 eager_8000.dot 19132169434 81.55669645 178073875.507112 182.4152194 88185124.673374 704.78077286 2155185273.62201
3 atacseq_10000.dot 11187378708 130.793555993 326004253.248179 251.52374581 8482940.91977366 390.37273704 3239291915.48782
3 atacseq 3908761308 0.000640576 35782.6967751097 0.007718392 34536.204682091 0.016126221 30633.9243907123
3 atacseq_4000.dot 11187378708 6.389382788 123887899.837486 13.631366702 2432929.11263839 28.097277787 1295429544.35052
3 chipseq_4000.dot 32978181418 5.78223025 800767079.246092 12.41475225 294310296.764406 35.307213513 4843719256.41429
3 eager_4000.dot 19075314980 6.569630221 91119450.0972397 16.289908904 81411648.8167481 57.751026185 1003630060.99648
3 methylseq_4000.dot 17027257018 5.77003867 381505568.698377 13.033212732 1857942.4927856 40.504050258 3454728511.77526
3 chipseq_1000.dot 41366257414 0.161609374 153467901.561675 0.44875757 83059661.7127571 1.050809234 941440310.813232
3 atacseq_10000.dot 3908761308 122.335831053 166353407.066867 258.773129057 1508539.27751308 326.601709301 1341236339.87298
3 eager_1000.dot 19100037384 0.217886688 22486673.5845434 0.766234241 11098795.8348146 2.088619476 223725390.441081
3 atacseq 14091675276 0.000663335 726869.196754551 0.006927644 693313.438971321 0.013723779 3841834.02545946
3 methylseq_1000.dot 11897958606 0.23332945 65479529.1465727 0.629440931 521490.454928366 1.803443443 403983700.674324
3 atacseq_2000.dot 3908761308 0.948955974 28565246.0176462 2.283084726 316090.359854485 3.994239102 223180834.32372
3 methylseq 11897958606 0.000213763 18441.8166653709 0.002044194 18433.2545 0.004370379 18427.5635
3 eager 14754556884 0.001187727 243399.19098272 0.022275771 199924.015789395 0.049502988 5178911.6732625
3 chipseq_2000.dot 32978181418 0.899258897 388965873.567516 2.031357937 150232413.6113 5.910503688 2381539167.05581
3 eager_2000.dot 19100037384 1.017826203 45038874.2306569 2.732890572 22366687.348378 10.07356777 513999312.022871
3 chipseq_2000.dot 5058052541 0.920789037 65760931.8581424 2.181854544 357644.645374999 4.227332342 744195588.150731
3 atacseq_4000.dot 14091675276 7.522962419 227634841.116364 15.604853147 11790970.2515125 37.236130124 1676692094.60888
