algo_nr wf_name inp_size dur_alg1 ms_1 dur_alg2 ms_2 dur_alg3 ms_3
3 eager 19075314980 0.001191896 2280580.3356261 0.0213181 1594983.56964045 0.047652589 2194832.98335989
3 eager_1000.dot 25705994498 0.17035006 29339601.8067978 0.680998575 9300454.66267101 2.669919236 152488255.072994
3 methylseq_1000.dot 110641579976 0.171366914 260931398.791675 0.520699614 514720806.284016 1.774522 1709103606.17534
3 chipseq_200.dot 5058052541 0.006166243 2124301.79298539 0.0377448 51444.4662660604 0.075511385 3756612.93301877
3 methylseq_1000.dot 6273818718 0.22915958 16577870.5261103 0.608639604 304525.515720671 1.463218337 342431715.796255
3 chipseq_4000.dot 41366257414 4.785292139 657060949.564877 10.504411291 295427941.883803 21.689817803 3891210193.09592
3 atacseq_2000.dot 14091675276 0.864659379 106303308.378095 2.094564723 6356956.50785581 5.65353729 734180836.584183
3 atacseq_1000.dot 11809629756 0.151939273 21603642.3981778 0.48019426 1084901.46795095 1.045323855 275905931.307225
3 methylseq_200.dot 17027257018 0.008168434 17371556.6244361 0.047204392 133688.318302334 0.100464193 100058989.649581
3 methylseq_8000.dot 110641579976 46.103688611 2047793095.72035 109.443695546 3552354007.73527 318.375130587 13653595116.4184
3 atacseq_8000.dot 3908761308 40.955524347 136470910.243095 86.343490008 1232130.7034873 120.264261234 901323820.651547
3 methylseq_8000.dot 17027257018 46.200001182 766464352.032911 104.993211565 4897514.49390975 250.369025135 5931338353.78494
3 atacseq_10000.dot 14091675276 82.670002652 569071026.661157 189.363561128 30487480.3925995 399.809544761 3818335781.17765
3 eager_2000.dot 25705994498 1.056931328 65898774.0752072 2.856394938 17710797.3388056 13.811593315 370284575.744535
3 eager_1000.dot 14754556884 0.172937164 15967250.8834573 0.677713745 1141410.72588069 2.592941141 144650649.316381
3 methylseq_10000.dot 8885797810 106.350436035 496539871.358491 266.221797675 3018003.34941983 645.741083121 2966968051.16521
3 atacseq_4000.dot 11809629756 5.159570444 127968857.184357 11.315608408 3827134.90815696 23.542118026 1327694135.91202
3 atacseq_1000.dot 14091675276 0.150808917 50185788.8424773 0.469383955 3555803.82047422 1.264822682 354302712.22956
3 methylseq_4000.dot 6273818718 6.195506509 78949662.0442082 12.785863071 1203242.80390545 42.985725557 1787276966.59617
3 chipseq_1000.dot 4605965334 0.151913147 25645493.7975232 0.458715773 185883.680159093 0.999985315 272461107.833734
3 atacseq_200.dot 11809629756 0.007302527 396227.20734516 0.045753089 221657.163244051 0.096389019 30804431.6634731
3 eager_8000.dot 19075314980 50.855989195 180634540.634554 128.191981911 169192566.213335 646.481081239 1781929476.45651
3 methylseq_10000.dot 110641579976 106.058537633 2545671762.07685 247.996998675 4431312672.47939 664.722564226 17165788735.757
3 methylseq_2000.dot 22500260922 1.016328395 42479463.4282723 2.387570456 6865028.65135254 8.98753839 1362548674.27035
3 chipseq_200.dot 32978181418 0.006219104 18199839.4945534 0.035023795 20675886.6505055 0.083031031 188194623.475604
3 chipseq_2000.dot 4605965334 0.895063767 57715726.3014549 2.189797544 376906.170297519 4.41542256 576578882.281489
3 atacseq_8000.dot 11809629756 39.808523677 263617827.840907 88.227868533 10654861.6083228 169.420735934 2604054908.06934
3 chipseq_200.dot 4807293396 0.006091376 2033310.47112083 0.038050972 41134.2321411715 0.075309686 2334447.69940959
3 chipseq_200.dot 3793245764 0.006233124 57654.4944193759 0.039335969 56815.9222484973 0.077014425 1922625.58305809
3 eager_8000.dot 19132169434 55.841420981 179719894.824235 130.206136019 89243307.4675769 428.367678705 1800244652.59781
3 atacseq_10000.dot 11187378708 88.13025907 318392682.221246 197.7344502 9273920.58567154 343.286079633 3163785955.08603
3 chipseq_10000.dot 5058052541 80.637628977 333378900.789054 194.443963874 1713635.76506779 273.254520343 2993950406.68152
3 atacseq 3908761308 0.000636442 35524.8884109522 0.007415561 34390.3033159668 0.015418325 30342.4697395412
3 atacseq_4000.dot 11187378708 5.254033208 124280086.267504 11.456273341 2468347.05150839 24.098576887 1267783900.27375
3 chipseq_4000.dot 32978181418 5.027077501 804979378.080512 10.860679055 302193698.80853 31.322327312 4551387790.89076
3 eager_4000.dot 19075314980 7.447796553 90323044.8980759 15.690642978 82198129.1346192 54.00042425 832683304.541889
3 methylseq_4000.dot 17027257018 5.056747388 381513745.776908 11.517537441 1867334.79014041 36.483002234 3454072804.88606
3 chipseq_1000.dot 41366257414 0.156308091 155025876.128334 0.439673623 84268097.9150062 1.015055272 947711172.282461
3 atacseq_10000.dot 3908761308 79.363782178 170647553.672822 187.24745978 1516755.75645331 249.804790782 1151756787.45844
3 eager_1000.dot 19100037384 0.170025964 23551466.8784622 0.673110778 11218779.3895616 2.021498772 188246446.703493
3 atacseq 14091675276 0.000640747 1589897.14168953 0.006897369 611021.303246939 0.01356274 3719904.9076032
3 methylseq_1000.dot 11897958606 0.199288178 65483005.3241631 0.5622858 531333.172907977 1.715192415 404546738.988911
3 atacseq_2000.dot 3908761308 0.988145188 28382394.8450396 2.32058142 318450.699853928 3.961026677 196921876.021463
3 methylseq 11897958606 0.000221117 19113.3561999131 0.002044795 19403.9389850722 0.004023671 19103.9731073162
3 eager 14754556884 0.001164522 491038.869233515 0.021489026 187850.56171188 0.047930169 4865702.66921922
