vertex start_time finish_time proc_num
trim_galore_00001992 0 17168.4614583333 35
get_software_versions_00001990 0 4.64447916666667 34
fastqc_00001988 0 1940.80645833333 33
output_documentation_00001987 0 4.64447916666667 32
trim_galore_00001980 0 17168.4614583333 31
get_software_versions_00001978 0 4.64447916666667 30
fastqc_00001976 0 1940.80645833333 11
output_documentation_00001975 0 4.64447916666667 10
trim_galore_00001968 0 17168.4614583333 9
get_software_versions_00001966 0 4.64447916666667 8
fastqc_00001964 0 1940.80645833333 7
output_documentation_00001963 0 4.64447916666667 6
trim_galore_00001956 4.64447916666667 17173.1059375 34
get_software_versions_00001954 4.64447916666667 9.28895833333333 32
fastqc_00001952 4.64447916666667 1945.4509375 30
output_documentation_00001951 4.64447916666667 9.28895833333333 10
trim_galore_00001944 4.64447916666667 17173.1059375 8
get_software_versions_00001942 4.64447916666667 9.28895833333333 6
fastqc_00001940 9.28895833333333 1950.09541666667 32
output_documentation_00001939 0 12.3852777777778 18
trim_galore_00001932 9.28895833333333 17177.7504166667 10
get_software_versions_00001930 0 12.3852777777778 19
fastqc_00001928 9.28895833333333 1950.09541666667 6
output_documentation_00001927 0 12.3852777777778 20
trim_galore_00001920 1940.80645833333 19109.2679166667 33
get_software_versions_00001918 0 12.3852777777778 21
fastqc_00001916 1940.80645833333 3881.61291666667 11
output_documentation_00001915 0 12.3852777777778 22
trim_galore_00001908 1940.80645833333 19109.2679166667 7
get_software_versions_00001906 0 12.3852777777778 23
fastqc_00001904 1945.4509375 3886.25739583333 30
output_documentation_00001903 0 18.5779166666667 29
trim_galore_00001896 1950.09541666667 19118.556875 32
get_software_versions_00001894 0 18.5779166666667 24
fastqc_00001892 1950.09541666667 3890.901875 6
output_documentation_00001891 0 18.5779166666667 25
trim_galore_00001884 3881.61291666667 21050.074375 11
get_software_versions_00001882 0 18.5779166666667 26
fastqc_00001880 12.3852777777778 5187.86916666667 18
output_documentation_00001879 0 18.5779166666667 27
trim_galore_00001872 3886.25739583333 21054.7188541667 30
get_software_versions_00001870 0 18.5779166666667 28
fastqc_00001868 12.3852777777778 5187.86916666667 19
output_documentation_00001867 0 24.7705555555556 12
trim_galore_00001860 3890.901875 21059.3633333333 6
get_software_versions_00001858 0 24.7705555555556 13
