wf_name,inp_size,ms_1_A1,ms_2_A1,ms_1_A2,ms_2_A2,ms_1_A3,ms_2_A3,ms_1_A4,ms_2_A4,ms_1_A5,ms_2_A5,size,deviations
atacseq_2000.dot,2223941232,15884107.440311,21233592.4906474,15994482.3810214,19513904.5788073,15576482.6436699,7701015.83501342,14453806.460279,5593996.5136888,13897068.1064704,7560417.0809803,2000,False
methylseq_200.dot,6273818718,29577.7256059139,29578.328375,29577.7256059139,29579.5977378582,29599.5453457116,46986.5632444735,29577.7254494646,29580.9601687816,29589.656548988,47148.025642263,200,False
atacseq_8000.dot,11187378708,251221370.017975,265909177.614326,251975169.968722,257075027.218454,247251816.532035,53412292.3945151,252928881.260219,80185923.7698025,257397229.910957,60432748.1834224,8000,False
methylseq,8885797810,14055.5640314055,14042.3765,14055.5640314055,14042.3765,14055.5640314055,14046.87375,14055.5640314055,14042.3765,14055.5640314055,14053.3193897565,100,False
methylseq_10000.dot,22500260922,220900492.068737,221942603.000725,220900492.068737,221942603.000725,220900492.068737,268645890.845256,220900492.068737,221942771.445062,220900492.068737,251710462.125334,10000,False
methylseq_1000.dot,6761426956,34328077.3868989,34378921.1904857,34328077.3868989,34378911.9705148,34328079.9475239,42657765.0470996,34328077.3868989,34378937.7649316,34328089.9149807,49565242.2701416,1000,False
chipseq_2000.dot,3793245764,49955387.2098726,58678212.5295068,49390712.8193731,55511111.8057125,48500448.312371,31492668.6556382,50042867.9455339,39927741.751615,49104931.6084265,32210937.5877306,2000,False
methylseq_25000.dot,22500260922,555405784.010894,560400732.843496,555405784.010894,560400732.843496,555405784.010894,679113442.53121,555405784.010894,560401168.405418,555405784.010968,644010323.106095,25000,False
chipseq_30000.dot,3793245764,776419615.477925,1003667528.86424,770546098.996767,938857571.133876,771595620.838894,551706121.316047,791078186.05522,708830444.141127,784507481.589205,577911087.169436,30000,False
methylseq_1000.dot,8885797810,45174164.8828156,45240543.8699771,45174162.9868339,45240535.9931628,45174183.8733372,56133978.8270669,45174163.6967934,45240557.2615535,45174174.2709944,65223140.5457943,1000,False
eager,19132169434,2253127.88518102,2137562.08814531,1777867.47251846,1727969.16631106,1713420.84347352,1618364.71826836,926520.00074573,1890241.20756155,949908.581556544,1867942.00012787,100,False
methylseq_10000.dot,17027257018,960648080.494101,961817308.210546,960648080.494101,961817102.814561,960648103.458987,1267852356.59654,960648080.494101,961817141.824737,960648096.914841,1434767805.6209,10000,False
eager_200.dot,8330435694,1289957.70812196,117246.249097951,418426.11981909,58626.197190732,394140.878794584,113610.04471534,114502.591161868,104090.338274594,132918.689969449,93747.2595911135,200,False
atacseq,11809629756,223627.168096428,205906.987308169,226764.301218169,207955.702360458,217871.56513442,209858.875266092,224917.47469391,207630.888911925,221165.195809574,210117.367245258,100,False
chipseq_10000.dot,4807293396,323714491.895898,400801872.752749,322430061.391606,417114639.216775,324424092.847211,235368545.655647,322382857.831585,265449468.975598,330268084.353519,213477594.498534,10000,False
atacseq_30000.dot,14091675276,1681402732.26433,2061088842.66151,1730375243.46804,2631470104.231,1870749089.73251,440736842.958881,1685053859.184,928184163.497566,1773640079.98423,501307987.481169,30000,True
chipseq_15000.dot,41366257414,2775855882.07116,3399023378.88593,2758551266.25343,3375128775.6081,2610832431.80235,1469686457.84018,2703693440.78509,1771294063.29752,2634607010.80954,1479827840.79348,15000,True
methylseq_15000.dot,6761426956,579100217.072242,631561782.40811,570499275.195955,637189888.839961,595297757.352108,877346487.096722,569652198.682864,632846779.323987,593712267.611479,809055901.022072,15000,True
atacseq_15000.dot,3908761308,308051586.241254,386736993.123945,294084230.676213,400776343.695642,301303704.210318,213034972.791057,317573380.618187,254599837.60391,305835427.366931,215675394.148848,15000,True
eager,19075314980,2083931.15733441,2802240.63753201,2076003.49809135,2108016.02819782,1529267.47735718,1733776.13347719,1699039.29140934,2576082.73379392,1794050.80864175,2723577.06983715,100,True
eager_1000.dot,25705994498,36688523.4396902,51262718.1258664,38236820.5393874,53341285.2192841,36160057.8562058,13502211.9000533,38025516.5640143,8672141.19585027,34580575.2124338,12027834.5486832,1000,True
methylseq_1000.dot,110641579976,277588290.701056,319339219.265541,301192714.536203,334965291.816872,261700417.506354,335036525.194765,269842952.198845,347260485.954788,253900531.157318,335662984.794594,1000,True
chipseq_200.dot,5058052541,3186105.59151269,2557631.79538604,4069394.26348936,4850780.59786075,3005661.9943594,2762336.09994989,1215962.88020079,3364461.31784785,3960999.46429585,2763548.97550473,200,True
atacseq_30000.dot,11809629756,1159451926.87153,1309978309.24286,1045265152.45679,1280172346.84271,1124974147.333,268192395.129927,1163416723.37758,411947487.060676,1037600173.05983,305011568.718163,30000,True
methylseq_1000.dot,6273818718,18720123.6082128,22135746.5466808,25062973.3821831,22399629.3251613,20216407.578832,25806292.5368315,19081606.6450544,22498909.6927215,20465735.9585389,23712117.1473505,1000,True
chipseq_4000.dot,41366257414,718498624.854252,853177356.82113,698793738.03615,855058603.247131,748812604.402867,407753896.650019,704669574.70072,580985297.964706,768083218.356599,431469390.592181,4000,True
atacseq_2000.dot,14091675276,126644190.238372,133813152.205187,123130270.008853,174013498.933241,120352673.045644,30080202.1383016,116835022.147408,58180849.2929834,128406282.242581,30490506.5096979,2000,True
atacseq_1000.dot,11809629756,24975973.8244531,37049523.5995474,24993436.2035077,37229609.0127638,24570707.756968,9150559.056849,25444159.0887288,10263745.4170527,27458222.3802174,9777818.36139299,1000,True
methylseq_200.dot,17027257018,22039962.6938387,21318565.334518,16704393.3924765,18160932.5442318,21622156.6248672,23752141.535677,22286500.0581497,29050625.4556332,20157729.5137257,26957968.3316969,200,True
methylseq_30000.dot,110641579976,7869828761.30834,9233100153.69107,7731241397.12839,9166721766.65049,7755415731.65179,9648521293.06022,7750278594.32676,9245477931.48194,7728758093.27884,9955017682.16253,30000,True
methylseq_8000.dot,110641579976,2206525312.66484,2543150949.32379,2104450242.95517,2486817446.52365,2111547016.1326,2652672444.19421,2126340614.11476,2492844077.64041,2135268970.1341,2730817091.26234,8000,True
methylseq_20000.dot,6761426956,762796154.777673,846506507.591579,786867272.942978,855822832.959702,782143567.487203,1109111217.20079,805400973.192389,843702776.22144,789112076.405475,1070799348.64385,20000,True
atacseq_8000.dot,3908761308,161004466.975425,200492661.998071,160559283.230248,204922691.231655,162103803.885471,114241787.800249,163267770.349822,122186517.083096,178522549.206913,114721200.100784,8000,True
methylseq_8000.dot,17027257018,818201386.358094,939671992.483586,814353709.896058,950232975.813957,826855053.695452,1215065101.41946,798015422.53462,943307992.907211,782397059.536345,1396241002.15709,8000,True
atacseq_10000.dot,14091675276,582793464.552541,686441158.978879,612344619.920335,854235462.11884,577393280.599473,141528531.49448,582515018.349901,299141455.556374,601561927.55291,167464366.227022,10000,True
atacseq_20000.dot,11809629756,723463149.633038,868448421.457402,730154175.885597,853228733.219671,699231609.110226,182396871.048116,737079679.185032,270813747.825989,723789567.879771,203078233.468081,20000,True
atacseq_30000.dot,3908761308,563391909.708005,793124246.00725,585669682.019195,847127762.647412,576420322.812205,438637501.353897,596650533.554613,539822708.111269,570371016.0245,434907082.888215,30000,True
eager_2000.dot,25705994498,66255026.6504473,120579077.33712,72673231.9997321,113052477.593342,71730883.7514276,21623857.2044244,69702192.0379888,20116350.3337239,73439399.0587248,26305358.7212906,2000,True
eager_1000.dot,14754556884,19879301.354111,24213780.133583,17314135.3893235,22359151.572543,19319372.3287007,7429906.37429679,18726854.289287,6728039.71825017,16055164.6807814,7381736.31039818,1000,True
atacseq_30000.dot,11187378708,1033784634.63834,1266458161.78667,1011938374.16295,1211840700.02384,1050221868.35531,237873327.219823,1108910565.16449,383273554.625239,995184956.775824,274318821.063448,30000,True
methylseq_10000.dot,8885797810,520594594.197562,551925083.988529,495573036.224643,559112904.983655,519116186.535785,684302135.290937,519723363.083085,564150665.931245,511678469.531692,841301247.483804,10000,True
atacseq_4000.dot,11809629756,142016946.484388,171491620.939111,152641296.180654,163494449.587433,146826511.148425,36144371.726395,151236283.746371,51213631.5136543,142409486.430266,37246398.9820018,4000,True
atacseq_1000.dot,14091675276,61863638.6453416,63514944.1302459,60599599.1988899,80469686.2403497,52999246.7569455,13438966.8634931,57491786.1040214,25213408.8370147,58378650.1773316,14751307.8459796,1000,True
methylseq_4000.dot,6273818718,86734293.6695229,101469533.462782,86596895.6377221,103998330.60435,85891423.2372309,121742666.718147,86323129.3218067,104602327.962528,89127206.5845589,132453963.821745,4000,True
chipseq_1000.dot,4605965334,25988307.0720984,41928755.6571566,28357295.4220041,36596224.0086507,24136653.7494915,19930600.094797,28468095.3613006,31316161.0854832,26946177.8076358,23324996.0525115,1000,True
atacseq_200.dot,11809629756,239850.323314237,246705.081739255,237420.83122766,235212.857398942,343045.631840969,343862.646063221,437508.38982965,340964.890581919,369445.059172792,374784.07881974,200,True
eager_8000.dot,19075314980,198983936.023417,364332854.368316,201592087.102794,336423620.408747,205166112.889557,113138967.875698,196583928.935395,106177715.067049,196410493.186591,125304999.04398,8000,True
methylseq_10000.dot,110641579976,2685922116.67774,3183172999.74451,2611382168.38804,3058981890.3318,2718699882.43483,3337010908.1097,2550170665.29706,3064522880.10697,2565713592.0862,3309073989.15191,10000,True
methylseq_2000.dot,22500260922,49052118.2397563,55764232.8614956,50611519.6494457,57094849.5371191,47537103.9757268,62680433.8850714,44741708.8369636,50389554.9311075,48460541.1247872,63607427.0538816,2000,True
chipseq_200.dot,32978181418,30142452.6736913,42065717.6322073,35397188.6925761,54296682.7012476,19088996.5576624,24385454.607972,26474206.5286101,41084308.7548895,25192367.6610378,22820203.3956118,200,True
chipseq_2000.dot,4605965334,69206349.6621429,85403229.3458597,63423476.0915184,81636640.1267128,65324181.9013586,46302155.7730347,59250083.7028036,61423997.6918372,66111638.981346,60224749.0763295,2000,True
methylseq_30000.dot,8885797810,1545252568.81352,1660615435.75579,1544224278.17707,1662313449.55592,1523035367.84416,2200509340.11612,1563361426.83276,1680564045.34248,1533249092.63436,2110059966.82996,30000,True
atacseq_8000.dot,11809629756,302640707.263784,343039698.480747,291904374.739063,341571378.706414,272776983.304197,71740483.7435724,298608011.671537,106309391.249686,310625293.343196,81668097.9918673,8000,True
chipseq_200.dot,4807293396,3748795.56493847,2912784.61752477,2648726.28138114,3813590.83076931,2714402.79496614,3090957.70689364,3652034.10642799,3676298.60475639,2937002.01743925,2579854.88369333,200,True
chipseq_200.dot,3793245764,65328.0167830083,908646.792940919,60987.6926672988,737460.464544183,69647.5228564616,75882.4529698614,67686.2302702489,75079.5838169377,59025.8305361328,67417.1524578088,200,True
eager_8000.dot,19132169434,205717860.538802,370187712.830986,200973153.259841,339032808.619946,211222639.67977,110101061.151943,199176212.884592,106430668.853299,189785312.105474,124474643.413388,8000,True
atacseq_10000.dot,11187378708,354075967.467348,420527570.812816,384291543.790636,398949948.926552,338685068.91974,78689342.5012722,357648430.129932,125832546.856056,356712992.674317,88792130.0895483,10000,True
chipseq_20000.dot,4807293396,724819981.446345,959754274.009707,732307980.654483,1000391195.6059,761441749.033528,522704951.894521,716171781.669455,648319392.412784,726275230.213641,467471152.396918,20000,True
chipseq_10000.dot,5058052541,379267199.710004,572177991.378435,386481208.254333,544246814.981012,388285934.475494,294949887.5333,382883401.958725,369768635.533898,407525396.887432,358942761.74362,10000,True
atacseq,3908761308,66184.1433716676,38186.2262811916,73507.4970043311,41062.4106665451,47424.2986232467,44991.188117279,104843.92371649,44434.8440911183,21182.7577204666,36792.7759109214,100,True
atacseq_4000.dot,11187378708,126577294.533584,163220796.569992,142078716.092774,161679998.473652,140043566.256894,32449803.8387284,136930395.194162,44263640.1572472,139250243.289807,33533672.7162226,4000,True
chipseq_4000.dot,32978181418,844778620.087954,1101512656.9065,869366715.759849,1026696883.8276,879725888.494351,589020762.988292,842061955.677608,993257049.396743,828644389.134701,572098168.649687,4000,True
eager_4000.dot,19075314980,97498488.728206,173100551.147287,93126051.6443211,165760438.797604,104913594.338064,57726779.7165921,103145778.014046,53684446.6985552,103728427.022029,59413586.3094337,4000,True
methylseq_4000.dot,17027257018,416210072.622924,478486813.044653,392178874.027315,458977177.752797,409416567.652132,616512881.226531,419458001.864859,474937420.508287,401064168.159673,702741195.765582,4000,True
chipseq_1000.dot,41366257414,188058997.73285,204669174.53302,183103573.784562,210328879.516064,180372974.947651,110567665.193364,171072426.763382,133761220.018354,169515568.082892,107290096.670457,1000,True
atacseq_10000.dot,3908761308,214891424.520092,242424372.757662,224695628.292963,257950943.950618,201018544.530639,139628952.957172,193720536.554587,155136949.54228,204871729.591325,141747733.309938,10000,True
eager_1000.dot,19100037384,23151908.7402027,34295572.9727863,22711664.2230606,30731039.3267708,26785929.2562061,13861549.2181054,21327914.5114332,11979685.5902947,28028433.1508105,10964178.0390427,1000,True
chipseq_25000.dot,41366257414,4474711696.48902,5708404093.7151,4416807358.61739,5694021911.57734,4643147750.84774,2485344203.61479,4552606186.18304,3271130182.23511,4480156120.57248,2465555574.99475,25000,True
atacseq,14091675276,3681362.72743992,3641881.26685691,3096252.39349453,3308454.33315689,924313.581157178,795906.943178457,3296208.83379541,3171667.08954823,1343302.79967037,755799.121374217,100,True
methylseq_15000.dot,11897958606,1048103356.17192,1225072776.01232,1032884480.31742,1245391660.29544,1022071060.66293,1843484496.25595,1038849463.37826,1229983445.30359,1038880872.93401,1522877992.0477,15000,True
atacseq_30000.dot,2223941232,381435652.734205,487564397.772234,366754064.283108,501991209.823374,359809954.576151,193095759.220148,369294992.968543,269727851.908659,379104035.292271,227626849.347308,30000,True
methylseq_1000.dot,11897958606,66458738.0312168,81732307.2176786,78575000.7026368,87249504.3130866,78602453.3327779,123622184.578122,73669599.182411,87065620.9252631,82384162.2439938,105108782.615069,1000,True
atacseq_2000.dot,3908761308,32438915.2231422,50771345.3426599,28097275.5111686,51148100.3293725,32177504.368817,25633101.9337945,28476439.2371811,26030603.1423546,30745432.2531658,23476824.0623084,2000,True
methylseq,11897958606,23177.3261519461,23157.005423803,21424.876183243,21410.173294195,19752.5014572227,24221.4435264406,22497.8635554647,26427.9601526858,18601.5734484781,21081.8525634181,100,True
chipseq_25000.dot,5058052541,950016953.07834,1468985570.38096,936718945.610978,1385332777.41626,964497492.962502,784535134.54256,926148238.047595,962134949.698007,966597160.957825,742240557.519673,25000,True
methylseq_15000.dot,110641579976,3908624198.39378,4616616229.79526,4167207627.60994,4747446481.42264,3929440961.73445,4945380791.97368,3949191984.12224,4673980370.07407,3834435879.99138,5290180460.70296,15000,True
methylseq_15000.dot,17027257018,1465396179.92301,1746032457.05505,1480063614.16174,1750495990.17561,1503353736.92022,2652687146.43501,1497149234.42623,1758182388.17435,1500971557.22123,2631399829.89892,15000,True
eager,14754556884,640868.658533197,705895.220986342,210658.086733271,260588.748325506,162720.903994763,216875.090988628,221783.225457592,256574.812839459,270720.974206309,250422.057724028,100,True
chipseq_2000.dot,32978181418,422440729.229381,544922126.525288,461466433.156136,521054297.149493,394443777.377623,279286723.695007,419033028.251013,479647852.194346,423228264.750476,280495003.277527,2000,True
eager_2000.dot,19100037384,53597296.1222477,87958271.4047635,52737131.9604559,78116253.9488838,49501381.1755311,28600244.6726504,50831418.0516489,27202788.34664,48294697.9471135,28869437.8184783,2000,True
atacseq_20000.dot,14091675276,1142596796.05467,1376083574.8234,1137394447.05703,1738999826.92571,1161648296.14153,292692165.323445,1132756282.75022,610901678.615716,1198793208.56472,326318100.958995,20000,True
atacseq_20000.dot,2223941232,253899670.860659,322856361.848,257572119.636503,332573761.742082,249471396.152728,124896299.990035,238187758.810648,175808794.417114,245771108.468835,153592112.17982,20000,True
chipseq_2000.dot,5058052541,72508212.953675,108205168.214544,71376958.2297869,100562799.40524,79844454.5245776,56014099.2274066,74384476.7982278,65469043.4264848,74730472.3631633,54932034.2806251,2000,True
methylseq_20000.dot,11897958606,1406672027.31109,1634756422.33535,1387671426.02887,1643039404.83027,1414975204.40471,2414620330.55105,1386377472.23251,1649004506.85055,1382579507.11677,2035897719.24702,20000,True
atacseq_25000.dot,14091675276,1449876654.53576,1737293751.64988,1416674595.60732,2172752208.7914,1450971178.30268,362253012.55017,1427541219.93063,768246984.236584,1521870542.01883,411563575.564601,25000,True
atacseq_4000.dot,14091675276,246852934.412815,260929609.942015,244288280.017278,338635319.994672,235164187.132693,58937643.4226997,243972964.453417,113967225.588912,239365911.028811,62339989.3318535,4000,True
eager_200.dot,25705994498,2404785.27151716,3660282.95065907,1605577.23933153,4569156.05527811,2161727.92413278,3075159.60382188,2920346.00366552,2393254.86798693,2728635.12397765,3195546.78794024,200,True
chipseq_15000.dot,4605965334,484522504.430761,710057730.733834,482499975.185741,652620114.21679,506304082.985737,365859304.387423,494479225.669815,524794818.878508,502708335.789044,410956822.985854,15000,True
atacseq_15000.dot,14091675276,842724214.073176,1029123622.43964,873491662.594553,1320934613.1579,896614200.357158,215521033.648021,859751413.630183,454232681.995158,863371976.840762,249133878.77544,15000,True
methylseq_200.dot,110641579976,55081465.0288037,69712566.9506195,61353609.3471026,72050037.5060007,74836933.623481,85308797.0167009,57115855.3489603,59596367.4370049,64405291.3729467,65046294.6762485,200,True
methylseq,6273818718,11866.4089753863,11851.6846809557,10575.6985689146,13190.6570163195,8252.77128210064,9944.92890339337,9081.28699246455,12099.0226813065,4759.45286315919,9956.58249880395,100,True
atacseq_15000.dot,11187378708,510351255.01413,627023439.306892,518537429.76332,606762681.287758,514197553.868473,121156712.933885,532978382.792901,186408693.165467,499011618.933207,134983811.354089,15000,True
eager,25705994498,3034822.47724087,3052707.27432693,2671516.80709151,3911990.62333256,1881549.30599214,3004834.87063244,1640300.91923225,2199530.07514363,1617367.85104661,2210164.0209266,100,True
methylseq_4000.dot,8885797810,202094817.0811,218714525.592248,217734157.81858,221335048.423195,205279759.60453,310539971.606822,200425909.231558,218329857.509558,212090913.358218,278061281.557264,4000,True
methylseq_20000.dot,110641579976,5289452679.19483,6203557912.80649,5400428289.81936,6246798448.16451,5229257924.84048,6448711071.86227,5276648369.70948,6205648393.85766,5202182599.45192,6623046972.3801,20000,True
chipseq_2000.dot,41366257414,368002458.597071,422918486.213842,362669266.116005,420997155.740534,353662155.887259,207735782.971668,354439045.134078,293201445.992105,365266511.139877,210202699.611528,2000,True
chipseq_15000.dot,32978181418,3137742424.34443,4213930617.16218,3130830456.60074,3929036458.39322,3177123502.90859,2176319767.50975,3165548084.07533,3857163013.31879,3186894023.30919,2140730381.88452,15000,True
chipseq_8000.dot,5058052541,303979405.318315,447481931.776831,306574569.900278,427473081.856429,321461649.935579,249651413.762372,309823750.04766,285481314.296814,316179414.507331,233742884.061035,8000,True
methylseq_8000.dot,8885797810,419535532.330281,443561664.774075,416994672.526903,449249910.560391,418733921.945336,556445524.096553,400508514.903053,439157757.551801,414372920.221872,562295784.549808,8000,True
chipseq_8000.dot,41366257414,1438529770.60577,1760327983.08876,1448691559.45127,1755562215.30662,1472624024.7385,789667882.383442,1372651470.14672,1131328113.13698,1448195368.05324,814023083.286585,8000,True
methylseq_8000.dot,6273818718,178380763.937199,205554784.566469,172624270.044017,200318450.051822,180021311.356144,249475720.646073,172486638.29986,196641804.75513,180736738.499203,240257070.621302,8000,True
eager_15000.dot,19100037384,357955091.404664,689281392.980542,369415482.489871,639910742.169982,355100567.756314,217430682.639015,360800722.68482,203548186.530451,359408857.80754,241469892.414333,15000,True
chipseq_30000.dot,4807293396,1090017124.44281,1450533680.32986,1094175995.21987,1484573070.27701,1092065005.15863,800919171.597157,1090917927.1075,978926808.466267,1114672464.16308,710357855.18312,30000,True
methylseq_30000.dot,6761426956,1158055753.34564,1266076648.02204,1183847253.18283,1265785804.60453,1179448841.37654,1678488352.71773,1177198328.86571,1264782873.21379,1179302710.86565,1609115915.84989,30000,True
chipseq_1000.dot,32978181418,209350805.270287,272527629.318383,201900069.578197,257599626.904937,194698261.348557,136668947.66318,210400092.649603,249184674.721537,216691722.312709,139935497.958196,1000,True
chipseq_30000.dot,4605965334,970026132.575287,1412060996.22319,978952320.210665,1300376111.88624,1015821219.69206,761673466.074172,1004201609.08788,1053174434.37187,988517996.631802,789244969.347822,30000,True
methylseq_10000.dot,6273818718,228980844.488209,251452339.644739,220706267.216058,254352638.998232,219983579.310921,312803045.115946,213848556.772085,249263816.034035,214193335.578781,299724724.246054,10000,True
methylseq_25000.dot,6761426956,972413272.004354,1065689291.93575,982994182.261963,1060313708.78487,975245352.143855,1420461713.71384,994601907.613632,1068542726.07971,977151266.650687,1327876511.19307,25000,True
chipseq_10000.dot,4605965334,336354979.096869,469384299.203544,328911021.695765,425523229.349449,343566441.404339,249274364.714522,330446757.384087,342599811.816901,332061588.273742,334869840.850655,10000,True
methylseq,22500260922,241735.43055369,241760.13685025,147346.728328328,147326.821991775,199885.764923316,199876.637699238,73119.0610000395,129668.688787658,192027.194342978,192028.358507853,100,True
methylseq,110641579976,20416787.5818784,20418365.999822,14896951.5384713,19120086.5634394,22690926.5508127,22690930.9373739,19839795.8825047,19896708.0753382,16902244.1406365,19083311.0691478,100,True
chipseq_20000.dot,41366257414,3663590052.52983,4557277221.32879,3501420726.13256,4489282539.05525,3548615781.37026,1947319874.38747,3528048121.68016,2840115820.34812,3644622895.10531,2016227164.14808,20000,True
chipseq_20000.dot,5058052541,762733565.014393,1179609165.54192,757533514.810173,1144511206.41323,784907510.735032,608996473.763995,775480084.718603,763255190.037542,796954852.555339,564426485.094212,20000,True
chipseq_8000.dot,32978181418,1732543226.35554,2221038789.73642,1680916232.16206,2098450969.69154,1725661766.621,1146096203.16092,1695345419.65327,2053111483.95301,1755057451.87624,1145880400.85242,8000,True
atacseq_25000.dot,11187378708,853147888.232716,1066308066.88325,861069998.429368,1007014495.69898,827690581.298343,197751378.102612,857038777.724487,320128407.651482,786536149.205564,222911174.834916,25000,True
atacseq_25000.dot,3908761308,488719018.45127,660222318.868929,548874409.721562,701369134.443161,480907163.332346,363558364.37975,497028108.005087,440408927.919608,492488355.055011,359393465.787111,25000,True
chipseq_4000.dot,5058052541,164273433.197531,218727237.954209,155447046.304237,205926900.648389,149010668.590314,116095197.377715,155711158.249293,138186914.114548,162201623.55032,111323430.815334,4000,True
eager,8330435694,84457.3606356236,102539.881171179,72436.5936062465,70059.007579211,79801.2732641125,74691.7681811615,51711.3844325097,58630.4825455186,107528.839192372,74197.7268556166,100,True
eager_15000.dot,14754556884,271977090.673557,550997506.26602,272253966.403117,499193361.788148,270742989.491507,147744609.459016,276915024.311649,142640857.144368,291681717.487764,160531928.231917,15000,True
chipseq_15000.dot,4807293396,534096147.773708,714499297.78462,539295738.975667,726130517.603835,547837785.398297,397066257.854325,546088343.918506,479941315.313285,551309077.966048,351017003.595349,15000,True
eager_4000.dot,25705994498,150319266.041199,240855517.283192,160747918.421927,236995210.660483,147909944.352169,42813609.4663827,153530814.277336,41380691.1131332,147141859.257142,43798383.6825949,4000,True
eager_8000.dot,19100037384,195555744.751127,366619848.366746,196673993.773939,337656324.527345,191104479.919548,114093729.606838,204621341.20566,107736988.922833,181412958.009052,122366820.142488,8000,True
methylseq_4000.dot,110641579976,1119606039.77446,1246597889.11606,1056464821.61476,1226947089.39137,1065321565.75472,1325725654.8061,1044809342.81667,1226032453.90472,1123512977.39146,1357904177.10294,4000,True
chipseq,3793245764,23826.0775876247,32414.7809167237,20797.9727188351,28573.82905442,23624.8361851804,32885.4208579113,28518.3268525922,34159.9222826628,30992.0953265796,34760.3000563661,100,True
atacseq_200.dot,14091675276,4168735.4273168,5240143.64061859,4110553.42249667,5680095.8257238,949110.822040541,973024.343309548,2061854.84985468,4015720.17026632,1203237.79591145,1193359.18792461,200,True
chipseq_25000.dot,32978181418,5403692253.84325,7219458198.90565,5263468437.20821,6720711746.32696,5244603348.7148,3602935836.44516,5295513718.05169,6501281045.81822,5240733545.10732,3565711306.6919,25000,True
eager_10000.dot,19100037384,231658585.49705,461710287.63536,245990067.201723,425056029.45664,240786497.282215,149882888.941547,242213867.595189,132104203.120558,250982357.584874,159598631.74977,10000,True
methylseq_30000.dot,11897958606,2073335130.51065,2456538263.89814,2055400321.46862,2460256784.53092,2083284449.55723,3525751662.53731,2072036857.55491,2431332464.58307,2073324554.89381,3044494982.02455,30000,True
atacseq_25000.dot,11809629756,851272300.801833,1091266084.98161,925755090.668115,1063234755.81826,948172428.285326,224369179.530538,895523805.636329,344147777.035993,898037929.293907,255215090.333079,25000,True
methylseq_25000.dot,11897958606,1730047161.49232,2046314594.63401,1705865573.05777,2029773677.70764,1714458381.1483,3093949112.38034,1732980357.84754,2038994404.65394,1690583597.45323,2535197776.71052,25000,True
eager_15000.dot,19132169434,369561909.862236,695765662.958464,368596299.551292,643407693.767485,374933097.454681,219510147.391615,357134803.498001,197139828.634557,359056425.033103,231283289.347051,15000,True
methylseq_30000.dot,22500260922,718160585.521797,814185103.234537,722786500.275107,827211374.920695,719281121.482276,986885824.012724,725417345.684535,825379698.247231,736804729.854562,924721012.529265,30000,True
atacseq_2000.dot,11187378708,60989424.2535524,76356725.9353876,64484373.2737806,80244926.1244853,53835597.7313357,14845446.1939903,61163416.2473714,21191399.9984936,58437719.8485157,15997288.2250949,2000,True
methylseq_10000.dot,11897958606,710874402.128594,814608877.897123,701821535.19427,835548311.340921,687117771.891132,1095981190.97372,724026100.482866,839689657.530956,696708779.551061,1012799137.6478,10000,True
chipseq_25000.dot,4605965334,823408107.028494,1172248156.99642,810771579.435554,1069153312.23084,828150411.305746,637366159.099299,818830648.360899,886753389.070805,838261036.41898,668569419.306288,25000,True
methylseq_30000.dot,6273818718,649837169.097757,768367479.911236,653444495.283843,750600574.394335,638382785.185355,885165773.651345,643036842.975688,761120084.943803,651773092.957958,988120660.1412,30000,True
chipseq_200.dot,4605965334,58995.9284100059,2831993.56066128,61086.3757485799,2559349.65015891,66403.7431597929,72170.5417263078,61986.3574984969,68457.9195347758,56629.5624303108,64176.0259661197,200,True
methylseq_15000.dot,6273818718,325567686.341895,379161255.657666,323325772.280656,373954029.216019,330850118.018707,462270120.257098,330364136.472236,378028690.044693,338174390.188138,459362821.411076,15000,True
methylseq_2000.dot,11897958606,142185763.245009,163057549.04835,139542670.029734,161343004.163289,136124050.866405,236021864.346983,141262860.364732,162897564.509312,138387396.491366,206420904.726565,2000,True
atacseq_200.dot,3908761308,130852.625235312,629224.325987529,691341.622056486,895260.54412065,95599.699148111,83654.6497993902,133818.071577063,85792.6609014602,150448.110721742,82689.2641177505,200,True
eager_8000.dot,8330435694,149541887.287839,255325138.014206,145341154.588979,209675915.588194,152683077.446008,183064417.395457,157891359.644228,206197700.143088,156548106.645837,177426134.157181,8000,True
atacseq_200.dot,2223941232,311609.578342198,783759.748635066,266663.171267629,709686.442655302,89536.6483447391,81579.2232732327,101822.803992033,69162.7351610048,254360.415275165,83469.0261395396,200,True
chipseq_2000.dot,4807293396,68698323.3750958,99798886.1968883,65173362.6619201,87905346.1658255,64416959.2440131,51244563.5438275,64030287.6217199,53891617.4184462,67261217.7326633,44673710.7491291,2000,True
eager_10000.dot,19075314980,237762950.513959,464298192.24861,250761415.371034,422857121.264382,245714112.666721,147596656.713278,246019056.381877,134861850.093882,252078159.303179,160775759.593738,10000,True
methylseq_25000.dot,6273818718,557338258.211341,646542818.256794,536361399.48404,633675680.208058,531552342.179381,771773739.278186,545687082.066401,638863473.419456,537550814.619095,777955250.97913,25000,True
eager_10000.dot,8330435694,181947270.314112,331374503.537008,187529369.610205,271463515.523877,189281316.232489,220634946.009605,190143356.48285,254325544.584366,188679889.247792,218593689.459105,10000,True
methylseq_200.dot,8885797810,8167095.09901224,7329378.34891392,8427411.22752207,7511294.09613291,6023739.03100567,6304033.21944025,7294675.52289554,6938227.7009569,8511513.15062386,6984294.83568131,200,True
