wf_name,inp_size,ms_1_A1,ms_2_A1,ms_1_A2,ms_2_A2,ms_1_A3,ms_2_A3,ms_1_A4,ms_2_A4,ms_1_A5,ms_2_A5,size,deviations
eager_25000.dot,8330435694,537280839.624624,726417890.230789,523318708.36023,566708005.278937,519062361.111498,461635086.265616,529362934.045695,596811909.778053,519003752.936782,463345075.07105,25000,False
chipseq_20000.dot,41366257414,3296650051.62176,3802039178.32437,3301454895.7444,3799460497.79375,3294276901.39708,1605478924.64425,3275788577.94359,2323207305.29157,3294034187.05977,1630813662.14374,20000,False
chipseq_20000.dot,5058052541,691175411.826236,970945976.771938,689940845.105112,964022345.394837,687643325.656306,539983304.301736,689281365.779534,639125730.403725,723685101.376628,501485821.627685,20000,False
chipseq_8000.dot,32978181418,1625204561.04087,1831898029.28908,1623394673.02259,1808118638.58118,1627306029.49763,944047522.641528,1623917406.27162,1686810131.8155,1623492464.15538,940852943.032243,8000,False
atacseq_25000.dot,11187378708,785680649.000442,864183675.161372,747435871.54987,836331628.424948,766012642.809706,168189881.824531,774387355.039845,261196840.216347,792274024.458481,191534136.081301,25000,False
atacseq_25000.dot,3908761308,448108464.449219,541338872.100076,433694947.654476,580925570.531801,427252382.437959,325428502.713276,433866260.425672,364262215.686357,449194990.190903,322238809.536102,25000,False
chipseq_4000.dot,5058052541,137381899.476854,183968013.085325,138014449.030557,176543091.583728,136269341.259928,102808614.516596,136178443.710048,117274039.865778,137574502.436792,97268054.9412631,4000,False
eager,8330435694,75262.7831290675,83051.9164670149,75262.7831290675,57697.0901510292,84069.3511051603,57854.0031393715,75252.7109415675,58353.8614010292,84069.3511051603,45741.8362382534,100,False
eager_15000.dot,14754556884,262180016.809893,484345450.899005,251230325.750099,416834978.318901,242105584.880853,112835139.948234,253181307.692247,113749006.526045,249218164.379141,122040207.300948,15000,False
chipseq_15000.dot,4807293396,483446518.494345,602414411.817893,480290659.888147,626813428.487233,488760882.952643,355762911.187877,485292964.391651,403118938.38803,490234094.12218,321405606.469655,15000,False
eager_4000.dot,25705994498,144328015.328648,210758842.329393,141589301.263945,191289130.398791,136889266.962443,32033924.7105495,139845233.947171,33668077.6270057,137057994.653419,36001552.9194919,4000,False
eager_8000.dot,19100037384,180407433.741434,315447628.312138,177335926.548988,275601926.188159,172841153.786516,89078996.8108269,175695531.638916,86234952.0891366,173263044.377853,101854877.62093,8000,False
methylseq_4000.dot,110641579976,1023778846.15877,1025989495.86821,1023778846.15877,1025989495.86821,1023778846.15877,1093466483.73945,1023778846.15877,1025989503.54745,1023778846.15877,1094864983.51041,4000,False
chipseq,3793245764,28482.0629183208,28083.9555,28482.0629183208,28083.9555,28482.0629183208,28083.9555,28482.0629183208,28083.9555,28482.0629183208,28083.9555,100,False
atacseq_200.dot,14091675276,4039957.92888118,4174383.75797253,4014996.23107276,4551315.3232324,1665348.75344067,694474.10041141,2641296.02000332,3000589.48013791,757548.042701777,694474.10041141,200,False
chipseq_25000.dot,32978181418,5111069482.06429,5897621018.76672,5111035159.03969,5821988712.61899,5114993995.60999,2952348918.15559,5109566704.55436,5392279947.03657,5111262403.33304,2951922919.60697,25000,False
eager_10000.dot,19100037384,228480944.629528,399279873.799533,224523136.874789,347087321.266518,217241107.131153,117059533.05071,222167455.786658,107252500.773819,221337619.982521,127748755.486925,10000,False
methylseq_30000.dot,11897958606,2016969145.99913,2020171142.39165,2016969145.99913,2020171142.39608,2016969145.99913,2834858068.63729,2016969145.99913,2020172013.41358,2016969145.99913,2526018329.6632,30000,False
atacseq_25000.dot,11809629756,811430412.533278,878794123.214449,804444732.524458,868460486.406258,800325667.710654,182270057.254724,807557215.475479,278356358.866352,825706581.454157,206446236.045102,25000,False
eager_30000.dot,19075314980,685094821.389485,1218357707.02865,678852554.117723,1050617454.98344,658425193.702123,350942635.232679,669219498.585265,323240971.501181,675718836.753278,389443218.826456,30000,False
methylseq_25000.dot,11897958606,1682427003.68455,1685096627.79233,1682427003.68455,1685096627.79233,1682427014.36897,2528950699.6084,1682427003.68455,1685096908.88704,1682427016.01923,2103417394.92833,25000,False
eager_15000.dot,19132169434,339760651.075191,601758144.761744,337124142.615864,523747955.009117,327930462.489913,177042211.072749,343177118.069027,163243393.148176,332717117.725836,182889460.679544,15000,False
methylseq_30000.dot,22500260922,666638869.001774,673220111.006437,666638869.001774,673220111.006437,666638869.001774,815949120.084191,666638869.001774,673220660.180735,666638869.001774,741709435.223054,30000,False
atacseq_2000.dot,11187378708,54511518.0392047,62608150.7912935,54422351.8380026,61664617.6448544,53576320.5861984,12364123.5822885,54596166.9075247,16210122.5770921,53016136.4239404,12949921.0822867,2000,False
methylseq_10000.dot,11897958606,671531909.23338,672589047.141735,671531909.23338,672589003.362056,671531932.030749,886608951.367061,671531909.23338,672589342.823801,671531921.569456,837984297.772684,10000,False
chipseq_25000.dot,4605965334,762563260.623039,972813847.500777,762884996.940318,889590971.980291,795095217.951082,566872812.060243,767200853.50701,730547994.011168,811879644.927885,596237698.941369,25000,False
methylseq_30000.dot,6273818718,621273713.130014,623438223.736234,621273713.130014,623438141.972373,621273716.89433,723567594.933712,621273713.130111,623438589.56781,621273620.215565,812711609.223889,30000,False
eager_30000.dot,8330435694,640912637.65321,871491037.059963,633785431.157213,677964466.115154,623290186.368936,559383627.345491,633310674.946208,713090398.191265,628988580.273509,561656036.830885,30000,False
chipseq_200.dot,4605965334,53078.1372916666,2313552.61474857,53078.1372916666,2309921.65194453,53078.1372916666,53078.1372916666,53078.1372916666,53078.1372916666,53078.7813468865,53078.1372916666,200,False
methylseq_15000.dot,6273818718,308860463.680294,309823692.290778,308860463.680294,309823692.290778,308860467.444611,376370915.677238,308860463.681543,309823831.708548,308860370.767173,378131972.450428,15000,False
methylseq_2000.dot,11897958606,133357405.84729,133557999.711707,133357405.84729,133557996.212758,133357405.84729,187059753.559665,133357405.84729,133558027.752843,133357405.84729,162750853.326629,2000,False
atacseq_200.dot,3908761308,518545.916979286,441684.062592299,97875.7333948972,727203.970581508,92443.8949973952,69881.1736343301,96778.6620733871,62986.735567165,88124.1420877628,69881.17363433,200,False
eager_8000.dot,8330435694,162350592.080405,232817697.573519,164506556.266539,181742249.343656,155839086.090469,142593396.479483,160897538.813319,166193631.429454,154419398.000252,142733025.702871,8000,False
atacseq_200.dot,2223941232,372443.526656048,611521.720622927,273788.298550411,567547.839387739,112626.281074427,69435.5455674684,80180.9882716351,59933.3066891561,84473.3786691786,69684.8968174684,200,False
chipseq_2000.dot,4807293396,58294809.4360875,82208365.0902544,58398770.72739,74825076.4210308,57336083.5177149,44328646.2025137,58133809.3172795,45287590.0137349,56859171.1773081,38618461.6448943,2000,False
eager_20000.dot,19100037384,453741072.828834,804301902.621715,451477980.674996,698361010.493642,436956788.431514,237941718.845145,449179562.065189,216512118.792426,438631501.792637,258581474.302918,20000,False
eager_10000.dot,19075314980,225106029.099919,397838241.895314,223075075.965163,346751133.274504,216849493.139749,117509032.220208,220346136.805035,106983802.761906,220816321.749878,127452623.883117,10000,False
methylseq_25000.dot,6273818718,517135959.803555,520170885.043523,517135959.803555,520170885.054256,517135963.56788,629698784.72033,517135959.803555,520171149.399832,517135870.40018,635064919.538926,25000,False
eager_10000.dot,8330435694,205438676.276217,295551655.589302,204201617.057131,228756955.469717,192241684.454078,176240483.085714,204240485.382869,214702681.283994,195339508.453917,173213562.543065,10000,False
methylseq_200.dot,8885797810,5454115.85145463,5454117.09502474,5454115.85145463,5454117.0952334,5454138.99109767,5452593.84360973,5454116.1819693,5454119.06346997,5454127.14030497,3651324.45765695,200,False
chipseq,32978181418,8637304.8344252,8583227.15022185,8637304.8344252,8561191.52803436,8600072.12849504,8512450.16992881,8637304.8344252,8561191.52803436,8600072.12849504,8535221.64598222,100,False
methylseq_2000.dot,6761426956,72743065.1017328,72858601.0280053,72743065.1017328,72858601.7113354,72743075.9781461,90796029.7654503,72743065.1017328,72858655.7692402,72743077.6278772,89405937.8697733,2000,False
atacseq_20000.dot,3908761308,344323979.854743,431057780.017627,344471261.878735,460882530.261582,336118375.482513,256874544.194713,337665324.673957,287782783.939202,359165375.627107,260819930.429315,20000,False
atacseq_1000.dot,11187378708,22414214.4221742,27837124.5450242,22151601.7774652,26598872.0053421,22359007.2839766,5818413.13346415,21667993.7461394,6624211.91794189,21797269.8654144,6199037.82897026,1000,False
eager,19100037384,2188822.32029008,2120173.45345719,1761871.0695101,1711644.01270924,1697953.04483558,1602634.86102724,918812.328427903,1814991.9955436,942089.748637337,1814991.9955436,100,False
chipseq_10000.dot,32978181418,2037039764.40339,2299042348.26409,2037782922.21734,2269675285.72372,2032266721.08793,1178658590.59585,2036396436.41566,2116839778.48619,2033044409.29008,1177775490.14412,10000,False
methylseq_2000.dot,110641579976,517243322.306319,517845154.166004,517243322.306319,517845154.166004,517243322.306319,545833406.415766,517243322.306319,517845154.166004,517243322.306319,544175426.230826,2000,False
chipseq_8000.dot,3793245764,203170104.257937,262951535.774573,207285594.705009,246060797.796068,202071522.633712,141021699.419629,205902023.634635,182215442.285068,208373069.8218,145624514.112559,8000,False
eager_25000.dot,19132169434,578677696.336269,1009518508.98134,563250596.369811,874735977.070344,547762676.561978,292320776.97409,570790254.368458,270848155.292732,559622949.403209,306033478.375278,25000,False
eager_4000.dot,19132169434,90869849.7868134,151075837.87385,89095847.8042951,132633706.016698,88795533.9208032,44586699.9770676,88488028.0080705,42886800.698872,87879262.985219,49648530.9144144,4000,False
chipseq_1000.dot,4807293396,23393362.1084535,34498564.8546178,24987732.87047,34384207.5780006,23296003.4635714,19619944.102484,22659575.90752,21576168.9843667,22886422.7298441,17528213.6438636,1000,False
eager_15000.dot,19075314980,345268637.337999,609667131.938653,335841979.687504,524015974.703665,325371631.448127,175337741.726777,331828800.032178,162304609.524874,329482953.823196,193812749.985336,15000,False
methylseq_200.dot,6761426956,4144868.18514626,4144867.1858325,4144868.18514626,4144867.1858325,4144892.34857376,4143797.32828329,4144868.18514626,4144867.1858325,4144880.71129072,2775105.32501583,200,False
methylseq,17027257018,21799.6016884726,21781.1225,21799.6016884726,21781.1225,21799.6016884726,21791.8675,21799.6016884726,21781.1225,21799.6016884726,21794.2447647512,100,False
eager_1000.dot,8330435694,16051040.8007297,15520554.7187692,15810104.7555531,14943328.1905929,16990335.2694481,15325303.14065,16170224.0038154,11479720.7230424,16414695.1580786,11402441.9049014,1000,False
chipseq_4000.dot,3793245764,101684500.245033,124922674.691312,100915138.025509,116468551.805626,101549012.140088,68034480.0262482,102102856.735824,85222409.6908558,101798114.655505,87991796.8626947,4000,False
methylseq_200.dot,11897958606,12146929.974137,12154627.3236169,12146929.974137,12154627.3236169,12146929.974137,14576121.5203816,12146929.974137,12154627.3236169,12146929.974137,12144333.0961745,200,False
atacseq_1000.dot,3908761308,9351822.27726099,15319319.5525558,9310402.44225902,13112852.7029772,9460252.30485545,8961769.95192856,9153335.19530592,7058320.04420374,9926144.82157909,7047844.52121751,1000,False
chipseq_1000.dot,3793245764,22142779.5740201,27147752.107048,21080327.2370433,23155460.9478758,21702619.1015021,12803283.446992,22587266.5820842,17105358.1618538,21429211.9505253,12802049.3459832,1000,False
atacseq_2000.dot,11809629756,56001133.5251963,65583976.8258452,56931111.9815714,64520235.6594246,55153161.1493045,14142604.1364397,56118055.7006573,19197666.1869953,55494446.2551793,13793692.3367053,2000,False
eager_4000.dot,8330435694,73776790.9503065,110644833.262278,75419779.2700046,85968979.124777,72786546.2163381,68467352.0085335,73301582.1407911,72432901.7874907,74851460.6212369,64075339.6388516,4000,False
methylseq_200.dot,22500260922,3727490.45564182,3202198.07766383,3727490.45564182,3202198.07766383,3727490.45564182,3683553.03124178,3727490.45564182,3202198.07766383,3727490.45564182,4315564.95766125,200,False
eager_4000.dot,14754556884,65625948.0684158,124898273.863093,64454887.5833994,105246385.385381,64327487.1546871,27597465.1454437,64528193.655071,28891845.2230104,64941995.3684482,29516038.029017,4000,False
methylseq,6761426956,10835.5515944213,10821.11475,10835.5515944213,10821.11475,10835.5515944213,10826.236,10835.5515944213,10821.11475,10835.5515944213,10832.9983257903,100,False
eager_200.dot,19100037384,2909223.51162042,2120216.41939763,2267113.39003741,1711686.97030008,3240719.32028863,2338376.64509303,968654.027798158,1837286.2503398,1005986.38791945,1940217.43863984,200,False
methylseq_20000.dot,8885797810,998455237.907433,1000114480.44216,998455237.907433,1000114482.17155,998455247.560726,1234323798.78817,998455238.237948,1000115004.68174,998455249.196563,1248834200.27357,20000,False
atacseq_25000.dot,2223941232,302862869.305674,320194303.605908,294562691.857652,344911977.863885,269067783.304276,124369817.708711,279666699.020171,181596478.451078,296048761.975856,152707476.341132,25000,False
eager_20000.dot,25705994498,700676215.970306,1035385436.50397,722607192.65868,955843226.270323,677234316.235424,148440220.564009,690113978.874065,182950945.155959,683570468.321363,184173015.108703,20000,False
eager_25000.dot,19075314980,570965563.327754,1020644697.95102,569674395.403837,874464540.265381,546300060.792441,290752049.349656,560571581.161608,269208785.799043,559721914.698044,322768014.912845,25000,False
chipseq_15000.dot,5058052541,514897530.176612,722332294.991053,514980049.367363,715735770.800841,516613013.378363,404059372.691887,514714464.030563,471772293.844573,535470676.274543,387105817.049551,15000,False
chipseq_1000.dot,5058052541,28714043.3098129,40999871.8465696,26256889.3920543,37261704.8603192,27433031.3054319,21300673.9660928,29740790.1541469,24304976.6555363,28607934.1496986,25538255.1374345,1000,False
atacseq_15000.dot,11809629756,491133386.185736,524295080.56442,480695272.675755,516622771.981295,483844745.327191,107982810.119629,486596000.885418,162568846.990874,497448180.201711,122731948.952655,15000,False
methylseq_2000.dot,8885797810,95726945.1292717,95877789.0441116,95726945.1292717,95877789.5742237,95726954.7825646,119480161.387469,95726945.4597864,95877839.5954882,95726956.4181221,117650966.185089,2000,False
chipseq,41366257414,10434361.3961236,7473607.82256491,10627212.972991,7482132.90256491,10013730.0218739,7442496.61851313,10338475.3458174,7482130.57186356,10013730.0218739,7443335.27857494,100,False
methylseq_15000.dot,8885797810,747500529.564683,748757408.681639,747500529.564683,748757498.209239,747500529.564683,984765108.033929,747500529.564683,748757922.800373,747500529.564683,933939359.555896,15000,False
methylseq_30000.dot,17027257018,2885761496.91501,2888895645.40784,2885761496.91501,2888895645.64617,2885761496.91501,3932154437.69327,2885761496.91501,2888895805.97644,2885761496.91501,4332036424.31644,30000,False
eager_2000.dot,19075314980,46095894.7026498,73147960.7481913,46138699.8073065,63767851.2490885,45693415.665002,23502193.1698193,44549606.9943025,21661719.5728707,45774064.5011095,22753583.8796885,2000,False
eager_2000.dot,19132169434,45698836.3453823,72918673.0052557,44513095.368218,64034813.2686956,45180657.6932452,21065060.129102,45165035.5048469,21650255.7452693,45262775.3895825,23269555.0211447,2000,False
chipseq_20000.dot,4605965334,597412385.818772,778203269.11331,592099062.90402,711899366.15672,635706452.728279,440669871.458845,594486572.295301,576412602.010499,633020777.088326,495697167.360276,20000,False
atacseq_200.dot,11187378708,144189.539030559,131563.946078605,145447.717938357,132940.947491347,220549.957164224,175934.740973398,148391.590349433,132774.950092061,148671.056983108,135652.068092061,200,False
chipseq_15000.dot,3793245764,379266265.452451,497953861.338856,386393546.786918,466709885.722069,377315232.358833,268985658.08546,382928366.515748,350264814.39048,387584272.422391,327802668.680799,15000,False
atacseq_8000.dot,14091675276,450884102.232876,436044460.910291,450789832.191364,551045472.277613,450734679.570645,94516832.3671032,450683288.213262,196126238.778979,450228263.118657,107016065.938723,8000,False
eager_10000.dot,19132169434,223179281.297886,399281990.057618,225954324.279104,346825921.609653,216799754.32729,117484295.948553,223225418.780214,107594958.111456,218025628.186007,128549567.533369,10000,False
methylseq_8000.dot,11897958606,535777402.316164,536618332.97951,535777402.316164,536618332.97951,535777402.316032,672809387.808233,535777402.316164,536618400.228312,535777402.316164,667963845.457224,8000,False
eager_15000.dot,25705994498,531294533.449808,772624362.64103,529603068.727536,719320609.705471,518369790.111315,115456788.079871,511875358.490325,137248464.140945,513752846.38493,137779181.196133,15000,False
eager_1000.dot,19075314980,24632173.0354141,27743841.6623442,22550914.5234924,24286166.1489043,21877019.7872121,11525059.4406314,22796258.894857,9708115.00178369,21421156.4091754,9889096.70500424,1000,False
eager_30000.dot,25705994498,1050216375.48882,1560259018.51342,1048919469.09999,1435650485.23871,1004767206.09693,225470928.80395,1038412868.58603,274576680.227223,1031394315.91369,275440893.356658,30000,False
eager_10000.dot,25705994498,355758759.745873,516646113.765282,359622128.750163,478728535.521363,342610008.156109,76702758.1762193,344348015.892864,92564550.5956176,336319301.150687,91911703.0386145,10000,False
chipseq_20000.dot,3793245764,509657152.912604,666956415.36449,509578087.47005,623518114.749587,508703224.857196,359104537.691775,510342227.128953,470463041.797137,518997726.001014,375366789.578518,20000,False
atacseq,11187378708,147813.86048935,130976.742799788,151111.229185514,131864.425879197,141256.548356855,134771.720806125,149458.448587974,132187.746813244,145046.214172577,135064.864813244,100,False
chipseq,5058052541,25824.0253947096,25449.829,25824.0253947096,25180.421125,25824.0253947096,25449.829,25824.0253947096,25449.829,25824.0253947096,25449.829,100,False
chipseq_30000.dot,41366257414,4936039288.92996,5756597512.30105,4940581348.94662,5753264881.32105,4908460192.9667,2409628944.32684,4950210230.53022,2889244941.5223,4934136876.60917,2447603860.67543,30000,False
eager_8000.dot,14754556884,135477546.436777,260377910.509667,133727666.318224,216950685.264069,126596975.744141,59832518.0635308,132156057.228642,61400967.9051625,130623997.216832,62278827.6513674,8000,False
chipseq_30000.dot,32978181418,6135648573.22272,7128326987.42119,6146177788.833,7037127663.39895,6137946962.34274,3543972004.59044,6137903917.04397,6484752585.50905,6136465589.76398,3543151005.18863,30000,False
methylseq_25000.dot,110641579976,6329908844.8415,6349940268.19369,6329908844.8415,6349940268.19369,6329908844.8415,6594997480.45688,6329908844.8415,6349940457.6056,6329908844.8415,6847340985.22029,25000,False
eager_10000.dot,14754556884,170995369.636551,320689742.419885,171788572.055902,272454380.466023,161187807.438636,74475697.9110445,168781347.38928,81134147.1890572,162033339.87818,75472891.6470287,10000,False
eager_30000.dot,14754556884,516557589.193494,952717824.183665,497065044.660637,840689351.244678,492866314.498376,226267419.603585,512156348.344478,247777136.352086,515311368.802602,244861125.255031,30000,False
methylseq_8000.dot,6761426956,300489811.891319,300998602.455653,300489811.891319,300998605.065182,300489811.891319,360322226.031261,300489811.891319,300998879.960577,300489811.891319,375503838.855314,8000,False
atacseq_10000.dot,11809629756,303496223.275399,348253987.214365,303581391.890001,333807446.399434,305250012.029032,72259635.629332,305345942.47505,108329975.739212,313179391.239834,80503643.6331652,10000,False
eager_20000.dot,19132169434,455197639.297299,805090378.938127,450624303.347864,698532861.911416,436282581.777661,240450019.514126,455622710.677537,216722545.896899,446945217.403391,243262323.0344,20000,False
eager_200.dot,19075314980,2899056.3931508,2137704.59346693,3265365.60746949,1699928.00144868,3233508.81443184,2644852.27181162,962496.100188827,1831234.93653525,999862.925948982,1934053.7269705,200,False
eager_20000.dot,14754556884,347217313.472302,648799487.839488,337459272.215015,557191377.536485,323915532.028731,151650399.088318,332075411.874069,165205689.826743,331836421.108315,162493132.185357,20000,False
chipseq,4807293396,21170.3715997822,20791.0451041667,21170.3715997822,20791.0451041667,21170.3715997822,20791.0451041667,21170.3715997822,20791.0451041667,21170.3715997822,20791.0451041667,100,False
eager_15000.dot,8330435694,314826448.118255,440790668.825519,318434779.013834,342859194.92502,303825805.921486,266291401.436409,308306417.587536,343216987.239132,309112147.687503,261817576.255032,15000,False
methylseq_10000.dot,6761426956,377319061.969831,377947668.629957,377319061.969831,377947582.257618,377319064.530456,441428713.151899,377319061.969831,377947908.561776,377319074.497913,565594644.858578,10000,False
methylseq_1000.dot,22500260922,20023223.3258739,19321763.5354108,20023223.3258739,19321763.5354108,20023198.5554102,23181155.5891342,20023221.4141448,19321768.17989,20023208.0178591,24473548.3663375,1000,False
methylseq_8000.dot,22500260922,174989365.265335,176871055.311257,174989365.265335,176871086.286418,174989387.928908,212387170.289004,174989365.265335,176871092.681804,174989380.248803,212941342.772944,8000,False
methylseq_25000.dot,8885797810,1249417460.34944,1251510412.92161,1249417460.34944,1251510554.12679,1249417460.34944,1583749729.79459,1249417460.34944,1251512063.66805,1249417460.34916,1561987124.67393,25000,False
atacseq_1000.dot,2223941232,1368298.94463659,8818102.84274115,1305248.89005015,7158168.12817769,952461.610557515,1532969.51583346,859372.438232011,316545.089082348,1126520.50594707,378429.280842417,1000,False
atacseq_4000.dot,3908761308,65164718.6091058,81734543.7282199,65583265.9088789,84579916.7410274,65162484.5293833,47382589.9853667,65284007.3680867,50480474.8261796,65994617.7591949,45793140.7220296,4000,False
chipseq_10000.dot,3793245764,260038504.637542,329127203.549838,252371538.242402,309277262.091952,253468127.494965,177236808.823046,256529533.333076,230218957.352128,260102934.869038,184931031.660402,10000,False
eager_1000.dot,19132169434,22250802.3666773,28205991.2193577,22131260.5993841,24740689.8630106,21887928.8810162,10429849.9991978,21819856.3378931,9767937.34881522,21895976.2573065,9434531.0901228,1000,False
methylseq_20000.dot,17027257018,1924733119.35571,1927088656.64707,1924733119.35571,1927087775.74527,1924733147.69302,2782545300.43381,1924733119.35571,1927087887.71453,1924733135.77666,2886868523.2489,20000,False
eager_8000.dot,25705994498,285539031.884759,408773504.82505,281973355.70712,382205826.776311,275919318.795687,65222311.7513909,277807211.132498,73774837.3869226,273836306.785096,74320897.9124448,8000,False
methylseq_2000.dot,17027257018,190767212.459831,190989094.604646,190767212.459831,190989019.861278,190767240.797142,267493895.414482,190767212.459831,190989032.1226,190767228.880671,281391523.110893,2000,False
methylseq_4000.dot,6761426956,148204661.134942,148449952.310893,148204661.134942,148449952.310893,148204661.134942,200872564.865997,148204661.134942,148449952.310893,148204661.134942,185682697.72484,4000,False
chipseq_8000.dot,4807293396,259498340.669837,316979071.193438,258610180.196741,325907666.832547,257415462.284953,186030602.934763,259056565.067921,207112008.352695,261416813.882398,169862198.544595,8000,False
methylseq_20000.dot,6273818718,412998202.529064,414356923.075532,412998202.529064,414356922.150997,412998217.261185,504314617.113319,412998202.528966,414357180.710311,412998109.614322,580737781.742797,20000,False
eager_4000.dot,19100037384,89562167.0567837,156189999.104856,89837394.2082406,133914720.523499,87354578.4662875,44248230.3811879,88438426.2673487,43144256.1541766,87909492.3898919,49101459.4362055,4000,False
methylseq_20000.dot,22500260922,444271164.64082,447985016.470542,444271164.64082,447985018.129676,444271164.64082,536745719.091827,444271164.64082,447985016.428239,444271164.64082,535527369.896112,20000,False
eager_2000.dot,14754556884,34300665.6906834,52176786.9440526,34045762.4822125,44930617.7753388,33621554.569889,12820484.5923369,33497333.6981453,14069439.0977173,33339881.2318562,13292469.867394,2000,False
atacseq_20000.dot,11187378708,654781530.590926,676347909.873815,638781849.667251,667103857.634075,634831856.739926,134426838.208565,635504512.95956,206671901.860237,654294165.25414,153438671.883639,20000,False
methylseq_4000.dot,22500260922,86654268.3866938,87114402.3208171,86654268.3866938,87114402.3205394,86654268.3868052,104803365.855229,86654268.3866938,87114402.3059643,86654279.9918617,102353488.272289,4000,False
atacseq_15000.dot,2223941232,186264392.844881,191401202.52317,164659992.650449,201832974.230698,157332987.441704,75384668.6599618,164257958.126136,105070640.494115,182141667.245437,89062382.700666,15000,False
atacseq_8000.dot,2223941232,89730940.1665442,100967388.297882,84285951.4500065,105925586.81705,82568327.3044607,38856115.6675576,84920216.5407947,54771913.4209322,93238940.8237513,42268259.6165129,8000,False
chipseq_200.dot,41366257414,28202466.8844174,35666755.4209066,28205308.5777507,35675674.5377812,28829667.9519509,19750229.4209972,28205308.5777507,24462853.1863912,21029883.3019243,18672319.5373716,200,False
eager_200.dot,19132169434,2920993.24681918,2517079.42607894,2280540.2310699,1728013.71878584,3249653.22083571,3203422.00598565,976131.024213761,1844996.56960514,1014327.09707498,1948181.7528002,200,False
chipseq_25000.dot,4807293396,801245127.588058,1017301345.8985,801955636.183722,1071687780.69485,804303436.213197,592614596.889068,796696642.171968,689061093.00214,816035567.228442,541099161.842252,25000,False
atacseq_4000.dot,2223941232,38576060.3909958,48762052.5755965,38093630.6454784,48148198.3307834,38239725.048826,18033058.4054574,38109826.2485854,21450704.624644,37800161.6594943,18435171.4481625,4000,False
chipseq_10000.dot,41366257414,1637108273.17075,1848675109.99022,1636276037.90209,1846880589.99999,1637479272.63998,801393314.857267,1637756111.63887,1073625207.33138,1628460481.71818,813676724.043496,10000,False
chipseq_4000.dot,4605965334,121872367.401016,151557066.33322,120133562.845453,136503062.534048,117916446.511101,86444346.6723815,122508355.482171,110172554.239319,118003947.066084,112778529.102457,4000,False
atacseq_10000.dot,2223941232,121261124.53094,127003874.36691,107994297.627962,132948645.231001,100605601.341692,51153417.3792446,107618049.407685,69677712.0878538,112860531.228753,56020208.3610614,10000,False
chipseq_25000.dot,3793245764,641274476.275809,834351971.816473,641443524.332395,781152140.410956,649133897.87613,470287446.786052,659621730.83959,589732825.253367,646593630.120341,494448093.35989,25000,False
methylseq_25000.dot,17027257018,2406776311.4755,2409728148.73099,2406776311.4755,2409728148.73099,2406776311.4755,3616398046.27776,2406776311.4755,2409728286.74049,2406776311.4755,3606019437.99832,25000,False
eager_30000.dot,19132169434,692591985.359065,1241965727.61537,676103445.748665,1052290226.42836,656781021.473289,351787264.967455,675679488.716749,325094376.456899,672815013.183994,391549991.976362,30000,False
eager_2000.dot,8330435694,34062258.4468323,48807258.7064397,34290747.0602548,39577023.9556448,33757922.3957909,31416616.9857547,34226274.5801988,33771762.1888923,34129806.9552031,28804659.3182718,2000,False
chipseq_30000.dot,5058052541,1039564169.29702,1461918540.17645,1037185328.21335,1442868678.71977,1039611451.57088,842816717.152187,1037541850.78643,964106265.948767,1095001679.79159,770460326.916904,30000,False
methylseq_4000.dot,11897958606,266689874.390685,267106502.176789,266689874.390685,267106502.176789,266689874.390685,378972464.798403,266689874.390685,267106630.813057,266689874.390685,332779173.201571,4000,False
chipseq_4000.dot,4807293396,124535814.633067,159979481.541727,125791014.011202,157345158.259123,125017052.509147,91498685.9977231,124703763.191729,95394224.9513173,124846707.27535,83045953.9618162,4000,False
eager_200.dot,14754556884,1718135.35298095,536361.688317696,290714.243465598,233969.789142139,530994.108465719,932428.993428587,274452.43398996,974408.8720135,296633.378961192,294312.824000557,200,False
chipseq,4605965334,26921.7134022807,26539.0686458333,26921.7134022807,26539.0686458333,26921.7134022807,26539.0686458333,26921.7134022807,26539.0686458333,26921.7134022807,26539.0686458333,100,False
methylseq_15000.dot,22500260922,332074750.773408,334732341.955337,332074750.773408,334732341.976289,332074750.773408,401593033.27202,332074750.773408,334732341.923311,332074750.773408,400887166.885811,15000,False
chipseq_20000.dot,32978181418,4087455256.78257,4667937865.90255,4086201943.0352,4607918214.94668,4087789050.2381,2362999784.68928,4084305641.9088,4304123674.2156,4087616102.19186,2360170780.24228,20000,False
methylseq_2000.dot,6273818718,38217754.9867287,38268176.2609473,38217754.9867287,38268176.0077369,38217757.042,44122787.634979,38217754.9867287,38268200.0433864,38217766.4863492,44112534.9011155,2000,False
atacseq,2223941232,37532.3073074335,19154.6624385758,41794.9439290427,21309.2365635758,30877.3688245026,22981.0314324834,39843.6246522862,23228.2989391561,37924.4016585233,23228.2989391561,100,False
methylseq_1000.dot,17027257018,93665127.0461629,93767508.7677016,93665127.0461629,93767508.2344182,93665132.4186629,135497058.970969,93665127.0461629,93767526.9515935,93665143.4669026,132029305.551919,1000,False
eager_25000.dot,19100037384,576818018.298974,1007110605.08991,559246636.582237,874956835.720128,548211597.883469,291591753.382421,558908542.567003,269888320.43632,557584556.579187,323517824.767398,25000,False
chipseq_8000.dot,4605965334,245022649.973743,310348172.002563,244901396.098254,281437675.680808,238986690.615075,172216483.686569,243921510.411913,227246068.134525,247489374.219247,189802373.982929,8000,False
