,vertex,end_time_dyn,start_time_dyn,processor_dyn,duration_dyn,start_time_stat,end_time_stat,processor_stat,duration_stat
197,bismark_methXtract_00000412,491324089.885033,491316449.960033,9,7639.925000011921,620051075.685926,620081635.385926,27,30559.700000047684
198,bismark_methXtract_00000424,485890598.671027,485882958.746027,11,7639.925000011921,620051077.727144,620091823.993811,12,40746.2666670084
199,bismark_methXtract_00000436,488497221.883844,488489581.958844,11,7639.925000011921,620051072.699905,620091818.966572,15,40746.2666670084
200,bismark_methXtract_00000448,485136556.438596,485128916.513596,11,7639.925000011921,624945851.399042,624986597.665709,16,40746.2666670084
201,bismark_methXtract_00000460,487403779.746344,487396139.821344,11,7639.924999952316,624945853.023029,624986599.289695,17,40746.266666054726
202,bismark_methXtract_00000472,487403600.167781,487395960.242781,9,7639.925000011921,624966337.688125,624986710.821459,20,20373.13333404064
203,bismark_methXtract_00000484,485136376.860033,485128736.935033,9,7639.924999952316,615156480.407907,615187040.107907,25,30559.700000047684
204,bismark_methXtract_00000496,479702885.646027,479695245.721027,11,7639.925000011921,620051074.061939,620081633.761939,24,30559.700000047684
205,bismark_methXtract_00000508,482309508.858844,482301868.933844,11,7639.925000011921,507633230.973542,507663790.673542,25,30559.700000047684
206,bismark_methXtract_00000520,478948843.413596,478941203.488596,11,7639.924999952316,620051070.813967,620071443.9473,23,20373.133332967758
207,bismark_methXtract_00000532,481216066.721344,481208426.796344,11,7639.925000011921,606361961.214811,606382334.348144,22,20373.133333086967
208,bismark_methXtract_00000544,481215887.142781,481208247.217781,9,7639.925000011921,615156482.031893,615187041.731893,26,30559.699999928474
209,bismark_methXtract_00000556,478948663.835033,478941023.910033,9,7639.925000011921,615156479.786789,615187039.486789,27,30559.700000047684
210,bismark_methXtract_00000568,473515172.621027,473507532.696027,11,7639.925000011921,624945964.554792,624966337.688125,20,20373.133332967758
211,bismark_methXtract_00000580,476121795.833844,476114155.908844,11,7639.925000011921,624945661.220026,624976220.920026,29,30559.699999928474
212,bismark_methXtract_00000592,475028174.117781,475020534.192781,9,7639.925000011921,642534696.255038,642542336.180038,33,7639.924999952316
213,bismark_methXtract_00000604,475028353.696344,475020713.771344,11,7639.925000011921,624945663.319039,625006782.719039,3,61119.39999997616
214,bismark_methXtract_00000616,468840461.092781,468832821.167781,9,7639.925000011921,624976220.920026,625006780.620026,29,30559.700000047684
215,bismark_methXtract_00000628,472761130.388596,472753490.463596,11,7639.925000011921,624976222.544013,625006782.244013,25,30559.699999928474
216,bismark_methXtract_00000640,472760950.810033,472753310.885033,9,7639.925000011921,624945664.787745,625006784.187745,0,61119.39999997616
217,bismark_methXtract_00000652,469934082.808844,469926442.883844,11,7639.924999952316,624986408.263091,625006781.396424,21,20373.133333086967
218,bismark_methXtract_00000664,467327459.596027,467319819.671027,11,7639.925000011921,628853409.225603,628861049.150603,30,7639.925000071526
219,bismark_methXtract_00000676,468840640.671344,468833000.746344,11,7639.925000011921,624945663.163759,625006782.563759,4,61119.39999997616
220,bismark_methXtract_00000688,462652748.067781,462645108.142781,7,7639.924999952316,628853227.291819,628860867.216819,9,7639.925000071526
221,bismark_methXtract_00000700,462652927.646344,462645287.721344,11,7639.925000011921,628845769.85626,628853409.78126,11,7639.925000071526
222,bismark_methXtract_00000712,461139746.571027,461132106.646027,11,7639.924999952316,624945661.695052,625006781.095052,5,61119.39999997616
223,bismark_methXtract_00000724,463746369.783844,463738729.858844,11,7639.925000011921,628853227.447098,628860867.372098,8,7639.924999952316
224,bismark_methXtract_00000736,462652930.867781,462645290.942781,10,7639.925000011921,628845769.300603,628853409.225603,30,7639.924999952316
225,bismark_methXtract_00000748,462655235.820056,462647595.895056,6,7639.925000011921,628845587.522099,628853227.447098,8,7639.924998998642
226,bismark_methXtract_00000760,456465035.042781,456457395.117781,7,7639.925000011921,606362265.025088,606392824.725088,29,30559.700000047684
227,bismark_methXtract_00000772,456465214.621344,456457574.696344,11,7639.924999952316,628845587.366819,628853227.291819,9,7639.924999952316
228,bismark_methXtract_00000784,454952033.546027,454944393.621027,11,7639.925000011921,624966337.377566,624986710.5109,18,20373.13333404064
229,bismark_methXtract_00000796,457558656.758844,457551016.833844,11,7639.925000011921,606362265.28704,606403011.553707,16,40746.2666670084
230,bismark_methXtract_00000808,456465217.842781,456457577.917781,10,7639.925000011921,620051070.969246,620081630.669246,28,30559.699999928474
231,bismark_methXtract_00000820,456467522.795056,456459882.870056,6,7639.925000011921,628845587.21154,628853227.136539,10,7639.924998998642
232,bismark_methXtract_00000832,450277504.817781,450269864.892781,10,7639.924999952316,624945847.733838,624976407.433838,28,30559.700000047684
233,bismark_methXtract_00000844,451370943.733844,451363303.808844,11,7639.925000011921,624945964.399513,624966337.532846,19,20373.133332967758
234,bismark_methXtract_00000856,448764320.521027,448756680.596027,11,7639.925000011921,624945966.583099,624976526.283099,24,30559.700000047684
235,bismark_methXtract_00000868,450279809.770056,450272169.845056,6,7639.925000011921,624966337.532846,624986710.666179,19,20373.133332967758
236,bismark_methXtract_00000880,450277322.017781,450269682.092781,7,7639.925000011921,606362266.063438,606403012.330105,15,40746.26666688919
237,bismark_methXtract_00000892,450277501.596344,450269861.671344,11,7639.925000011921,606362265.131761,606403011.398428,14,40746.2666670084
238,bismark_methXtract_00000904,444089791.792781,444082151.867781,10,7639.925000011921,624945662.258376,624986408.525043,14,40746.2666670084
239,bismark_methXtract_00000916,445183230.708844,445175590.783844,11,7639.925000011921,637640105.53842,637647745.46342,34,7639.925000071526
240,bismark_methXtract_00000928,444092096.745056,444084456.820056,6,7639.924999952316,624945661.996424,624966035.129757,21,20373.133333086967
241,bismark_methXtract_00000940,444089608.992781,444081969.067781,7,7639.925000011921,624945964.244233,624966337.377566,18,20373.133332967758
242,bismark_methXtract_00000952,442576607.496027,442568967.571027,11,7639.925000011921,628845587.677378,628853227.602378,7,7639.924999952316
243,bismark_methXtract_00000964,444089788.571344,444082148.646344,11,7639.925000011921,628853227.136539,628860867.061539,10,7639.925000071526
244,bismark_methXtract_00000976,413905265.678775,413897625.753775,11,7639.925000011921,628853227.602378,628860867.527378,7,7639.924999952316
245,bismark_methXtract_00000988,420092978.703775,420085338.778775,10,7639.925000011921,624976405.809851,625006965.509851,27,30559.699999928474
246,bismark_report_00000008,525624377.358466,525623499.633466,33,877.7250000238419,651329233.515708,651330111.240708,11,877.7250000238419
247,bismark_report_00000018,524530752.420966,524529874.695966,31,877.7250000238419,647436931.672196,647437809.397196,33,877.7250000238419
248,bismark_report_00000030,524530935.220966,524530057.495966,34,877.7249999642372,637640115.244438,637642455.844438,19,2340.5999999046326
249,bismark_report_00000042,518343046.077781,518342168.352781,10,877.7250000238419,628865500.649105,628872522.449105,1,7021.800000071526
250,bismark_report_00000054,522263711.913218,522262834.188218,32,877.7250000238419,637640122.392885,637643633.292885,24,3510.899999976158
251,bismark_report_00000066,522263531.141526,522262653.416526,35,877.7249999642372,628863547.57008,628868228.77008,16,4681.199999928474
252,bismark_report_00000078,519436667.037394,519435789.312394,30,877.7249999642372,647436969.797244,647439310.397244,20,2340.600000023842
253,bismark_report_00000090,516076003.049707,516075125.324707,11,877.7250000238419,637640117.627254,637643628.527254,29,3510.899999976158
254,bismark_report_00000102,518343224.899894,518342347.174894,30,877.7250000238419,628865500.275336,628872522.075336,4,7021.799999952316
255,bismark_report_00000114,516830041.120649,516829163.395649,30,877.7249999642372,642534720.25795,642537060.85795,20,2340.600000023842
256,bismark_report_00000126,516075823.471144,516074945.746144,9,877.7250000238419,637647750.238959,637651261.138959,27,3510.9000000953674
257,bismark_report_00000138,510642332.257137,510641454.532137,11,877.7250000238419,628863543.591744,628868224.791744,15,4681.200000047684
258,bismark_report_00000150,513248955.469954,513248077.744954,11,877.7250000238419,647437829.828108,647438707.553108,6,877.7250000238419
259,bismark_report_00000162,509888290.024707,509887412.299707,11,877.7250000238419,637640124.7757,637643635.6757,26,3510.899999976158
260,bismark_report_00000174,512155513.332454,512154635.607454,11,877.7250000238419,651336855.217855,651337732.942855,32,877.7250000238419
261,bismark_report_00000186,512155333.753891,512154456.028891,9,877.7249999642372,628858862.236465,628863543.436465,14,4681.200000047684
262,bismark_report_00000198,509888110.446144,509887232.721144,9,877.7249999642372,642534701.195426,642535578.920426,30,877.7250000238419
263,bismark_report_00000210,504454619.232137,504453741.507137,11,877.7250000238419,628863543.32722,628868224.52722,12,4681.200000047684
264,bismark_report_00000222,507061242.444954,507060364.719954,11,877.7249999642372,637640112.861623,637642453.461623,18,2340.5999999046326
265,bismark_report_00000234,503700576.999707,503699699.274707,11,877.7249999642372,642534712.095075,642535589.820075,6,877.7250000238419
266,bismark_report_00000246,505967800.307454,505966922.582454,11,877.7249999642372,651329222.616058,651330100.341058,33,877.7250000238419
267,bismark_report_00000258,505967620.728891,505966743.003891,9,877.7250000238419,647436926.896658,647437804.621658,34,877.7250000238419
268,bismark_report_00000270,503700397.421144,503699519.696144,9,877.7250000238419,651329231.132892,651330108.857892,7,877.7250000238419
269,bismark_report_00000282,498266906.207137,498266028.482137,11,877.7249999642372,628865686.022801,628868026.622801,23,2340.5999999046326
270,bismark_report_00000294,500873529.419954,500872651.694954,11,877.7250000238419,628858861.971941,628863543.171941,13,4681.200000047684
271,bismark_report_00000306,499779907.703891,499779029.978891,9,877.7249999642372,647436942.571846,647437820.296846,7,877.7250000238419
272,bismark_report_00000318,499780087.282454,499779209.557454,11,877.7250000238419,647436934.055012,647437811.780012,31,877.7250000238419
273,bismark_report_00000330,493592194.678891,493591316.953891,9,877.7250000238419,642534715.492319,642537056.092319,23,2340.600000023842
274,bismark_report_00000342,497512863.974707,497511986.249707,11,877.7250000238419,628858862.391744,628863543.591744,15,4681.199999928474
275,bismark_report_00000354,497512684.396144,497511806.671144,9,877.7249999642372,628858866.37008,628863547.57008,16,4681.200000047684
276,bismark_report_00000366,494685816.394954,494684938.669954,11,877.7250000238419,642534704.946629,642535582.671629,10,877.7249999046326
277,bismark_report_00000378,491325150.949707,491324273.224707,11,877.7249999642372,637640111.847195,637640989.572195,6,877.7250000238419
278,bismark_report_00000390,493592374.257454,493591496.532454,11,877.7249999642372,647436949.720292,647437827.445292,10,877.7250000238419
279,bismark_report_00000402,492079193.182137,492078315.457137,11,877.7250000238419,628858866.634604,628863547.834604,17,4681.200000047684
280,bismark_report_00000414,491324971.371144,491324093.646144,9,877.7250000238419,647436944.954661,647437822.679661,9,877.7250000238419
281,bismark_report_00000426,485891480.157138,485890602.432137,11,877.7250009775162,628863543.171941,628868224.371941,13,4681.199999928474
282,bismark_report_00000438,488498103.369954,488497225.644954,11,877.7249999642372,651329220.233243,651330097.958243,34,877.7250000238419
283,bismark_report_00000450,485137437.924707,485136560.199707,11,877.7250000238419,642534707.329445,642535585.054445,11,877.7250000238419
284,bismark_report_00000462,487404661.232454,487403783.507454,11,877.7250000238419,651330097.958243,651330975.683243,34,877.7250000238419
285,bismark_report_00000474,487404481.653891,487403603.928891,9,877.7250000238419,628865500.53986,628872522.33986,0,7021.799999952316
286,bismark_report_00000486,485137258.346144,485136380.621144,9,877.7250000238419,637640120.010069,637643630.910069,25,3510.899999976158
287,bismark_report_00000498,479703767.132138,479702889.407138,11,877.7250000238419,637640127.158516,637643638.058516,27,3510.899999976158
288,bismark_report_00000510,482310390.344954,482309512.619954,11,877.7250000238419,642534732.172027,642538243.072027,25,3510.899999976158
289,bismark_report_00000522,478949724.899707,478948847.174707,11,877.7250000238419,642534729.789212,642538240.689212,24,3510.899999976158
290,bismark_report_00000534,481216948.207454,481216070.482454,11,877.7250000238419,628865499.855532,628872521.655532,5,7021.799999952316
291,bismark_report_00000546,481216768.628891,481215890.903891,9,877.7249999642372,628863547.834604,628868229.034604,17,4681.199999928474
292,bismark_report_00000558,478949545.321144,478948667.596144,9,877.7249999642372,637640129.541331,637643640.441331,28,3510.899999976158
293,bismark_report_00000570,473516054.107138,473515176.382138,11,877.7249999642372,628863543.436465,628868224.636465,14,4681.199999928474
294,bismark_report_00000582,476122677.319954,476121799.594954,11,877.7249999642372,647437827.445292,647438705.170292,10,877.7250000238419
295,bismark_report_00000594,475029055.603891,475028177.878891,9,877.7250000238419,642542336.180039,642544676.780039,20,2340.5999999046326
296,bismark_report_00000606,475029235.182454,475028357.457454,11,877.7249999642372,642534727.406396,642538238.306396,29,3510.899999976158
297,bismark_report_00000618,468841342.578891,468840464.853891,9,877.7249999642372,642534725.023581,642537065.623581,22,2340.600000023842
298,bismark_report_00000630,472762011.874707,472761134.149707,11,877.7249999642372,647436962.648798,647439303.248798,18,2340.600000023842
299,bismark_report_00000642,472761832.296144,472760954.571144,9,877.7250000238419,628865500.120057,628872521.920056,3,7021.799998998642
300,bismark_report_00000654,469934964.294954,469934086.569954,11,877.7250000238419,628865685.758277,628868026.358277,20,2340.5999999046326
301,bismark_report_00000666,467328341.082138,467327463.357138,11,877.7250000238419,647437817.91403,647438695.63903,8,877.7250000238419
302,bismark_report_00000678,468841522.157454,468840644.432454,11,877.7250000238419,628865498.506122,628867839.106122,22,2340.600000023842
303,bismark_report_00000690,462653629.553891,462652751.828891,7,877.7250000238419,628863356.041819,628864233.766819,9,877.7250000238419
304,bismark_report_00000702,462653809.132455,462652931.407454,11,877.7250009775162,651329224.998874,651330102.723874,31,877.7250000238419
305,bismark_report_00000714,461140628.057138,461139750.332138,11,877.7250000238419,647436967.414429,647439308.014429,19,2340.600000023842
306,bismark_report_00000726,463747251.269954,463746373.544954,11,877.7250000238419,651329238.281338,651330116.006338,8,877.7250000238419
307,bismark_report_00000738,462653812.353891,462652934.628891,10,877.7250000238419,628868224.371941,628872905.571941,13,4681.200000047684
308,bismark_report_00000750,462656117.306167,462655239.581167,6,877.7250000238419,651329240.664154,651330118.389154,10,877.7249999046326
309,bismark_report_00000762,456465916.528891,456465038.803891,7,877.7250000238419,628865500.384581,628872522.184581,2,7021.800000071526
310,bismark_report_00000774,456466096.107455,456465218.382455,11,877.7250000238419,651329235.898523,651330113.623523,9,877.7250000238419
311,bismark_report_00000786,454952915.032138,454952037.307138,11,877.7249999642372,642534722.640765,642537063.240765,21,2340.600000023842
312,bismark_report_00000798,457559538.244954,457558660.519954,11,877.7249999642372,628858862.12722,628863543.32722,12,4681.199999928474
313,bismark_report_00000810,456466099.328891,456465221.603891,10,877.7249999642372,642534713.109503,642537053.709503,18,2340.600000023842
314,bismark_report_00000822,456468404.281167,456467526.556167,6,877.7249999642372,651329227.381689,651330105.106689,30,877.7250000238419
315,bismark_report_00000834,450278386.303891,450277508.578891,10,877.7250000238419,647436940.18903,647437817.91403,8,877.7249999046326
316,bismark_report_00000846,451371825.219954,451370947.494954,11,877.7250000238419,647436947.337477,647437825.062477,11,877.7250000238419
317,bismark_report_00000858,448765202.007138,448764324.282138,11,877.7250000238419,647436936.437827,647437814.162827,30,877.7250000238419
318,bismark_report_00000870,450280691.256167,450279813.531167,6,877.7250000238419,647436952.103108,647437829.828108,6,877.7249999046326
319,bismark_report_00000882,450278203.503891,450277325.778891,7,877.7249999642372,628865502.375213,628867842.975213,21,2340.600000023842
320,bismark_report_00000894,450278383.082455,450277505.357455,11,877.7249999642372,628865498.241598,628867838.841598,19,2340.600000023842
321,bismark_report_00000906,444090673.278892,444089795.553891,10,877.7250009775162,647437822.679661,647438700.404661,9,877.7250000238419
322,bismark_report_00000918,445184112.194955,445183234.469954,11,877.7250009775162,637647745.46342,637651256.36342,26,3510.899999976158
323,bismark_report_00000930,444092978.231167,444092100.506167,6,877.7250000238419,647436965.031613,647439305.631613,21,2340.600000023842
324,bismark_report_00000942,444090490.478891,444089612.753891,7,877.7250000238419,647436972.18006,647439312.78006,22,2340.600000023842
325,bismark_report_00000954,442577488.982138,442576611.257138,11,877.7249999642372,651330100.341058,651330978.066058,33,877.7250000238419
326,bismark_report_00000966,444090670.057455,444089792.332455,11,877.7250000238419,651329243.04697,651330120.77197,6,877.7250000238419
327,bismark_report_00000978,413906147.164885,413905269.439885,11,877.7249999642372,642534717.875134,642537058.475134,19,2340.600000023842
328,bismark_report_00000990,420093860.189885,420092982.464885,10,877.7250000238419,642534709.71226,642535587.43726,9,877.7250000238419
329,bismark_summary_00000009,525623682.589391,525623499.789391,35,182.80000001192093,651329245.449651,651329976.649651,24,731.2000000476837
330,bismark_summary_00000014,524530057.651891,524529874.851891,35,182.80000001192093,647436970.25382,647437701.45382,29,731.2000000476837
331,bismark_summary_00000026,524530240.451891,524530057.651891,32,182.80000001192093,642543799.848155,642545262.248155,3,1462.3999999761581
332,bismark_summary_00000038,518342347.636769,518342164.836769,11,182.80000001192093,628873984.73986,628875447.13986,0,1462.3999999761581
333,bismark_summary_00000050,522263017.233316,522262834.433316,11,182.80000001192093,637652136.78019,637653599.18019,0,1462.3999999761581
334,bismark_summary_00000062,522262836.37245,522262653.57245,30,182.80000001192093,628868224.636465,628869199.569798,14,974.9333330392838
335,bismark_summary_00000074,519435969.964769,519435787.164769,11,182.80000001192093,647436970.564379,647437701.764379,25,731.2000000476837
336,bismark_summary_00000086,516075304.608694,516075121.808694,8,182.80000001192093,637647748.15744,637648479.35744,28,731.2000000476837
337,bismark_summary_00000098,518342527.827269,518342345.027269,9,182.80000001192093,628872905.571941,628873880.505274,13,974.9333330392838
338,bismark_summary_00000110,516829346.440747,516829163.640747,11,182.80000001192093,642542336.491243,642542823.95791,23,487.4666669368744
339,bismark_summary_00000122,516075125.030131,516074942.230131,10,182.80000001192093,637647749.269631,637649211.669631,2,1462.3999999761581
340,bismark_summary_00000134,510641633.816125,510641451.016125,10,182.79999995231628,637650674.069631,637652136.469631,2,1462.3999999761581
341,bismark_summary_00000146,513248257.028942,513248074.228942,10,182.80000001192093,647437702.074938,647438433.274938,27,731.1999999284744
342,bismark_summary_00000158,509887591.583694,509887408.783694,8,182.79999995231628,637647748.687295,637648723.620628,14,974.9333330392838
343,bismark_summary_00000170,512154814.891442,512154632.091442,8,182.80000001192093,651336855.217855,651337038.017855,35,182.80000007152557
344,bismark_summary_00000182,512154635.312878,512154452.512878,10,182.80000001192093,628875446.720056,628876909.120056,3,1462.3999999761581
345,bismark_summary_00000194,509887412.005131,509887229.205131,10,182.80000001192093,642542337.137596,642543799.537596,5,1462.3999999761581
346,bismark_summary_00000206,504453920.791125,504453737.991125,10,182.80000001192093,628874078.634604,628875053.567937,17,974.9333330392838
347,bismark_summary_00000218,507060544.003942,507060361.203942,10,182.80000001192093,637647748.532015,637648723.465349,13,974.9333339929581
348,bismark_summary_00000230,503699878.558694,503699695.758694,8,182.80000001192093,642542337.913993,642543800.313993,0,1462.3999999761581
349,bismark_summary_00000242,505967101.866442,505966919.066442,8,182.80000001192093,651336855.839619,651337038.639619,31,182.79999995231628
350,bismark_summary_00000254,505966922.287878,505966739.487878,10,182.79999995231628,647436972.025911,647437946.959244,17,974.9333330392838
351,bismark_summary_00000266,503699698.980131,503699516.180131,10,182.79999995231628,651329244.673253,651329732.13992,20,487.4666669368744
352,bismark_summary_00000278,498266207.766125,498266024.966125,10,182.80000001192093,628872128.767937,628873103.70127,17,974.9333330392838
353,bismark_summary_00000290,500872830.978942,500872648.178942,10,182.79999995231628,628871149.32722,628872124.260553,12,974.9333330392838
354,bismark_summary_00000302,499779209.262878,499779026.462878,10,182.80000001192093,647436970.719659,647437701.919659,26,731.2000000476837
355,bismark_summary_00000314,499779388.841442,499779206.041442,8,182.80000001192093,647441357.919659,647442089.119659,26,731.1999999284744
356,bismark_summary_00000326,493591496.237879,493591313.437878,10,182.80000096559525,647439164.630218,647439895.830218,28,731.1999999284744
357,bismark_summary_00000338,497512165.533694,497511982.733694,8,182.80000001192093,647438435.784645,647439898.184645,1,1462.4000000953674
358,bismark_summary_00000350,497511985.955131,497511803.155131,10,182.80000001192093,647438435.629365,647439898.029365,2,1462.3999999761581
359,bismark_summary_00000362,494685117.953942,494684935.153942,10,182.80000001192093,647438433.274938,647439164.474939,27,731.200001001358
360,bismark_summary_00000374,491324452.508694,491324269.708694,8,182.80000001192093,647438921.892578,647439896.825911,17,974.9333330392838
361,bismark_summary_00000386,493591675.816442,493591493.016442,8,182.80000001192093,647441358.074939,647442089.274939,27,731.1999999284744
362,bismark_summary_00000398,492078494.741125,492078311.941125,10,182.80000001192093,647440870.982847,647441845.91618,12,974.9333330392838
363,bismark_summary_00000410,491324272.930131,491324090.130131,10,182.80000001192093,647436972.763527,647438435.163527,5,1462.3999999761581
364,bismark_summary_00000422,485890781.716125,485890598.916125,10,182.80000001192093,642551112.158714,642552574.558714,1,1462.3999999761581
365,bismark_summary_00000434,488497404.928942,488497222.128942,10,182.80000001192093,651336856.54991,651337039.34991,9,182.80000007152557
366,bismark_summary_00000446,485136739.483694,485136556.683694,8,182.80000001192093,642543800.313993,642545262.713993,0,1462.3999999761581
367,bismark_summary_00000458,487403962.791442,487403779.991442,8,182.79999995231628,651336856.39463,651337039.19463,10,182.80000007152557
368,bismark_summary_00000470,487403783.212879,487403600.412879,10,182.80000001192093,642546724.958714,642548187.358714,1,1462.3999999761581
369,bismark_summary_00000482,485136559.905131,485136377.105131,10,182.80000001192093,642552574.713993,642554037.113993,0,1462.4000000953674
370,bismark_summary_00000494,479703068.691125,479702885.891125,10,182.79999995231628,642577435.358713,642578897.758713,1,1462.3999999761581
371,bismark_summary_00000506,482309691.903942,482309509.103942,10,182.80000001192093,647437946.182847,647438921.11618,12,974.9333329200745
372,bismark_summary_00000518,478949026.458694,478948843.658694,8,182.79999995231628,642558424.313993,642559886.713993,0,1462.3999999761581
373,bismark_summary_00000530,481216249.766442,481216066.966442,8,182.80000001192093,642564273.758713,642565736.158713,1,1462.3999999761581
374,bismark_summary_00000542,481216070.187879,481215887.387879,10,182.80000001192093,642567198.713993,642568661.113993,0,1462.4000000953674
375,bismark_summary_00000554,478948846.880131,478948664.080131,10,182.80000001192093,642571585.758713,642573048.158713,1,1462.3999999761581
376,bismark_summary_00000566,473515355.666125,473515172.866125,10,182.80000001192093,642562811.513993,642564273.913993,0,1462.3999999761581
377,bismark_summary_00000578,476121978.878942,476121796.078942,10,182.80000001192093,647437946.648685,647438921.582019,15,974.9333339929581
378,bismark_summary_00000590,475028357.162879,475028174.362879,10,182.80000001192093,642573048.313993,642574510.713993,0,1462.3999999761581
379,bismark_summary_00000602,475028536.741442,475028353.941442,8,182.80000001192093,642545262.713993,642546725.113993,0,1462.4000000953674
380,bismark_summary_00000614,468840644.137879,468840461.337879,10,182.80000001192093,642546724.492875,642548186.892875,4,1462.3999999761581
381,bismark_summary_00000626,472761313.433694,472761130.633694,8,182.80000001192093,647436973.229365,647438435.629365,2,1462.3999999761581
382,bismark_summary_00000638,472761133.855131,472760951.055131,10,182.79999995231628,647439898.339924,647441360.739924,0,1462.3999999761581
383,bismark_summary_00000650,469934265.853942,469934083.053942,10,182.79999995231628,647438435.163527,647439897.563527,5,1462.3999999761581
384,bismark_summary_00000662,467327642.641125,467327459.841125,10,182.80000001192093,647439896.049513,647440870.982847,12,974.9333339929581
385,bismark_summary_00000674,468840823.716442,468840640.916442,8,182.80000001192093,647438433.119659,647439164.319659,26,731.2000000476837
386,bismark_summary_00000686,462652931.112879,462652748.312879,9,182.79999995231628,647441357.76438,647442088.96438,25,731.2000000476837
387,bismark_summary_00000698,462653110.691442,462652927.891442,8,182.80000001192093,651337038.639619,651337221.439619,31,182.79999995231628
388,bismark_summary_00000710,461139929.616125,461139746.816125,10,182.80000001192093,647440871.138126,647441846.07146,13,974.9333339929581
389,bismark_summary_00000722,463746552.828942,463746370.028942,10,182.80000001192093,651336856.860469,651337039.660469,7,182.80000007152557
390,bismark_summary_00000734,462653114.157977,462652931.357977,9,182.80000001192093,642575972.958713,642577435.358713,1,1462.3999999761581
391,bismark_summary_00000746,462655418.865154,462655236.065154,11,182.80000001192093,651336857.015748,651337039.815748,6,182.79999995231628
392,bismark_summary_00000758,456465218.087879,456465035.287879,9,182.80000001192093,642564273.913993,642565736.313993,0,1462.3999999761581
393,bismark_summary_00000770,456465397.666442,456465214.866442,8,182.79999995231628,651337038.484339,651337221.284339,33,182.79999995231628
394,bismark_summary_00000782,454952216.591125,454952033.791125,10,182.80000001192093,642548187.203434,642549649.603434,2,1462.3999999761581
395,bismark_summary_00000794,457558839.803942,457558657.003942,10,182.80000001192093,642545262.248155,642546724.648155,3,1462.3999999761581
396,bismark_summary_00000806,456465401.132977,456465218.332977,9,182.80000001192093,642551112.313993,642552574.713993,0,1462.3999999761581
397,bismark_summary_00000818,456467705.840154,456467523.040154,11,182.80000001192093,651337039.039351,651337221.839351,11,182.80000007152557
398,bismark_summary_00000830,450277688.107977,450277505.307977,9,182.79999995231628,647438921.582019,647439896.515352,15,974.9333330392838
399,bismark_summary_00000842,451371126.778942,451370943.978942,10,182.80000001192093,647439895.519659,647440626.719659,26,731.1999999284744
400,bismark_summary_00000854,448764503.566125,448764320.766125,10,182.79999995231628,647442089.119659,647442820.319659,26,731.2000000476837
401,bismark_summary_00000866,450279992.815154,450279810.015154,11,182.80000001192093,647436971.030218,647437702.230218,28,731.2000000476837
402,bismark_summary_00000878,450277505.062879,450277322.262879,9,182.80000001192093,628869199.460553,628870174.393887,12,974.9333339929581
403,bismark_summary_00000890,450277684.641442,450277501.841442,8,182.80000001192093,637650674.22491,637652136.62491,1,1462.3999999761581
404,bismark_summary_00000902,444089975.082977,444089792.282977,9,182.80000001192093,647436971.560073,647437946.493406,14,974.9333330392838
405,bismark_summary_00000914,445183413.753942,445183230.953942,10,182.80000001192093,637649211.669631,637650674.069631,2,1462.3999999761581
406,bismark_summary_00000926,444092279.790154,444092096.990154,11,182.79999995231628,647436971.404793,647437946.338126,13,974.9333329200745
407,bismark_summary_00000938,444089792.037879,444089609.237879,9,182.80000001192093,647437701.919659,647438433.119659,26,731.1999999284744
408,bismark_summary_00000950,442576790.541125,442576607.741125,10,182.80000001192093,651329244.517974,651329731.98464,19,487.4666659832001
409,bismark_summary_00000962,444089971.616442,444089788.816442,8,182.80000001192093,651329244.983812,651329732.450479,22,487.4666670560837
410,bismark_summary_00000974,413905448.723873,413905265.923873,10,182.80000001192093,642542337.758714,642543800.158714,1,1462.4000000953674
411,bismark_summary_00000986,420093161.748873,420092978.948873,9,182.80000001192093,642542337.448155,642543799.848155,3,1462.3999999761581
412,fastqc_00000001,8751193.1,4376693.35,25,4374499.75,2916333.16666667,5832666.33333333,19,2916333.1666666605
413,fastqc_00000020,8751193.1,4376693.35,24,4374499.75,2916333.16666667,5832666.33333333,21,2916333.1666666605
414,fastqc_00000032,8751193.1,4376693.35,29,4374499.75,2916333.16666667,5832666.33333333,23,2916333.1666666605
415,fastqc_00000044,8750461.9,5834128.73333333,23,2916333.1666666707,5468124.6875,6561749.625,11,1093624.9375
416,fastqc_00000056,8750461.9,5834128.73333333,21,2916333.1666666707,5468124.6875,6561749.625,10,1093624.9375
417,fastqc_00000068,8750461.9,5834128.73333333,18,2916333.1666666707,2916333.16666667,5832666.33333333,18,2916333.1666666605
418,fastqc_00000080,8749974.43333333,5833641.26666667,20,2916333.1666666595,5468124.6875,6561749.625,7,1093624.9375
419,fastqc_00000092,8749486.96666667,5833153.8,22,2916333.1666666707,6561749.625,7655374.5625,11,1093624.9375
420,fastqc_00000104,8749486.96666667,5833153.8,19,2916333.1666666707,6561749.625,7655374.5625,10,1093624.9375
421,fastqc_00000116,8749365.1,7655740.1625,6,1093624.9375,6561749.625,7655374.5625,8,1093624.9375
422,fastqc_00000128,8749365.1,7655740.1625,9,1093624.9375,6561749.625,7655374.5625,7,1093624.9375
423,fastqc_00000140,8749365.1,7655740.1625,10,1093624.9375,4374499.75,5468124.6875,8,1093624.9375
424,fastqc_00000152,8749182.3,7655557.3625,7,1093624.937500001,0.0,4374499.75,24,4374499.75
