,vertex,end_time_dyn,start_time_dyn,processor_dyn,duration_dyn,start_time_stat,end_time_stat,processor_stat,duration_stat
140,MERGED_REP_CONSENSUS_ANNOTATE_00000038,26966720.4946612,26908698.1321612,30,58022.362500000745,40447843.7514734,40505866.1139734,32,58022.36250000447
141,MERGED_REP_CONSENSUS_ANNOTATE_00000044,22398759.3785082,22340737.0160082,32,58022.362500000745,35956111.3972448,36110837.6972448,19,154726.29999999702
142,MERGED_REP_CONSENSUS_ANNOTATE_00000083,18508358.5995334,18353632.2995334,21,154726.30000000075,35801385.0972448,35956111.3972448,19,154726.30000000447
143,MERGED_REP_CONSENSUS_ANNOTATE_00000122,19398885.9822581,19244159.6822581,20,154726.30000000075,44310134.5932398,44368156.9557398,33,58022.36250000447
144,MERGED_REP_CONSENSUS_ANNOTATE_00000161,21873673.0460669,21815650.6835669,30,58022.36249999702,40153255.4167269,40211277.7792269,30,58022.36249999702
145,MERGED_REP_CONSENSUS_COUNTS_00000017,26908698.1321612,26850675.7696612,30,58022.362500000745,30535079.3254821,30689805.6254821,18,154726.30000000075
146,MERGED_REP_CONSENSUS_COUNTS_00000048,22340737.0160082,22282714.6535082,32,58022.36249999702,27557561.9732452,27712288.2732452,19,154726.30000000075
147,MERGED_REP_CONSENSUS_COUNTS_00000087,22433922.2160983,22279195.9160983,20,154726.30000000075,27557561.9732452,27712288.2732452,20,154726.30000000075
148,MERGED_REP_CONSENSUS_COUNTS_00000126,22433697.4698536,22278971.1698536,19,154726.29999999702,33879983.2684343,34034709.5684343,18,154726.29999999702
149,MERGED_REP_CONSENSUS_COUNTS_00000165,22282714.6535082,22224692.2910082,32,58022.362500000745,33882381.1614587,33940403.5239587,34,58022.36249999702
150,MERGED_REP_CONSENSUS_DESEQ2_00000022,27082765.2196612,27024742.8571612,30,58022.36249999702,35279730.4039519,35434456.7039519,18,154726.30000000447
151,MERGED_REP_CONSENSUS_DESEQ2_00000070,22572826.4660082,22514804.1035082,32,58022.362500000745,28757766.7022148,28912493.0022148,22,154726.30000000075
152,MERGED_REP_CONSENSUS_DESEQ2_00000109,22588648.5160983,22433922.2160983,20,154726.30000000075,28757766.7022148,28989856.1522148,29,232089.44999999925
153,MERGED_REP_CONSENSUS_DESEQ2_00000148,22588423.7698536,22433697.4698536,19,154726.30000000075,35080187.9974038,35234914.2974038,20,154726.29999999702
154,MERGED_REP_CONSENSUS_DESEQ2_00000187,22514804.1035082,22456781.7410082,32,58022.362500000745,35125004.1039519,35279730.4039519,18,154726.29999999702
155,MERGED_REP_MACS2_00000020,26414696.6546871,26356674.292187,30,58022.3625000976,26396083.9490522,26454106.3115522,32,58022.362500000745
156,MERGED_REP_MACS2_00000045,17950997.8260643,17892975.4635643,32,58022.362500000745,21611232.6270334,21765958.9270335,18,154726.3000000976
157,MERGED_REP_MACS2_00000084,18044179.6995334,17889453.3995334,21,154726.30000000075,22132887.3203263,22287613.6203263,19,154726.30000000075
158,MERGED_REP_MACS2_00000123,18043954.9532886,17889228.6532886,19,154726.30000000075,32373859.1817413,32431881.5442413,33,58022.362500000745
159,MERGED_REP_MACS2_00000162,17892975.4635643,17834953.1010643,32,58022.362500000745,26396083.9490522,26454106.3115522,31,58022.362500000745
160,MERGED_REP_MACS2_ANNOTATE_00000037,26850675.7696612,26792653.4071612,30,58022.362500000745,28600871.5493367,28755597.8493367,20,154726.29999999702
161,MERGED_REP_MACS2_ANNOTATE_00000057,18183087.2760644,18125064.9135644,32,58022.362500000745,27847408.433181,28002134.733181,22,154726.30000000075
162,MERGED_REP_MACS2_ANNOTATE_00000096,18353632.2995334,18198905.9995334,21,154726.30000000075,24166414.59693,24321140.89693,23,154726.30000000075
163,MERGED_REP_MACS2_ANNOTATE_00000135,18353407.5532886,18198681.2532886,19,154726.30000000075,34925416.1212897,34983438.4837897,34,58022.36249999702
164,MERGED_REP_MACS2_ANNOTATE_00000174,18067042.5510643,18009020.1885643,32,58022.362500000745,28600871.5493367,28755597.8493367,19,154726.29999999702
165,MERGED_REP_MACS2_QC_00000021,27024742.8571612,26966720.4946612,30,58022.362500000745,29281590.7571631,29436317.0571631,22,154726.30000000075
166,MERGED_REP_MACS2_QC_00000059,22456781.7410082,22398759.3785082,32,58022.362500000745,35079103.7948226,35233830.0948226,22,154726.29999999702
167,MERGED_REP_MACS2_QC_00000098,19814440.1071511,19659713.8071511,21,154726.29999999702,29801076.9155275,30033166.3655275,29,232089.44999999925
168,MERGED_REP_MACS2_QC_00000137,19659713.8071511,19504987.5071511,21,154726.30000000075,44005304.3708938,44063326.7333938,34,58022.36250000447
169,MERGED_REP_MACS2_QC_00000176,22231204.8084598,22076478.5084598,18,154726.30000000075,29644181.8910934,29798908.1910934,21,154726.30000000075
170,MULTIQC_00000006,43513221.727341,43455199.364841,30,58022.36250000447,44310124.5857123,44368146.9482123,35,58022.36250000447
171,MULTIQC_00000065,29600603.2345293,29542580.8720293,34,58022.362500000745,40389821.3889734,40447843.7514734,32,58022.36249999702
172,MULTIQC_00000104,26529323.577665,26471301.215165,31,58022.362500000745,44306648.6119043,44364670.9744043,31,58022.36249999702
173,MULTIQC_00000143,35283045.096166,35225022.733666,31,58022.36249999702,44252112.2307398,44310134.5932398,33,58022.36249999702
174,MULTIQC_00000182,35368185.7538908,35310163.3913908,33,58022.36249999702,44312503.2238297,44370525.5863297,34,58022.36249999702
175,SORT_BAM_00000008,22148569.8210669,21873673.0460669,30,274896.77500000224,7966976.29848906,8241873.07348906,35,274896.77499999944
176,SORT_BAM_00000064,8598831.42626129,8323934.65126129,32,274896.7750000013,7966976.29848906,8241873.07348906,32,274896.77499999944
177,SORT_BAM_00000103,8540813.30723382,8265916.53223382,34,274896.77499999944,7966976.29848906,8241873.07348906,31,274896.77499999944
178,SORT_BAM_00000142,8540588.56098906,8265691.78598906,31,274896.77499999944,7966976.29848906,8241873.07348906,33,274896.77499999944
179,SORT_BAM_00000181,8482787.61811274,8207890.84311274,33,274896.77499999944,7966976.29848906,8241873.07348906,34,274896.77499999944
180,TRIMGALORE_00000002,6976178.91427032,6366064.85177032,30,610114.0625,6045661.29848906,6655775.36098906,35,610114.0625
181,TRIMGALORE_00000072,6772040.58876129,6161926.52626129,32,610114.0625,6045661.29848906,6655775.36098906,32,610114.0625
182,TRIMGALORE_00000111,6713801.05011015,6103686.98761015,34,610114.0625,6045661.29848906,6655775.36098906,31,610114.0625
183,TRIMGALORE_00000150,6713797.72348906,6103683.66098906,31,610114.0625,6045661.29848906,6655775.36098906,33,610114.0625
184,TRIMGALORE_00000189,6655775.36098906,6045661.29848906,33,610114.0625,6045661.29848906,6655775.36098906,34,610114.0625
185,get_software_versions_00000023,154726.3,0.0,21,154726.3,174067.0875,232089.45,7,58022.36250000002
186,get_software_versions_00000076,116044.725,58022.3625,9,58022.3625,0.0,232089.45,24,232089.45
187,get_software_versions_00000115,116044.725,58022.3625,35,58022.3625,0.0,232089.45,26,232089.45
188,get_software_versions_00000154,58022.3625,0.0,10,58022.3625,0.0,232089.45,25,232089.45
189,get_software_versions_00000193,58022.3625,0.0,34,58022.3625,174067.0875,232089.45,6,58022.36250000002
190,output_documentation_00000039,154726.3,0.0,18,154726.3,232089.45,290111.8125,7,58022.36249999999
191,output_documentation_00000056,116044.725,58022.3625,7,58022.3625,0.0,309452.6,16,309452.6
192,output_documentation_00000095,116044.725,58022.3625,30,58022.3625,0.0,232089.45,28,232089.45
193,output_documentation_00000134,58022.3625,0.0,8,58022.3625,232089.45,290111.8125,6,58022.36249999999
194,output_documentation_00000173,58022.3625,0.0,31,58022.3625,0.0,232089.45,27,232089.45
