,size,wf_name,inp_size,relation,ratio,algorithm
327,15000,atacseq_15000.dot,11187378708,dyn_vs_base,9.798878057118609,MeDiH-BL
328,4000,methylseq_4000.dot,8885797810,dyn_vs_base,2.193567689694533,MeDiH-BL
329,20000,methylseq_20000.dot,110641579976,dyn_vs_base,1.3719594450499897,MeDiH-BL
330,2000,chipseq_2000.dot,41366257414,dyn_vs_base,2.389237153968678,MeDiH-BL
331,15000,chipseq_15000.dot,32978181418,dyn_vs_base,3.4104237059371503,MeDiH-BL
332,8000,chipseq_8000.dot,5058052541,dyn_vs_base,17.688405308986358,MeDiH-BL
333,8000,methylseq_8000.dot,8885797810,dyn_vs_base,2.4549498749934076,MeDiH-BL
334,8000,chipseq_8000.dot,41366257414,dyn_vs_base,2.6279236361764227,MeDiH-BL
335,8000,methylseq_8000.dot,6273818718,dyn_vs_base,2.61248209209081,MeDiH-BL
336,15000,eager_15000.dot,19100037384,dyn_vs_base,3.5631420420124873,MeDiH-BL
337,30000,chipseq_30000.dot,4807293396,dyn_vs_base,11.686871296761241,MeDiH-BL
338,30000,methylseq_30000.dot,6761426956,dyn_vs_base,2.5405287677641772,MeDiH-BL
339,1000,chipseq_1000.dot,32978181418,dyn_vs_base,2.0680691531833895,MeDiH-BL
340,30000,chipseq_30000.dot,4605965334,dyn_vs_base,12.691827671644658,MeDiH-BL
341,10000,methylseq_10000.dot,6273818718,dyn_vs_base,2.421285389468101,MeDiH-BL
342,25000,methylseq_25000.dot,6761426956,dyn_vs_base,2.5539169913692295,MeDiH-BL
343,10000,chipseq_10000.dot,4605965334,dyn_vs_base,15.283685882406305,MeDiH-BL
344,100,methylseq,22500260922,dyn_vs_base,0.9999999999128703,MeDiH-BL
345,100,methylseq,110641579976,dyn_vs_base,0.9999999999999801,MeDiH-BL
346,25000,eager_25000.dot,8330435694,dyn_vs_base,4.7851869025288725,MeDiH-BL
347,20000,chipseq_20000.dot,41366257414,dyn_vs_base,2.750831234323572,MeDiH-BL
348,20000,chipseq_20000.dot,5058052541,dyn_vs_base,13.738888383919328,MeDiH-BL
349,8000,chipseq_8000.dot,32978181418,dyn_vs_base,3.3353456098318253,MeDiH-BL
350,25000,atacseq_25000.dot,11187378708,dyn_vs_base,8.505546541501928,MeDiH-BL
351,25000,atacseq_25000.dot,3908761308,dyn_vs_base,16.18176807410002,MeDiH-BL
352,4000,chipseq_4000.dot,5058052541,dyn_vs_base,16.749193159931334,MeDiH-BL
353,15000,eager_15000.dot,14754556884,dyn_vs_base,3.572439022171978,MeDiH-BL
354,15000,chipseq_15000.dot,4807293396,dyn_vs_base,15.051052489033642,MeDiH-BL
355,4000,eager_4000.dot,25705994498,dyn_vs_base,2.0370386621279457,MeDiH-BL
356,8000,eager_8000.dot,19100037384,dyn_vs_base,3.2037727487805663,MeDiH-BL
357,4000,methylseq_4000.dot,110641579976,dyn_vs_base,1.3233787295137094,MeDiH-BL
358,200,atacseq_200.dot,14091675276,dyn_vs_base,0.38473083981690676,MeDiH-BL
359,25000,chipseq_25000.dot,32978181418,dyn_vs_base,3.6301473419527777,MeDiH-BL
360,10000,eager_10000.dot,19100037384,dyn_vs_base,3.4823800984490667,MeDiH-BL
361,30000,methylseq_30000.dot,11897958606,dyn_vs_base,2.4834910712054517,MeDiH-BL
362,30000,eager_30000.dot,19075314980,dyn_vs_base,3.768619568794034,MeDiH-BL
363,25000,methylseq_25000.dot,11897958606,dyn_vs_base,2.4052584634016356,MeDiH-BL
364,15000,eager_15000.dot,19132169434,dyn_vs_base,3.7779750339324836,MeDiH-BL
365,30000,methylseq_30000.dot,22500260922,dyn_vs_base,2.2502856900736505,MeDiH-BL
366,2000,atacseq_2000.dot,11187378708,dyn_vs_base,7.462020045897505,MeDiH-BL
367,10000,methylseq_10000.dot,11897958606,dyn_vs_base,2.433048715941771,MeDiH-BL
368,25000,chipseq_25000.dot,4605965334,dyn_vs_base,13.235275771120046,MeDiH-BL
369,30000,methylseq_30000.dot,6273818718,dyn_vs_base,2.489500928444442,MeDiH-BL
370,30000,eager_30000.dot,8330435694,dyn_vs_base,4.6823207240320945,MeDiH-BL
371,200,chipseq_200.dot,4605965334,dyn_vs_base,5.723015322575022,MeDiH-BL
372,15000,methylseq_15000.dot,6273818718,dyn_vs_base,2.658594020510263,MeDiH-BL
373,2000,methylseq_2000.dot,11897958606,dyn_vs_base,1.7205193243030448,MeDiH-BL
374,200,atacseq_200.dot,3908761308,dyn_vs_base,0.39301811704179496,MeDiH-BL
375,8000,eager_8000.dot,8330435694,dyn_vs_base,4.083743225140952,MeDiH-BL
376,200,atacseq_200.dot,2223941232,dyn_vs_base,0.4478292338408948,MeDiH-BL
377,2000,chipseq_2000.dot,4807293396,dyn_vs_base,17.602325429285937,MeDiH-BL
378,20000,eager_20000.dot,19100037384,dyn_vs_base,3.5738652920822886,MeDiH-BL
379,10000,eager_10000.dot,19075314980,dyn_vs_base,3.536197344278659,MeDiH-BL
380,25000,methylseq_25000.dot,6273818718,dyn_vs_base,2.675509577572797,MeDiH-BL
381,10000,eager_10000.dot,8330435694,dyn_vs_base,4.1254434747742765,MeDiH-BL
382,200,methylseq_200.dot,8885797810,dyn_vs_base,0.999749363279914,MeDiH-BL
383,100,chipseq,32978181418,dyn_vs_base,0.9823125501895196,MeDiH-BL
384,2000,methylseq_2000.dot,6761426956,dyn_vs_base,1.7468740275673158,MeDiH-BL
385,20000,atacseq_20000.dot,3908761308,dyn_vs_base,15.987164057089583,MeDiH-BL
386,1000,atacseq_1000.dot,11187378708,dyn_vs_base,6.144087755705849,MeDiH-BL
387,10000,chipseq_10000.dot,32978181418,dyn_vs_base,3.3230902509754636,MeDiH-BL
388,2000,methylseq_2000.dot,110641579976,dyn_vs_base,1.2380642362514893,MeDiH-BL
389,8000,chipseq_8000.dot,3793245764,dyn_vs_base,16.277095527740865,MeDiH-BL
390,25000,eager_25000.dot,19132169434,dyn_vs_base,3.536066335335428,MeDiH-BL
391,4000,eager_4000.dot,19132169434,dyn_vs_base,3.262459572818413,MeDiH-BL
392,1000,chipseq_1000.dot,4807293396,dyn_vs_base,14.361585900639826,MeDiH-BL
393,15000,eager_15000.dot,19075314980,dyn_vs_base,3.72045716645695,MeDiH-BL
394,200,methylseq_200.dot,6761426956,dyn_vs_base,0.9995815833913281,MeDiH-BL
395,100,methylseq,17027257018,dyn_vs_base,0.9999999998290859,MeDiH-BL
396,1000,eager_1000.dot,8330435694,dyn_vs_base,2.692690150248825,MeDiH-BL
397,4000,chipseq_4000.dot,3793245764,dyn_vs_base,14.640051637068815,MeDiH-BL
398,200,methylseq_200.dot,11897958606,dyn_vs_base,0.9997092458761566,MeDiH-BL
399,1000,atacseq_1000.dot,3908761308,dyn_vs_base,9.482154790748313,MeDiH-BL
400,1000,chipseq_1000.dot,3793245764,dyn_vs_base,13.858614010205821,MeDiH-BL
401,2000,atacseq_2000.dot,11809629756,dyn_vs_base,9.726858842128927,MeDiH-BL
402,4000,eager_4000.dot,8330435694,dyn_vs_base,4.041383682447098,MeDiH-BL
403,200,methylseq_200.dot,22500260922,dyn_vs_base,0.9668800095821746,MeDiH-BL
404,4000,eager_4000.dot,14754556884,dyn_vs_base,3.1360765699977815,MeDiH-BL
405,100,methylseq,6761426956,dyn_vs_base,0.9999999995786327,MeDiH-BL
406,200,eager_200.dot,19100037384,dyn_vs_base,0.42945422517683585,MeDiH-BL
407,20000,methylseq_20000.dot,8885797810,dyn_vs_base,2.485750306873049,MeDiH-BL
408,25000,atacseq_25000.dot,2223941232,dyn_vs_base,18.149111449192677,MeDiH-BL
409,20000,eager_20000.dot,25705994498,dyn_vs_base,2.86636013869015,MeDiH-BL
410,25000,eager_25000.dot,19075314980,dyn_vs_base,3.623562794863099,MeDiH-BL
411,15000,chipseq_15000.dot,5058052541,dyn_vs_base,14.422082294385572,MeDiH-BL
412,1000,chipseq_1000.dot,5058052541,dyn_vs_base,15.224677458127424,MeDiH-BL
413,15000,atacseq_15000.dot,11809629756,dyn_vs_base,9.659725844705656,MeDiH-BL
414,2000,methylseq_2000.dot,8885797810,dyn_vs_base,1.6910506943203527,MeDiH-BL
415,100,chipseq,41366257414,dyn_vs_base,0.9947386508983527,MeDiH-BL
416,15000,methylseq_15000.dot,8885797810,dyn_vs_base,2.5026898681233276,MeDiH-BL
417,30000,methylseq_30000.dot,17027257018,dyn_vs_base,2.168478532764511,MeDiH-BL
418,2000,eager_2000.dot,19075314980,dyn_vs_base,3.043284177256653,MeDiH-BL
419,2000,eager_2000.dot,19132169434,dyn_vs_base,2.525192939927325,MeDiH-BL
420,20000,chipseq_20000.dot,4605965334,dyn_vs_base,13.053599350026825,MeDiH-BL
421,200,atacseq_200.dot,11187378708,dyn_vs_base,0.29546578263976364,MeDiH-BL
422,15000,chipseq_15000.dot,3793245764,dyn_vs_base,16.658468454905005,MeDiH-BL
423,8000,atacseq_8000.dot,14091675276,dyn_vs_base,7.107066131681867,MeDiH-BL
424,10000,eager_10000.dot,19132169434,dyn_vs_base,3.4909427564433133,MeDiH-BL
425,8000,methylseq_8000.dot,11897958606,dyn_vs_base,2.114903452110846,MeDiH-BL
426,15000,eager_15000.dot,25705994498,dyn_vs_base,3.0931346855228576,MeDiH-BL
427,1000,eager_1000.dot,19075314980,dyn_vs_base,2.3905229620508783,MeDiH-BL
428,30000,eager_30000.dot,25705994498,dyn_vs_base,3.168797877976863,MeDiH-BL
429,10000,eager_10000.dot,25705994498,dyn_vs_base,2.66363445469774,MeDiH-BL
430,20000,chipseq_20000.dot,3793245764,dyn_vs_base,15.481413554438234,MeDiH-BL
431,100,chipseq,5058052541,dyn_vs_base,0.9501620309454146,MeDiH-BL
432,30000,chipseq_30000.dot,41366257414,dyn_vs_base,2.796959602065924,MeDiH-BL
433,8000,eager_8000.dot,14754556884,dyn_vs_base,3.7616007499484843,MeDiH-BL
434,30000,chipseq_30000.dot,32978181418,dyn_vs_base,3.633272888128225,MeDiH-BL
435,25000,methylseq_25000.dot,110641579976,dyn_vs_base,1.4251618205028451,MeDiH-BL
436,10000,eager_10000.dot,14754556884,dyn_vs_base,3.7173714286789163,MeDiH-BL
437,30000,eager_30000.dot,14754556884,dyn_vs_base,3.9006549684101453,MeDiH-BL
438,8000,methylseq_8000.dot,6761426956,dyn_vs_base,2.5257595545822684,MeDiH-BL
439,10000,atacseq_10000.dot,11809629756,dyn_vs_base,10.141197222218985,MeDiH-BL
440,20000,eager_20000.dot,19132169434,dyn_vs_base,3.4096717851250293,MeDiH-BL
441,200,eager_200.dot,19075314980,dyn_vs_base,0.4337396567773374,MeDiH-BL
442,20000,eager_20000.dot,14754556884,dyn_vs_base,3.7720245441141484,MeDiH-BL
443,100,chipseq,4807293396,dyn_vs_base,0.953244121937962,MeDiH-BL
444,15000,eager_15000.dot,8330435694,dyn_vs_base,4.273967441334973,MeDiH-BL
445,10000,methylseq_10000.dot,6761426956,dyn_vs_base,2.39040911461745,MeDiH-BL
446,1000,methylseq_1000.dot,22500260922,dyn_vs_base,2.0493088690774024,MeDiH-BL
447,8000,methylseq_8000.dot,22500260922,dyn_vs_base,2.1962546436323485,MeDiH-BL
448,25000,methylseq_25000.dot,8885797810,dyn_vs_base,2.3843001040971887,MeDiH-BL
449,1000,atacseq_1000.dot,2223941232,dyn_vs_base,7.723439186058531,MeDiH-BL
450,4000,atacseq_4000.dot,3908761308,dyn_vs_base,14.38052306722113,MeDiH-BL
451,10000,chipseq_10000.dot,3793245764,dyn_vs_base,16.955293335670518,MeDiH-BL
452,1000,eager_1000.dot,19132169434,dyn_vs_base,2.0461974832751983,MeDiH-BL
453,20000,methylseq_20000.dot,17027257018,dyn_vs_base,2.0852297310544587,MeDiH-BL
454,8000,eager_8000.dot,25705994498,dyn_vs_base,2.7644126360528976,MeDiH-BL
455,2000,methylseq_2000.dot,17027257018,dyn_vs_base,2.0355514453699386,MeDiH-BL
456,4000,methylseq_4000.dot,6761426956,dyn_vs_base,2.7523126667677658,MeDiH-BL
457,8000,chipseq_8000.dot,4807293396,dyn_vs_base,19.307421478803782,MeDiH-BL
458,20000,methylseq_20000.dot,6273818718,dyn_vs_base,2.6807630028579372,MeDiH-BL
459,4000,eager_4000.dot,19100037384,dyn_vs_base,3.019697507514448,MeDiH-BL
460,20000,methylseq_20000.dot,22500260922,dyn_vs_base,2.2771958469993065,MeDiH-BL
461,2000,eager_2000.dot,14754556884,dyn_vs_base,2.3857393181871833,MeDiH-BL
462,20000,atacseq_20000.dot,11187378708,dyn_vs_base,8.970856283634554,MeDiH-BL
463,4000,methylseq_4000.dot,22500260922,dyn_vs_base,1.9455290142659971,MeDiH-BL
464,15000,atacseq_15000.dot,2223941232,dyn_vs_base,16.704328173979096,MeDiH-BL
465,8000,atacseq_8000.dot,2223941232,dyn_vs_base,17.955601506470675,MeDiH-BL
466,200,chipseq_200.dot,41366257414,dyn_vs_base,0.9890301504152659,MeDiH-BL
467,200,eager_200.dot,19132169434,dyn_vs_base,0.43275966012942735,MeDiH-BL
468,25000,chipseq_25000.dot,4807293396,dyn_vs_base,14.615644141176764,MeDiH-BL
469,4000,atacseq_4000.dot,2223941232,dyn_vs_base,17.669674984824514,MeDiH-BL
470,10000,chipseq_10000.dot,41366257414,dyn_vs_base,2.677066840499502,MeDiH-BL
471,4000,chipseq_4000.dot,4605965334,dyn_vs_base,15.49662042759557,MeDiH-BL
472,10000,atacseq_10000.dot,2223941232,dyn_vs_base,16.405036511324752,MeDiH-BL
473,25000,chipseq_25000.dot,3793245764,dyn_vs_base,13.243749739196153,MeDiH-BL
474,25000,methylseq_25000.dot,17027257018,dyn_vs_base,2.2619034021302418,MeDiH-BL
475,30000,eager_30000.dot,19132169434,dyn_vs_base,3.67077934223936,MeDiH-BL
476,2000,eager_2000.dot,8330435694,dyn_vs_base,3.401778188223995,MeDiH-BL
477,30000,chipseq_30000.dot,5058052541,dyn_vs_base,11.968135927337558,MeDiH-BL
478,4000,methylseq_4000.dot,11897958606,dyn_vs_base,2.0640637368431123,MeDiH-BL
479,4000,chipseq_4000.dot,4807293396,dyn_vs_base,18.288689185029398,MeDiH-BL
480,200,eager_200.dot,14754556884,dyn_vs_base,0.5564385022268894,MeDiH-BL
481,15000,methylseq_15000.dot,22500260922,dyn_vs_base,2.185170966521846,MeDiH-BL
482,20000,chipseq_20000.dot,32978181418,dyn_vs_base,3.485086615213673,MeDiH-BL
483,2000,methylseq_2000.dot,6273818718,dyn_vs_base,1.8709455235636636,MeDiH-BL
484,1000,methylseq_1000.dot,17027257018,dyn_vs_base,1.689164400296924,MeDiH-BL
485,25000,eager_25000.dot,19100037384,dyn_vs_base,3.5737569416582793,MeDiH-BL
486,8000,chipseq_8000.dot,4605965334,dyn_vs_base,16.33571891528974,MeDiH-BL
487,2000,atacseq_2000.dot,2223941232,dyn_vs_base,12.338209444319272,MeDiH-BL
488,200,methylseq_200.dot,6273818718,dyn_vs_base,0.9997217104883377,MeDiH-BL
489,8000,atacseq_8000.dot,11187378708,dyn_vs_base,9.989250508265528,MeDiH-BL
490,100,methylseq,8885797810,dyn_vs_base,0.999999999782158,MeDiH-BL
491,10000,methylseq_10000.dot,22500260922,dyn_vs_base,2.137666341818556,MeDiH-BL
492,1000,methylseq_1000.dot,6761426956,dyn_vs_base,1.259024505223002,MeDiH-BL
493,2000,chipseq_2000.dot,3793245764,dyn_vs_base,16.891807905435215,MeDiH-BL
494,25000,methylseq_25000.dot,22500260922,dyn_vs_base,2.199845712128606,MeDiH-BL
495,30000,chipseq_30000.dot,3793245764,dyn_vs_base,13.913608628251055,MeDiH-BL
496,1000,methylseq_1000.dot,8885797810,dyn_vs_base,1.4795001822576592,MeDiH-BL
497,10000,methylseq_10000.dot,17027257018,dyn_vs_base,2.037478318895356,MeDiH-BL
498,200,eager_200.dot,8330435694,dyn_vs_base,0.4122372684307333,MeDiH-BL
499,10000,chipseq_10000.dot,4807293396,dyn_vs_base,16.305183362848215,MeDiH-BL
500,30000,atacseq_30000.dot,14091675276,stat_vs_base,5.202210061782386,MeDiH-BL
501,15000,chipseq_15000.dot,41366257414,stat_vs_base,1.180069300860482,MeDiH-BL
502,15000,methylseq_15000.dot,6761426956,stat_vs_base,0.657512285557876,MeDiH-BL
503,15000,atacseq_15000.dot,3908761308,stat_vs_base,18.91426584446697,MeDiH-BL
504,1000,eager_1000.dot,25705994498,stat_vs_base,2.352241404425014,MeDiH-BL
505,20000,eager_20000.dot,8330435694,stat_vs_base,4.450394671293056,MeDiH-BL
506,25000,eager_25000.dot,14754556884,stat_vs_base,2.137814141882532,MeDiH-BL
507,1000,methylseq_1000.dot,110641579976,stat_vs_base,0.24409359566436908,MeDiH-BL
508,200,chipseq_200.dot,5058052541,stat_vs_base,9.312028488150261,MeDiH-BL
509,30000,atacseq_30000.dot,11809629756,stat_vs_base,7.493332784620048,MeDiH-BL
510,1000,methylseq_1000.dot,6273818718,stat_vs_base,1.0,MeDiH-BL
511,4000,chipseq_4000.dot,41366257414,stat_vs_base,1.2363519302721395,MeDiH-BL
512,2000,atacseq_2000.dot,14091675276,stat_vs_base,9.243268267785883,MeDiH-BL
513,1000,atacseq_1000.dot,11809629756,stat_vs_base,8.056386725765678,MeDiH-BL
514,200,methylseq_200.dot,17027257018,stat_vs_base,1.0,MeDiH-BL
515,30000,methylseq_30000.dot,110641579976,stat_vs_base,0.2692070439554788,MeDiH-BL
516,8000,methylseq_8000.dot,110641579976,stat_vs_base,0.2683529958177096,MeDiH-BL
517,20000,methylseq_20000.dot,6761426956,stat_vs_base,0.5992567879222875,MeDiH-BL
518,8000,atacseq_8000.dot,3908761308,stat_vs_base,17.824836001749656,MeDiH-BL
519,8000,methylseq_8000.dot,17027257018,stat_vs_base,0.5173284472556287,MeDiH-BL
520,10000,atacseq_10000.dot,14091675276,stat_vs_base,6.6104344459321585,MeDiH-BL
521,20000,atacseq_20000.dot,11809629756,stat_vs_base,8.378646920463805,MeDiH-BL
522,30000,atacseq_30000.dot,3908761308,stat_vs_base,17.796540792690397,MeDiH-BL
523,2000,eager_2000.dot,25705994498,stat_vs_base,1.5285640188324736,MeDiH-BL
524,1000,eager_1000.dot,14754556884,stat_vs_base,4.837471319128207,MeDiH-BL
525,30000,atacseq_30000.dot,11187378708,stat_vs_base,7.616460043003217,MeDiH-BL
526,10000,methylseq_10000.dot,8885797810,stat_vs_base,0.6590829395920114,MeDiH-BL
527,4000,atacseq_4000.dot,11809629756,stat_vs_base,10.174322822832956,MeDiH-BL
528,1000,atacseq_1000.dot,14091675276,stat_vs_base,5.496122911107596,MeDiH-BL
529,4000,methylseq_4000.dot,6273818718,stat_vs_base,1.5282716031250834,MeDiH-BL
530,1000,chipseq_1000.dot,4605965334,stat_vs_base,16.72319933857866,MeDiH-BL
531,200,atacseq_200.dot,11809629756,stat_vs_base,1.0,MeDiH-BL
532,8000,eager_8000.dot,19075314980,stat_vs_base,3.8027011630407035,MeDiH-BL
533,10000,methylseq_10000.dot,110641579976,stat_vs_base,0.2809084041724158,MeDiH-BL
534,2000,methylseq_2000.dot,22500260922,stat_vs_base,0.5577449775837414,MeDiH-BL
535,200,chipseq_200.dot,32978181418,stat_vs_base,0.8998646469553013,MeDiH-BL
536,2000,chipseq_2000.dot,4605965334,stat_vs_base,18.619924990554228,MeDiH-BL
537,30000,methylseq_30000.dot,8885797810,stat_vs_base,0.5589348395489342,MeDiH-BL
538,20000,eager_20000.dot,19075314980,stat_vs_base,2.693931321860977,MeDiH-BL
539,8000,atacseq_8000.dot,11809629756,stat_vs_base,10.24869168012636,MeDiH-BL
540,30000,eager_30000.dot,19100037384,stat_vs_base,2.2203593899077076,MeDiH-BL
541,200,chipseq_200.dot,4807293396,stat_vs_base,10.259098326173854,MeDiH-BL
542,200,chipseq_200.dot,3793245764,stat_vs_base,10.051255061347083,MeDiH-BL
543,8000,eager_8000.dot,19132169434,stat_vs_base,3.567008559221142,MeDiH-BL
544,10000,atacseq_10000.dot,11187378708,stat_vs_base,9.800842380481887,MeDiH-BL
545,20000,chipseq_20000.dot,4807293396,stat_vs_base,14.477501187954633,MeDiH-BL
546,10000,chipseq_10000.dot,5058052541,stat_vs_base,16.387547651049225,MeDiH-BL
547,4000,atacseq_4000.dot,11187378708,stat_vs_base,10.639438319893756,MeDiH-BL
548,4000,chipseq_4000.dot,32978181418,stat_vs_base,1.6712083745211022,MeDiH-BL
549,4000,eager_4000.dot,19075314980,stat_vs_base,3.4851654152672946,MeDiH-BL
550,4000,methylseq_4000.dot,17027257018,stat_vs_base,0.49441890142786354,MeDiH-BL
551,1000,chipseq_1000.dot,41366257414,stat_vs_base,1.5153923409725,MeDiH-BL
552,10000,atacseq_10000.dot,3908761308,stat_vs_base,17.99075828201432,MeDiH-BL
553,1000,eager_1000.dot,19100037384,stat_vs_base,3.1085103667390364,MeDiH-BL
554,25000,eager_25000.dot,25705994498,stat_vs_base,1.5261737426579671,MeDiH-BL
555,25000,chipseq_25000.dot,41366257414,stat_vs_base,1.1663923116346715,MeDiH-BL
556,15000,methylseq_15000.dot,11897958606,stat_vs_base,0.5130062490722517,MeDiH-BL
557,30000,atacseq_30000.dot,2223941232,stat_vs_base,22.269811129103818,MeDiH-BL
558,1000,methylseq_1000.dot,11897958606,stat_vs_base,1.3618209285235892,MeDiH-BL
559,2000,atacseq_2000.dot,3908761308,stat_vs_base,20.988522857598213,MeDiH-BL
560,100,methylseq,11897958606,stat_vs_base,1.0,MeDiH-BL
561,25000,chipseq_25000.dot,5058052541,stat_vs_base,12.481906844138827,MeDiH-BL
562,15000,methylseq_15000.dot,110641579976,stat_vs_base,0.26178456601864375,MeDiH-BL
563,15000,methylseq_15000.dot,17027257018,stat_vs_base,0.462735062207196,MeDiH-BL
564,2000,chipseq_2000.dot,32978181418,stat_vs_base,1.598501586918583,MeDiH-BL
565,2000,eager_2000.dot,19100037384,stat_vs_base,2.6809390733100504,MeDiH-BL
566,20000,atacseq_20000.dot,14091675276,stat_vs_base,5.41061990297554,MeDiH-BL
567,20000,atacseq_20000.dot,2223941232,stat_vs_base,20.638355084004342,MeDiH-BL
568,2000,chipseq_2000.dot,5058052541,stat_vs_base,21.733198934905584,MeDiH-BL
569,20000,methylseq_20000.dot,11897958606,stat_vs_base,0.5305986248373724,MeDiH-BL
570,25000,atacseq_25000.dot,14091675276,stat_vs_base,5.4207317589133694,MeDiH-BL
571,4000,atacseq_4000.dot,14091675276,stat_vs_base,7.606268075610618,MeDiH-BL
572,200,eager_200.dot,25705994498,stat_vs_base,1.0,MeDiH-BL
573,15000,chipseq_15000.dot,4605965334,stat_vs_base,15.554518842133286,MeDiH-BL
574,15000,atacseq_15000.dot,14091675276,stat_vs_base,5.757135548016777,MeDiH-BL
575,200,methylseq_200.dot,110641579976,stat_vs_base,0.24533734060713042,MeDiH-BL
576,100,methylseq,6273818718,stat_vs_base,1.0,MeDiH-BL
577,15000,atacseq_15000.dot,11187378708,stat_vs_base,8.843485027893465,MeDiH-BL
578,4000,methylseq_4000.dot,8885797810,stat_vs_base,0.8033053307044378,MeDiH-BL
579,20000,methylseq_20000.dot,110641579976,stat_vs_base,0.26990574424569563,MeDiH-BL
580,2000,chipseq_2000.dot,41366257414,stat_vs_base,1.250478558469469,MeDiH-BL
581,15000,chipseq_15000.dot,32978181418,stat_vs_base,1.8133676763883237,MeDiH-BL
582,8000,chipseq_8000.dot,5058052541,stat_vs_base,15.966309480015198,MeDiH-BL
583,8000,methylseq_8000.dot,8885797810,stat_vs_base,0.6379717701463875,MeDiH-BL
584,8000,chipseq_8000.dot,41366257414,stat_vs_base,1.1920561222109156,MeDiH-BL
585,8000,methylseq_8000.dot,6273818718,stat_vs_base,0.834697693239254,MeDiH-BL
586,15000,eager_15000.dot,19100037384,stat_vs_base,3.034997397739999,MeDiH-BL
587,30000,chipseq_30000.dot,4807293396,stat_vs_base,12.990832084490533,MeDiH-BL
588,30000,methylseq_30000.dot,6761426956,stat_vs_base,0.6136790409054885,MeDiH-BL
589,1000,chipseq_1000.dot,32978181418,stat_vs_base,1.5951199984288633,MeDiH-BL
590,30000,chipseq_30000.dot,4605965334,stat_vs_base,12.968720059212727,MeDiH-BL
591,10000,methylseq_10000.dot,6273818718,stat_vs_base,0.69526767628443,MeDiH-BL
592,25000,methylseq_25000.dot,6761426956,stat_vs_base,0.6205467747344254,MeDiH-BL
593,10000,chipseq_10000.dot,4605965334,stat_vs_base,15.530475129717567,MeDiH-BL
594,100,methylseq,22500260922,stat_vs_base,1.0,MeDiH-BL
595,100,methylseq,110641579976,stat_vs_base,1.0,MeDiH-BL
596,25000,eager_25000.dot,8330435694,stat_vs_base,4.290548346914865,MeDiH-BL
597,20000,chipseq_20000.dot,41366257414,stat_vs_base,1.163579728558464,MeDiH-BL
598,20000,chipseq_20000.dot,5058052541,stat_vs_base,13.4896409899411,MeDiH-BL
599,8000,chipseq_8000.dot,32978181418,stat_vs_base,1.7457475260876631,MeDiH-BL
600,25000,atacseq_25000.dot,11187378708,stat_vs_base,7.819396680522177,MeDiH-BL
601,25000,atacseq_25000.dot,3908761308,stat_vs_base,18.510697386984813,MeDiH-BL
602,4000,chipseq_4000.dot,5058052541,stat_vs_base,16.952012784466273,MeDiH-BL
603,15000,eager_15000.dot,14754556884,stat_vs_base,2.613693474474072,MeDiH-BL
604,15000,chipseq_15000.dot,4807293396,stat_vs_base,15.505062153839713,MeDiH-BL
605,4000,eager_4000.dot,25705994498,stat_vs_base,2.4730307708862167,MeDiH-BL
606,8000,eager_8000.dot,19100037384,stat_vs_base,3.4842848895707696,MeDiH-BL
607,4000,methylseq_4000.dot,110641579976,stat_vs_base,0.2731771945575893,MeDiH-BL
608,200,atacseq_200.dot,14091675276,stat_vs_base,1.0,MeDiH-BL
609,25000,chipseq_25000.dot,32978181418,stat_vs_base,1.8437701084708291,MeDiH-BL
610,10000,eager_10000.dot,19100037384,stat_vs_base,3.283263531504443,MeDiH-BL
611,30000,methylseq_30000.dot,11897958606,stat_vs_base,0.5478713751048004,MeDiH-BL
612,30000,eager_30000.dot,19075314980,stat_vs_base,2.3019400687591838,MeDiH-BL
613,25000,methylseq_25000.dot,11897958606,stat_vs_base,0.5421440169658056,MeDiH-BL
614,15000,eager_15000.dot,19132169434,stat_vs_base,2.9462199900297596,MeDiH-BL
615,30000,methylseq_30000.dot,22500260922,stat_vs_base,0.45663779386568804,MeDiH-BL
616,2000,atacseq_2000.dot,11187378708,stat_vs_base,12.351550390180329,MeDiH-BL
617,10000,methylseq_10000.dot,11897958606,stat_vs_base,0.5875805170516696,MeDiH-BL
618,25000,chipseq_25000.dot,4605965334,stat_vs_base,13.292134200686576,MeDiH-BL
619,30000,methylseq_30000.dot,6273818718,stat_vs_base,0.5999869725375055,MeDiH-BL
620,30000,eager_30000.dot,8330435694,stat_vs_base,4.011447726230272,MeDiH-BL
621,200,chipseq_200.dot,4605965334,stat_vs_base,10.022958293935528,MeDiH-BL
622,15000,methylseq_15000.dot,6273818718,stat_vs_base,0.6949304070140847,MeDiH-BL
623,2000,methylseq_2000.dot,11897958606,stat_vs_base,1.134246057050325,MeDiH-BL
624,200,atacseq_200.dot,3908761308,stat_vs_base,1.0,MeDiH-BL
625,8000,eager_8000.dot,8330435694,stat_vs_base,4.503114420465741,MeDiH-BL
626,200,atacseq_200.dot,2223941232,stat_vs_base,1.0160830992341643,MeDiH-BL
627,2000,chipseq_2000.dot,4807293396,stat_vs_base,20.763151664808163,MeDiH-BL
628,20000,eager_20000.dot,19100037384,stat_vs_base,2.426979723946933,MeDiH-BL
629,10000,eager_10000.dot,19075314980,stat_vs_base,3.61023966882295,MeDiH-BL
630,25000,methylseq_25000.dot,6273818718,stat_vs_base,0.6583168505894742,MeDiH-BL
