wf_name,size_x,relation,ratio_old,ratio_new
eager_10000.dot,10000,internal,1.6962702304637234,0.7658797149844008
methylseq_8000.dot,8000,internal,0.8681563950384285,0.24705242878795375
eager_15000.dot,15000,internal,1.5240740930592616,0.5566763578092144
eager_1000.dot,1000,internal,0.7802493069585762,1.3704878143982129
eager_30000.dot,30000,internal,0.7688238102638457,0.5940470640702606
eager_10000.dot,10000,internal,1.5353559620743609,0.9247941152511763
chipseq,100,internal,1.0389325475121816,1.052452073889962
chipseq_30000.dot,30000,internal,0.7405405160195598,0.411873128473423
eager_8000.dot,8000,internal,1.047650559596955,0.856464157105142
chipseq_30000.dot,30000,internal,0.7989221027805696,0.5174673890459506
methylseq_25000.dot,25000,internal,0.7256103103334668,0.19129500654581438
eager_30000.dot,30000,internal,0.6448836827657691,0.5364304390590088
methylseq_8000.dot,8000,internal,1.0409047177400566,0.3015561773302081
atacseq_10000.dot,10000,internal,1.329501937030406,1.0186334483327528
eager_20000.dot,20000,internal,1.2993260227078594,0.8109351161729447
eager_200.dot,200,internal,1.7575403076518457,2.3055304821098144
eager_20000.dot,20000,internal,1.2195156239663076,0.6004033145169789
chipseq,100,internal,1.0368537091802263,1.049049217284427
eager_15000.dot,15000,internal,1.356290424283375,1.1275132503099226
methylseq_10000.dot,10000,internal,1.2944481586228065,0.2824226548144406
methylseq_1000.dot,1000,internal,0.9278223037021271,0.4426971503802388
methylseq_8000.dot,8000,internal,0.9457414133918481,0.216303836120703
methylseq_25000.dot,25000,internal,1.0665874769468695,0.22687104512834733
atacseq_1000.dot,1000,internal,1.3801514529252985,1.4464524162569519
atacseq_4000.dot,4000,internal,1.2267338362363305,1.2980167437649457
chipseq_10000.dot,10000,internal,1.206073356710508,1.003904302534232
eager_1000.dot,1000,internal,0.808953534808681,1.5785542563749893
methylseq_20000.dot,20000,internal,1.2731373322770585,0.20696431183267824
eager_8000.dot,8000,internal,1.9662894214388287,0.8422935002970501
methylseq_2000.dot,2000,internal,0.833078511900824,0.2874520784892475
methylseq_4000.dot,4000,internal,0.9771299096656001,0.6027841279494617
chipseq_8000.dot,8000,internal,1.0867387931597332,0.8614774214051281
methylseq_20000.dot,20000,internal,1.0733356791091722,0.25144722272923414
eager_4000.dot,4000,internal,0.7702969957041176,1.1099903378116533
methylseq_20000.dot,20000,internal,1.1183132444534873,0.20405398429934848
eager_2000.dot,2000,internal,1.0881448214872143,1.813897894887722
atacseq_20000.dot,20000,internal,1.0456842045507313,0.9318562303609271
methylseq_4000.dot,4000,internal,0.7909592334340128,0.23590427099235803
