vertex start_time finish_time proc_num
bismark_deduplicate_00001881 51024664.3158708 51024676.7011486 19
bismark_deduplicate_00000465 43343566.7469919 43343579.1322697 20
bismark_deduplicate_00001965 57249109.4355227 57249134.2060783 12
bismark_deduplicate_00000981 37611505.7619931 37611518.1472709 21
bismark_deduplicate_00001773 55889079.7827441 55889084.4272233 11
bismark_deduplicate_00001185 39466534.8245635 39466547.2098412 21
bismark_deduplicate_00000525 45893762.2989677 45893774.6842455 20
bismark_deduplicate_00001857 43344717.7981305 43344730.1834083 21
bismark_deduplicate_00000861 37612656.8131317 37612669.1984095 22
bismark_deduplicate_00000093 55430124.9651027 55430149.7356583 16
bismark_deduplicate_00000993 43345868.8492692 43345881.2345469 22
bismark_deduplicate_00001245 35811877.8640684 35811890.2493462 23
