algo_nr wf_name inp_size dur_alg1 ms_1 ms_perc dur_alg2 ms_2
2 atacseq_30000.dot 14091675276 32.360476235 2236941614.83666 2311846451.72683 38.3843442740002 2359555671.5079
2 chipseq_15000.dot 41366257414 12.532201534 3642174378.24621 3547901831.63497 5.062280119 3604393163.96266
2 methylseq_15000.dot 6761426956 97.5582503429999 570280890.070876 546577785.866983 79.260692238999 547317516.485636
2 atacseq_15000.dot 3908761308 14.194422709 327958890.284474 337404076.172647 14.447254198 343678648.793792
2 eager 19075314980 0.039708874 7256956.94896476 6621707.17758513 0.006120042 5806143.46528633
2 eager_1000.dot 25705994498 1.23838652 55864271.6894312 37603131.5769453 0.214690409000001 42413049.7799808
2 eager_20000.dot 8330435694 220.701939910001 483392421.916309 407988556.599879 87.0566854660007 437397283.723693
2 eager_25000.dot 14754556884 297.826150618001 687260909.909883 681495723.896315 166.764814397002 724560980.872505
2 methylseq_1000.dot 110641579976 0.536981204999999 445827922.702247 443419669.719677 0.175700075 443833785.499567
2 chipseq_200.dot 5058052541 0.05282991 4981024.54662522 4520266.97175311 0.006180762 4252095.08206057
2 atacseq_30000.dot 11809629756 47.1716414409999 1162261131.67888 1137443660.57793 81.5224110380003 1156582862.78316
2 methylseq_1000.dot 6273818718 0.501392454 23292905.4584831 23754598.7748609 0.157812839 28075229.8457972
2 chipseq_4000.dot 41366257414 1.772050681 958635978.658434 938513484.079337 0.321194800999999 973127261.792085
2 atacseq_2000.dot 14091675276 0.749327796999999 143661347.045437 145006261.683456 0.157591443999999 153027064.537576
2 atacseq_1000.dot 11809629756 0.445924529 32681518.0154017 31579225.292493 0.106809084 33430101.166981
2 methylseq_200.dot 17027257018 0.076812295 22107349.0399643 17326528.4874586 0.008410847 19341565.9905627
2 methylseq_30000.dot 110641579976 598.805217460003 13248717154.8112 13235437553.2478 678.260652405007 13363817177.2717
2 methylseq_8000.dot 110641579976 27.256810287 3563896350.00037 3530385124.95758 12.9472767069999 3552451376.02723
2 methylseq_20000.dot 6761426956 203.561318441001 761042254.629105 687241752.83326 185.857392221997 710565126.61715
2 atacseq_8000.dot 3908761308 5.78950196599998 175742151.790942 173916111.833188 4.19079334499999 186117525.718097
2 methylseq_8000.dot 17027257018 17.466627039 911840560.902589 622753108.190307 11.7517130020001 626894530.04546
2 atacseq_10000.dot 14091675276 6.11653686899998 730956000.911314 768430491.412561 3.68622283500001 784931103.8007
2 atacseq_20000.dot 11809629756 31.4818165729998 771660822.855832 791758308.46352 35.1577881870004 819907848.646968
2 atacseq_30000.dot 3908761308 42.2682881359997 649509545.59171 754848763.015525 67.7907795290002 762533099.519731
2 eager_2000.dot 25705994498 3.368246652 97009118.0786475 84576458.7827745 0.470370418000001 96431766.850912
2 eager_1000.dot 14754556884 1.567496105 36835138.080026 23126696.4510198 0.251690129 27146172.6372468
2 atacseq_30000.dot 11187378708 53.7323118790002 1149227715.4204 1189979837.3558 81.4972780260003 1206663543.44736
2 methylseq_10000.dot 8885797810 37.7143679749999 500111917.238827 478452035.507813 26.5061220140003 484467267.56404
2 atacseq_4000.dot 11809629756 2.996654014 152603942.861873 153804148.421464 1.210940151 161631603.750899
2 atacseq_1000.dot 14091675276 0.347872508 70065903.8390462 70620831.4532226 0.0591966060000001 75236196.7881255
2 methylseq_4000.dot 6273818718 4.544090225 99593518.9559162 94626404.269526 2.726496824 99522765.2512002
2 chipseq_1000.dot 4605965334 0.453809794 33254844.2766405 28670768.895692 0.092649576 33563741.2904557
2 atacseq_200.dot 11809629756 0.063246492 4028961.6907809 2831475.7631415 0.007419421 3362735.54314624
2 eager_8000.dot 19075314980 35.584439273 285427983.351482 257594114.586973 8.33901225099997 270992992.261394
2 methylseq_10000.dot 110641579976 50.6291821940001 4430760347.39927 4414984442.56884 27.5042319999995 4496765468.78311
2 methylseq_2000.dot 22500260922 1.398946785 98569115.9704301 103973390.0723 0.721681902000002 118417144.605087
2 chipseq_200.dot 32978181418 0.048560526 37933915.9502943 36450330.8974473 0.004297016 42913984.456421
2 chipseq_2000.dot 4605965334 0.864019955999999 73222381.1785913 67445910.8559109 0.334447921 71930312.2800488
2 methylseq_30000.dot 8885797810 565.056494371998 1503467804.06969 1372092717.5691 510.799418726998 1395845130.79473
2 eager_20000.dot 19075314980 202.349206048001 707584849.137601 657448271.786298 71.5355885140004 702009151.849463
2 atacseq_8000.dot 11809629756 6.518947628 305773488.506909 303500205.109397 5.74905859600001 314495754.777676
2 eager_30000.dot 19100037384 453.273475409003 1063473169.54478 988656027.338532 239.495949087994 1063364023.30273
