algo_nr wf_name inp_size dur_alg1 ms_1 ms_perc dur_alg2 ms_2
3 atacseq_30000.dot 14091675276 2121.19187073298 2211349360.0863 2372926020.77589 3142.148857244 2372926020.77589
3 chipseq_15000.dot 41366257414 370.835681873002 3608028524.96677 4893512049.39453 458.953718772001 4893512049.39453
3 methylseq_15000.dot 6761426956 471.494728852 570148624.68431 450395600.159533 493.459405953 450395600.159533
3 atacseq_15000.dot 3908761308 373.708884959997 330540128.268712 376012908.639524 477.846921090005 376012908.639524
3 eager 19075314980 0.037548176 7604206.28970202 6628000.57758513 0.00572888 6628000.57758513
3 eager_1000.dot 25705994498 1.135847085 51793989.3802215 60765324.8166252 0.255202633000001 60765324.8166252
3 eager_20000.dot 8330435694 931.120295752999 480427625.151003 482985191.43404 1245.79073686497 482985191.43404
3 eager_25000.dot 14754556884 1545.20824895501 689766726.96126 1198197569.97878 2481.49995555503 1198197569.97878
3 methylseq_1000.dot 110641579976 0.684013704 454341868.230456 1124031701.43701 0.177773480999999 1124031701.43701
3 chipseq_200.dot 5058052541 0.063262598 5059411.29884379 8406517.0818942 0.00951445199999999 8406517.0818942
3 atacseq_30000.dot 11809629756 2164.16219846101 1159791118.87394 1041814406.26843 3057.41983360798 1041814406.26843
3 methylseq_1000.dot 6273818718 0.631762019000001 23240315.3997576 29171229.2799691 0.173770459999999 29171229.2799691
3 chipseq_4000.dot 41366257414 6.36511676999999 948118656.362775 1314131372.62826 5.420511337 1314131372.62826
3 atacseq_2000.dot 14091675276 1.555512097 142142277.364586 159989497.84946 0.908452251999997 159989497.84946
3 atacseq_1000.dot 11809629756 0.600200201999999 32220954.4421773 34316634.5146853 0.259483532 34316634.5146853
3 methylseq_200.dot 17027257018 0.081439599 21808692.1051986 13055993.6524696 0.010191326 13055993.6524696
3 methylseq_30000.dot 110641579976 3272.55871426401 13249633645.5787 28163024992.0331 3174.35462713516 28163024992.0331
3 methylseq_8000.dot 110641579976 73.0041071549999 3539469085.92333 9599661252.55878 83.4220747460016 9599661252.55878
3 methylseq_20000.dot 6761426956 961.311845211005 760926508.549605 600526618.769569 1075.70945420509 600526618.769569
3 atacseq_8000.dot 3908761308 47.780089317 174634549.810337 203005877.363238 68.988160009 203005877.363238
3 methylseq_8000.dot 17027257018 72.0703113990001 911762652.76361 482934589.089163 63.5091561339995 482934589.089163
3 atacseq_10000.dot 14091675276 104.692571674 730696782.446067 790269087.314837 150.851791806001 790269087.314837
3 atacseq_20000.dot 11809629756 770.645110070994 767985941.74526 695032834.347696 941.34554858201 695032834.347696
3 atacseq_30000.dot 3908761308 2138.952912057 645185189.887506 758745982.79962 3370.83568675606 758745982.79962
3 eager_2000.dot 25705994498 3.206760466 97175165.7988351 124983013.945 1.20771169 124983013.945
3 eager_1000.dot 14754556884 1.488217958 38215909.2978312 42115168.7329143 0.235140817 42115168.7329143
3 atacseq_30000.dot 11187378708 2118.39301849202 1151294499.00418 1094330108.71452 3177.60372936601 1094330108.71452
3 methylseq_10000.dot 8885797810 152.768055538 499996066.707686 390032762.81309 174.526416163001 390032762.81309
3 atacseq_4000.dot 11809629756 8.034815764 150094264.186025 123839993.986187 5.45732323000003 123839993.986187
3 atacseq_1000.dot 14091675276 0.564309093999999 70906647.553234 79686230.0920308 0.169309551999999 79686230.0920308
3 methylseq_4000.dot 6273818718 10.085768723 99641255.8548245 116210273.545821 5.73317028000001 116210273.545821
3 chipseq_1000.dot 4605965334 0.633105616 33535751.9573395 31033242.6631787 0.168761983999999 31033242.6631787
3 atacseq_200.dot 11809629756 0.069665903 3274294.15241465 8232542.87728202 0.011917339 8232542.87728202
3 eager_8000.dot 19075314980 69.7478645220001 278560114.711273 319870234.641705 105.265727387001 319870234.641705
3 methylseq_10000.dot 110641579976 146.780204902 4425861535.02049 12456124247.5696 176.189139749002 12456124247.5696
3 methylseq_2000.dot 22500260922 2.329259949 95558646.5481176 141574359.775838 0.913260258000001 141574359.775838
3 chipseq_200.dot 32978181418 0.054469245 43277095.5475938 83109059.3906078 0.00876813700000001 83109059.3906078
3 chipseq_2000.dot 4605965334 1.753126868 73634970.5423339 63892886.5695122 0.870855532000002 63892886.5695122
3 methylseq_30000.dot 8885797810 3031.17649697302 1503134640.42563 1168692127.99375 2823.66525775109 1168692127.99375
3 eager_20000.dot 19075314980 914.765506388994 701621856.677773 792864545.868852 1232.390791153 792864545.868852
3 atacseq_8000.dot 11809629756 51.719244134 306924398.25205 271594663.781841 69.6233556250009 271594663.781841
3 eager_30000.dot 19100037384 2745.85158224502 1057024614.47296 1196518543.62265 3773.49848405411 1196518543.62265
3 chipseq_200.dot 4807293396 0.064224143 4839879.20158037 6880576.83767135 0.009479856 6880576.83767135
3 chipseq_200.dot 3793245764 0.067471397 3857683.43057029 7707062.81678792 0.00954514299999999 7707062.81678792
3 eager_8000.dot 19132169434 69.078709375 278601283.695847 321250137.931766 103.133180933 321250137.931766
3 atacseq_10000.dot 11187378708 106.19372408 379571579.864505 364233378.419409 164.356511767 364233378.419409
3 chipseq_20000.dot 4807293396 724.051221985999 777797660.477817 653468032.329423 906.147561063023 653468032.329423
3 chipseq_10000.dot 5058052541 104.542752039001 438068523.173204 403425723.455887 136.409631634001 403425723.455887
