algo_nr wf_name inp_size dur_alg1 ms_1 ms_perc dur_alg2 ms_2
0 atacseq_30000.dot 14091675276 54.6716534699998 14311980453.425 1115893423.05358 802.496679842994 29755283207.8296
0 chipseq_15000.dot 41366257414 15.406148446 24076130677.662 2139415153.88143 78.8396999510071 44889551151.7749
0 methylseq_15000.dot 6761426956 169.187158793 2943479613.20809 240634230.97596 315.315611456994 5140751300.77752
0 atacseq_15000.dot 3908761308 12.196010266 2245540315.63919 194185974.404653 76.3263771030025 7946193514.3104
0 eager 19075314980 0.040554082 27218317.5268219 6180168.3584802 0.008722882 28665711.8040438
0 eager_1000.dot 25705994498 1.03338276 331404909.834358 23858063.4942464 0.452268874999999 437123979.957876
0 eager_20000.dot 8330435694 100.059540371 3484928048.94824 172021962.903523 1251.83575045298 6678514293.42551
0 eager_25000.dot 14754556884 93.4145742760004 4122171111.88502 434175491.82708 2209.50610155087 12105134260.3431
0 methylseq_1000.dot 110641579976 0.493240301 2691853813.04462 223531369.090594 0.245609302999996 3014471325.35751
0 chipseq_200.dot 5058052541 0.058343129 25849979.7846133 4502214.4625 0.01146258 32690659.2025503
0 atacseq_30000.dot 11809629756 51.5282028419998 7633434579.6848 580339599.811779 541.107780515001 18530246179.5255
0 methylseq_1000.dot 6273818718 0.537308451 117492721.615743 11795977.1228345 0.247053210999997 210389698.257612
0 chipseq_4000.dot 41366257414 1.93853669199999 6309736293.33035 539530680.397978 2.88026630999993 11835090221.8738
0 atacseq_2000.dot 14091675276 0.789748642 963957443.290235 57922650.2408176 0.714521626999995 1791934367.40459
0 atacseq_1000.dot 11809629756 0.453814258 196911290.744241 14108926.123649 0.195934086999998 431913068.648111
0 methylseq_200.dot 17027257018 0.074209033 109269464.02862 6494049.08333333 0.014067097 106715113.355058
0 methylseq_30000.dot 110641579976 1301.61381628801 76345846510.9675 6747785286.36064 1415.10815310898 88786570407.0011
0 methylseq_8000.dot 110641579976 22.949198213 20455239573.0261 1775549013.97529 19.0281193189994 23431892391.2113
0 methylseq_20000.dot 6761426956 304.685950583001 3920956245.13957 313944899.476101 606.185168773001 7085996172.77159
0 atacseq_8000.dot 3908761308 5.76963801200001 1146805833.94304 105826006.608483 18.0463019339997 3886110082.47667
0 methylseq_8000.dot 17027257018 22.679228554 4073885870.15847 250032684.853948 33.4654181159998 6729090881.66275
0 atacseq_10000.dot 14091675276 5.75842800800002 4764833414.15466 389275313.684128 22.9932594500001 9554786018.27349
0 atacseq_20000.dot 11809629756 52.0264681759999 5096162465.184 382389711.789274 126.733916356006 12224280169.1006
0 atacseq_30000.dot 3908761308 33.60795142 4555918337.78789 381002062.259481 776.239869473965 15854874259.3584
0 eager_2000.dot 25705994498 2.319793551 680636515.026149 56765648.0602599 1.88711607500001 1141021771.93491
0 eager_1000.dot 14754556884 1.168664685 178381219.900717 15751034.608569 0.459974420999998 245229437.560871
0 atacseq_30000.dot 11187378708 59.3373631609999 7396878417.8088 634201540.27216 553.992910752992 17690318327.5442
0 methylseq_10000.dot 8885797810 37.8624191880001 2572277301.90797 200149317.964163 39.3722161540011 4284568838.83844
0 atacseq_4000.dot 11809629756 3.056162558 977973908.624521 77830111.2694954 2.70650059299996 2303859012.18294
0 atacseq_1000.dot 14091675276 0.358860111 483198529.638179 31235465.7601737 0.183602195999999 932446908.027282
0 methylseq_4000.dot 6273818718 4.625574963 467685530.091612 51293822.1611621 3.90792814699993 968306019.973589
0 chipseq_1000.dot 4605965334 0.518580817 227729287.716445 17451141.662693 0.250572462999997 478196604.335859
0 atacseq_200.dot 11809629756 0.065095826 6620611.83008642 2969685.31121578 0.011505126 5533256.92800721
0 eager_8000.dot 19075314980 18.248678336 1866304941.39467 129118067.68331 48.4414929410032 4464209420.78347
0 methylseq_10000.dot 110641579976 46.366821733 25552942323.8361 2218902341.24419 33.6887900569994 29692223532.4964
0 methylseq_2000.dot 22500260922 1.242261971 299363383.115321 73457550.0101193 0.888627335999984 799481381.511082
