algo_nr wf_name inp_size avg_spread_dyn cv_proc_load_dyn num_used_procs_dyn idle_to_work_dyn idle_to_work_30s_dyn dur_alg1 ms_1 avg_spread_stat cv_proc_load_stat num_used_procs_stat idle_to_work_stat idle_to_work_30s_stat ms_perc dur_alg2 ms_2
1 atacseq_30000.dot 14091675276 1.18186209613628 1.13563488236113 36 80.2678086590737 0.711202719199502 52.7132100490003 14311980453.425 1.05281102310739 1.08605543847276 36 112.301440743813 1.24779656079976 20613654729.51 40.0702536250003 20613654729.51
1 chipseq_15000.dot 41366257414 1.10683807879653 1.4101947649605 36 41.9704439518296 0.0610913417812509 15.062077073 24076130677.662 1.086912435436 1.25055160391726 36 85.6746761620378 0.173275824217382 24805505353.8656 2.97338391899997 24805505353.8656
1 methylseq_15000.dot 6761426956 1.22669352413148 1.805337882252 36 168.041534723389 2.0313128432026 113.962657067 2943479613.20809 1.07484294313761 1.7290930173389 36 453.777058237375 3.89942016183993 5484016731.94457 47.1908236989998 5484016731.94457
1 atacseq_15000.dot 3908761308 1.15011024636914 0.544715968694294 36 5.39632813339196 1.12407003456633 12.230984446 2245540315.63919 1.07012982877191 0.34982534697445 36 10.7735039600044 2.26157759594094 3431906228.75596 12.331079643 3431906228.75596
1 eager 19075314980 2.94594594594595 2.59700284820084 8 18.1466870567626 18.1466870567626 0.040393864 27218317.5268219 2.61518661518661 2.80741951889882 9 1672.01275395897 1438.09017960446 25054904.3488318 0.00489235 25054904.3488318
1 eager_1000.dot 25705994498 1.9035111003861 1.93989101241664 36 644.375338803044 0.79043097936943 1.028230209 331404909.834358 1.52832276936379 1.74079890944787 36 1122.58470348423 1.61308217567818 300302386.544196 0.229737142 300302386.544196
1 eager_20000.dot 8330435694 1.31006569588699 0.880010894922479 36 50.933169688832 2.09618757233546 91.6560218989998 3484928048.94824 1.11632088714362 0.261919425257115 36 36.8152814426355 4.95790884182816 4114015690.04259 74.3169312649993 4114015690.04259
1 eager_25000.dot 14754556884 1.22946285823894 1.34803117130077 36 62.6445918965933 0.508150915777157 86.6148813000002 4122171111.88502 1.10254434870073 1.11602703962416 36 79.3985368329449 0.687026773052126 5085108284.14788 128.313482171001 5085108284.14788
1 methylseq_1000.dot 110641579976 1.4175909989163 2.20550970785715 36 7015.07059739215 0.00392035840869078 0.493099213 2691853813.04462 1.15648307515777 2.19716564807789 36 536.903795263477 0.0247915630818908 2674447729.71435 0.127439489 2674447729.71435
1 chipseq_200.dot 5058052541 2.21130952380952 1.39252545944953 18 7.93086793380063 0.664134685440034 0.090322562 25849979.7846133 1.67729591836735 1.13880791870576 20 28.5518224795396 2.1707539580294 21459966.3508217 0.006680653 21459966.3508217
