algo_nr wf_name inp_size avg_spread_dyn cv_proc_load_dyn num_used_procs_dyn idle_to_work_dyn idle_to_work_30s_dyn dur_alg1 ms_1 avg_spread_stat cv_proc_load_stat num_used_procs_stat idle_to_work_stat idle_to_work_30s_stat ms_perc dur_alg2 ms_2
2 atacseq_30000.dot 14091675276 1.18756356467073 1.13366439862018 36 81.6288616163726 0.709097003606607 49.2877103239998 14436861760.6065 1.04917191677571 1.12999794962123 36 101.017020833872 1.19199589655537 19808611999.5861 38.3888954119996 19809248715.6895
2 chipseq_15000.dot 41366257414 1.10328824973022 1.42759830046085 36 53.5208105890638 0.0603159835625607 14.9852495830001 24165331453.1293 1.07608075181633 1.24921247443122 36 61.1270584566047 0.17054622397104 24748338682.679 2.62930226200003 24813840374.3471
2 methylseq_15000.dot 6761426956 1.24115482862481 1.80029961515257 36 285.154372887234 2.0327034226019 92.0995596219998 2945623857.05043 1.16935241314748 1.73814411776401 36 466.634627723384 3.86890941257111 5524997854.00386 52.5269855660013 5524999503.106
2 atacseq_15000.dot 3908761308 1.15708778501363 0.58868678660969 36 5.64620415392621 1.01678565305008 14.107494579 2233291304.24728 1.06643236963921 0.425578864868006 36 11.4465881157864 2.37467675356726 3247903822.36766 13.0784578979999 3248085658.71628
2 eager 19075314980 2.94594594594595 2.59700284820084 8 18.1122835489131 18.1344469565208 0.043876296 27219804.7271799 2.60617760617761 2.97955355975306 10 1241.31386820067 1224.9850083326 24079975.5593302 0.006593501 24022724.9457998
2 eager_1000.dot 25705994498 1.78142485329985 1.9286185321501 36 982.600351987625 0.836594339760801 1.284805616 330427592.680313 1.44659842422033 1.6608369083592 36 566.373926592564 1.61212553784074 285723131.884767 0.23862628 283092883.603323
2 eager_20000.dot 8330435694 1.2855882820188 1.01928114255119 36 76.6905601709892 1.94960542041167 212.481041687999 3460796012.85195 1.11761849762791 0.335573499264709 36 33.2561308665805 12.5338359309878 4242830764.51321 76.5125387750009 4242832400.25208
2 eager_25000.dot 14754556884 1.23362169567621 1.33265186060854 36 68.9974523119524 0.484822637006358 275.834355653002 4080137669.5589 1.11092318719055 1.12609122439089 36 90.6220866854944 0.660133905194064 5150282654.36338 135.711919500999 5150783495.87533
2 methylseq_1000.dot 110641579976 1.42624466118442 2.20557727211468 36 6378.08291681871 0.00606248919522554 0.501838993 2780836569.02446 1.12299993625295 2.19614802189125 36 1596.14976469071 0.0266834038015322 2694231187.50301 0.160080553 2694231256.9541
2 chipseq_200.dot 5058052541 2.08184523809524 1.16827751029874 15 4.62183837644205 2.49163416804671 0.05775198 25246329.278616 1.66911139455782 1.47197180331372 30 109.112179538205 1.65030344346095 21359978.233698 0.006496944 21382500.2068524
2 atacseq_30000.dot 11809629756 1.1390377099195 1.1260055403221 36 62.2266559347262 0.534535244481629 57.6887410560001 7636315515.25171 1.0537915400435 0.996548709969107 36 67.2150038775536 0.927801269483846 10702627903.446 73.8973058100014 10702636587.9818
2 methylseq_1000.dot 6273818718 1.87865748709122 1.65937309536927 36 82.3798166675986 1.81573837250154 0.555125886 117683290.081419 1.19095429336393 1.46009614557785 36 199.051027802034 2.52831153172922 171241607.726476 0.125314567 171241667.82388
2 chipseq_4000.dot 41366257414 1.10849449292845 1.42389296505435 36 37.2445231755977 0.0590903281227467 1.98347477 6328084986.35454 1.06718170456378 1.25090847301582 36 40.6944115617255 0.159503847551833 6493954890.41648 0.212842970000001 6517709207.41817
2 atacseq_2000.dot 14091675276 1.17402872409 1.2074946075462 36 72.9520232508515 0.697560428368617 0.801082613000001 972898714.116119 1.0595756761234 1.0344236690026 36 124.605785572636 1.21226882821149 1219992522.42711 0.170737692 1220270907.06332
2 atacseq_1000.dot 11809629756 1.47268217893218 1.35545905272392 36 44.0987892917057 0.736325869271607 0.459113251 196199157.202365 1.08848401598402 1.06555933191072 36 63.2605532278883 0.835518262978151 244505419.913121 0.0783518200000001 244502988.348233
2 methylseq_200.dot 17027257018 1.88144841269841 1.79510080869219 28 90.9720657779153 2.30063911440833 0.077472378 110344195.922664 1.38392857142857 3.3231043455353 36 103.727888681313 3.29595646592479 124666386.756163 0.009079162 124666650.98167
2 methylseq_30000.dot 110641579976 1.13831405578106 2.19498829510563 36 268.570933465952 0.00100856715715198 662.099921654999 76399268089.2345 1.10130718954252 2.19176946462715 36 275.747178143244 0.0189159321885767 77960288798.4262 270.862290222997 77960291919.1097
2 methylseq_8000.dot 110641579976 1.1118340562785 2.1951914075179 36 269.736516396048 0.00163048052442588 25.532134407 20598617980.2402 1.0857901552346 2.19129276223668 36 268.602192129605 0.016023316405157 20476693799.0491 8.95480355899999 20476695442.2611
2 methylseq_20000.dot 6761426956 1.24045570609197 1.80132567155429 36 254.445879940122 2.03128640673979 185.028371902999 3923421771.83227 1.15430616691124 1.71759739691467 36 475.044014889675 3.97815715151252 7445077293.77973 121.084897908001 7445080257.43875
2 atacseq_8000.dot 3908761308 1.1705134843702 0.579228909023186 36 6.76521519348816 1.35484285741693 5.82758386900001 1174648592.20523 1.07361361153328 0.479219305100396 36 12.6355612911231 2.89501474877789 1653204030.34439 3.904342832 1653336659.46596
2 methylseq_8000.dot 17027257018 1.43113152835375 1.95344777035503 36 121.984014418501 1.59927889047713 22.1100634810001 4075438194.98381 1.20661733161734 1.82580161121911 36 665.214429473848 4.48105934525163 7580475948.91376 11.7755557030001 7580477872.90384
2 atacseq_10000.dot 14091675276 1.17958694092728 1.14088703937687 36 85.6724044958284 0.700719886891565 6.58348728600001 4779654676.31168 1.04967422737917 1.10515479736128 36 108.458542191276 1.1696429574875 6538434633.77061 3.23145440400002 6538467635.18368
2 atacseq_20000.dot 11809629756 1.1456904870978 1.1356066582032 36 60.4600729716895 0.542234405948328 37.728988813 5090342941.0131 1.05612580046638 1.01100108093182 36 80.0017204906813 0.766770183853948 6993222508.73211 31.2803898089999 6993286785.38326
2 atacseq_30000.dot 3908761308 1.15412637170746 0.607729443522117 36 5.23699686335805 1.05976657386037 36.7424757870002 4490102697.76549 1.06904874710228 0.386717299750234 36 10.5772302296315 2.10722358764791 6610848823.00732 62.6140637200005 6610974453.24487
2 eager_2000.dot 25705994498 1.44830783386933 1.02559094510843 36 460.63045235013 0.89622252638488 3.358145108 653003286.984197 1.21885055693105 0.999294262446576 36 305.881715814865 1.22898322755524 639349738.042232 0.554221008000001 645092327.345382
2 eager_1000.dot 14754556884 1.97939189189189 2.12738387767079 36 908.418695549161 0.483125347240034 1.506177493 197965983.36905 1.57346683270639 1.3882481210437 36 338.438472061545 0.494572753813511 165033536.935184 0.238684639 165039253.317974
2 atacseq_30000.dot 11187378708 1.14537131092891 1.12692902888135 36 49.6636237356425 0.562964629218433 56.5848138269997 7395547352.19071 1.05945618480447 0.969170139695554 36 57.1858846433839 0.870858226319527 10276967712.4523 73.8055501530008 10277129657.103
2 methylseq_10000.dot 8885797810 1.22645566162973 1.81130678168292 36 292.25079245527 2.04093913820476 36.098790526 2572755841.73372 1.07532378030579 1.79629293036229 36 517.256074091993 3.72150039477696 4880260461.39302 19.8673847809994 4880261687.39951
2 atacseq_4000.dot 11809629756 1.17944716866285 1.22504643106111 36 61.1886090315862 0.597037612941871 3.54434924100001 1012186767.26272 1.06607644339406 1.02758547453267 36 63.8409032413669 0.84264639977192 1367506924.78917 1.039798425 1367520086.88682
2 atacseq_1000.dot 14091675276 1.21123250823251 1.37328283798783 36 69.0907958571506 0.705879402995349 0.363600468 475903735.917944 1.05605598649716 1.05241269498869 36 99.9048606893097 1.17775611254435 554407936.58987 0.059251702 554648051.892865
2 methylseq_4000.dot 6273818718 1.39155822489156 1.67269519270844 36 123.545325579868 2.02219501035411 4.57132312499999 471831923.020827 1.16661899995233 1.44077865553174 36 190.976955170713 2.74325074382897 754915286.367162 1.981353225 754916453.267542
2 chipseq_1000.dot 4605965334 1.55650946275946 1.09236099256161 36 31.0999348099921 1.25309317479989 0.542247667 229825037.238452 1.14426945917331 0.729024782315043 36 31.4833120579534 3.84370993986212 257550606.377378 0.101099515 257582425.594328
2 atacseq_200.dot 11809629756 1.97083333333333 1.45621850861526 17 2.77931650660277 0.614483332464272 0.06256688 6738246.83933223 1.39571428571429 1.63365191386416 26 10.1615009910644 0.566776456034629 5004788.69742044 0.007486918 5024666.48721032
2 eager_8000.dot 19075314980 1.2907410473045 1.31325323601878 36 222.726436702206 0.386054687104016 36.888260936 1857851168.90714 1.12946983908799 1.14371316650889 36 143.789509981208 0.750220938642893 2151388999.0823 9.00222799400007 2151776560.49913
2 methylseq_10000.dot 110641579976 1.15213228148403 2.19519273298593 36 269.854125666773 0.00134172138328355 40.463875594 25559094272.2776 1.10045129162778 2.19083135981934 36 266.877784340168 0.0165825406320386 25654314747.2323 15.117674601 25654316307.3638
2 methylseq_2000.dot 22500260922 1.43451584114235 1.37219145514869 36 57.6306320110073 0.0587730544465563 1.283296941 300401783.622841 1.19336871294702 1.44959453987186 36 97.9219782018052 0.245112609622923 473960753.873455 0.415439420999999 473962556.321477
2 chipseq_200.dot 32978181418 2.12872023809524 1.48196452612469 20 36.8013490380514 0.146078102343578 0.052286197 243439073.915547 1.20271915584416 2.06166257948126 36 137.773328356511 0.133864373692941 233751089.601285 0.004316175 237392656.090453
2 chipseq_2000.dot 4605965334 1.20882262515965 0.962881998486063 36 27.7797746206442 2.03639387066145 0.938158093999999 523857785.291164 1.09356551939622 0.628401170912216 36 22.5795568944629 2.77165087043902 588991478.339597 0.264553278999999 597942478.734178
2 methylseq_30000.dot 8885797810 1.21291479554784 1.81613144323914 36 303.450027903912 2.05735899879382 672.313755050998 7751248233.68212 1.12136600672018 1.76206925753695 36 519.851797245753 4.02450125409945 14933161502.303 357.203961222005 14933164102.7738
2 eager_20000.dot 19075314980 1.24484080977252 1.28735564103074 36 132.381589869675 0.386115782627998 181.427084503001 4619064936.20156 1.11313713893905 1.10602697686717 36 129.299856643234 0.725564352788123 5383456465.41889 72.6101013539997 5384433214.54443
2 atacseq_8000.dot 11809629756 1.16758338926471 1.1669383870861 36 60.8776741940533 0.558866607152797 9.66996598599999 2046299880.42487 1.06346656644542 1.0044868901522 36 68.002047101283 0.797371282549477 2612292687.48927 3.88107570300002 2612292861.59314
2 eager_30000.dot 19100037384 1.23258264602115 1.28401799496325 36 106.489255392837 0.386780350292058 417.387029589999 6817478644.82115 1.11197003022134 1.10901709059355 36 127.845542264762 0.735652903044473 8144200635.13856 212.273032675999 8144456786.07799
2 chipseq_200.dot 4807293396 2.1264880952381 1.17295858119974 14 3.9912280381831 2.73045423976097 0.058883722 23559690.6094076 1.59289965986395 1.15489045843632 24 11.0396621169198 2.41090940210605 20088581.9089115 0.006531149 20088233.9719911
2 chipseq_200.dot 3793245764 2.25892857142857 1.41884969207901 14 2.21742932868343 2.21742932868343 0.066936349 6135390.39867063 1.74808673469388 1.10397301433442 21 2.81452376896165 0.59988299973456 9350189.9107738 0.00745439500000001 9375231.86949674
