algo_nr wf_name inp_size chainProb hubScore bypBra maxIndSetR cpRat wSkew memToComp memToIo auto-num auto-name 
1 chipseq_25000.dot 4605965334 0.559955 142.648 1 0.600072 2223.05 1.34351 382.921 1.22956 6 Online_MeDiH-BL
1 dag_4000_general_0.dot 1 0.458385 0.6021 0 0.99975 977777 1.0841 31.9052 0.037432 6 Online_MeDiH-BL
1 methylseq_30000.dot 6273818718 0.666622 658.386 1 0.583394 1058.35 2.99854 34.2051 0.189536 6 Online_MeDiH-BL
1 eager_30000.dot 8330435694 0.576233 38.4394 1 0.423901 3299.87 2.02702 154.247 0.547764 6 Online_MeDiH-BL
1 dag_30000_long_1.dot 1 0.999867 0.000133307 0 0.999967 1.43312e+08 0.784522 30.8727 0.0823479 6 Online_MeDiH-BL
1 dag_25000_wide_0.dot 1 0.899964 2.47009 1 0.99996 111066 1.65621 31.4589 0.0771301 6 Online_MeDiH-BL
1 chipseq_200.dot 4605965334 0.553672 1.40345 1 0.610169 313702 1.3434 382.881 1.22929 6 Online_MeDiH-BL
1 methylseq_15000.dot 6273818718 0.666578 329.168 1 0.583456 2117.41 2.99872 34.2149 0.189572 6 Online_MeDiH-BL
1 dag_2000_wide_1.dot 1 0.89955 2.47982 1 0.9995 1.01662e+06 1.61992 31.1663 0.0761685 6 Online_MeDiH-BL
1 dag_8000_long_1.dot 1 0.999375 0.000624313 0 0.999875 1.40646e+08 1.01541 31.891 0.0837065 6 Online_MeDiH-BL
1 methylseq_2000.dot 11897958606 0.665998 43.934 1 0.584253 29537.2 2.99857 19.0467 0.102748 6 Online_MeDiH-BL
1 dag_1000_general_4.dot 1 0.454545 0.605541 0 0.999001 2.68392e+06 1.37225 31.225 0.0368116 6 Online_MeDiH-BL
1 dag_4000_general_3.dot 1 0.449138 0.60504 0 0.99975 935612 1.12122 31.2176 0.0363737 3 Online_MeDiH-MM
1 atacseq_200.dot 3908761308 0.558376 1.47275 1 0.568528 284745 1.38053 445.581 1.59195 6 Online_MeDiH-BL
1 dag_8000_long_3.dot 1 0.999375 0.000624313 0 0.999875 1.426e+08 0.873373 31.4361 0.0837375 6 Online_MeDiH-BL
1 dag_10000_wide_4.dot 1 0.89991 2.47914 1 0.9999 247855 1.64149 31.1599 0.0768828 6 Online_MeDiH-BL
1 eager_8000.dot 8330435694 0.576127 11.1067 1 0.424376 12415 2.02698 154.238 0.547599 6 Online_MeDiH-BL
1 dag_10000_wide_3.dot 1 0.89991 2.46778 1 0.9999 224716 1.73324 31.1136 0.0763693 6 Online_MeDiH-BL
1 atacseq_200.dot 2223941232 0.558376 1.47275 1 0.568528 190549 1.15376 577.026 1.97705 6 Online_MeDiH-BL
1 chipseq_2000.dot 4807293396 0.559433 11.6418 1 0.60091 23231.2 1.32264 546.107 1.26074 6 Online_MeDiH-BL
1 dag_1000_general_0.dot 1 0.45954 0.613186 0 0.999001 3.51305e+06 1.15042 32.1361 0.0384982 6 Online_MeDiH-BL
1 dag_25000_long_3.dot 1 0.99984 0.000159962 0 0.99996 1.4149e+08 1.41877 31.4303 0.0822049 6 Online_MeDiH-BL
1 eager_20000.dot 19100037384 0.576213 25.982 1 0.423987 9088.34 2.26209 103.195 0.336581 6 Online_MeDiH-BL
1 dag_200_wide_2.dot 1 0.895522 2.46233 1 0.995025 4.74981e+06 1.67994 30.2951 0.0754866 6 Online_MeDiH-BL
1 eager_10000.dot 19075314980 0.576156 13.5981 1 0.424245 18154.6 2.26144 106.635 0.347085 6 Online_MeDiH-BL
1 methylseq_25000.dot 6273818718 0.666613 548.822 1 0.583407 1269.7 2.99859 34.2085 0.189546 6 Online_MeDiH-BL
1 eager_10000.dot 8330435694 0.576156 13.5981 1 0.424245 9917.81 2.02701 154.251 0.54765 6 Online_MeDiH-BL
1 methylseq_200.dot 8885797810 0.659794 4.43879 1 0.592784 231421 2.99883 24.6938 0.13605 6 Online_MeDiH-BL
1 dag_10000_long_2.dot 1 0.9992 0.000798602 0 0.9999 1.41799e+08 1.06763 31.6209 0.0828917 6 Online_MeDiH-BL
1 dag_25000_general_0.dot 1 0.454222 0.605238 0 0.99996 168331 1.18573 31.4634 0.0369251 6 Online_MeDiH-BL
1 dag_1000_general_3.dot 1 0.456543 0.581974 0 0.999001 2.97553e+06 0.927411 33.5624 0.0379332 6 Online_MeDiH-BL
1 dag_25000_general_3.dot 1 0.450102 0.605007 0 0.99996 178700 1.05716 31.1129 0.0364438 6 Online_MeDiH-BL
1 dag_2000_general_3.dot 1 0.453273 0.582806 1 0.9995 1.78766e+06 1.15737 31.3816 0.0366249 6 Online_MeDiH-BL
1 dag_50_long_3.dot 1 0.921569 0.0711997 0 0.980392 1.16461e+08 1.06343 35.0187 0.0817142 6 Online_MeDiH-BL
1 chipseq 32978181418 0.518519 0.643645 1 0.740741 1.04481e+07 1.49209 106.415 0.249574 6 Online_MeDiH-BL
1 methylseq_2000.dot 6761426956 0.665998 43.934 1 0.584253 17333.3 2.99792 31.5454 0.176359 6 Online_MeDiH-BL
1 atacseq_20000.dot 3908761308 0.564046 107.322 1 0.538758 2808.95 1.38054 445.638 1.59205 6 Online_MeDiH-BL
1 dag_4000_long_0.dot 1 0.997251 0.00273195 0 0.99975 1.42781e+08 0.380078 31.3338 0.0834352 6 Online_MeDiH-BL
1 dag_30000_long_4.dot 1 0.999833 0.000166618 0 0.999967 1.42258e+08 0.970666 31.3243 0.0821908 6 Online_MeDiH-BL
1 atacseq_1000.dot 11187378708 0.562948 5.63732 1 0.544524 90226.6 2.11154 335.647 0.813909 6 Online_MeDiH-BL
1 eager 19100037384 0.557377 1.36168 1 0.721311 2.97144e+06 2.26187 103.201 0.336515 6 Online_MeDiH-BL
1 chipseq_10000.dot 32978181418 0.559888 57.2085 1 0.60018 28275 1.49214 106.411 0.24958 6 Online_MeDiH-BL
1 methylseq_2000.dot 110641579976 0.665998 43.934 1 0.584253 242074 3 2.09186 0.0100156 6 Online_MeDiH-BL
1 dag_50_long_0.dot 1 0.921569 0.0711997 0 0.980392 1.17587e+08 2.47049 34.1645 0.100679 6 Online_MeDiH-BL
1 chipseq_8000.dot 3793245764 0.55986 45.8167 1 0.600226 6999.16 1.27768 342.432 1.35555 6 Online_MeDiH-BL
1 eager_25000.dot 19132169434 0.576225 32.2107 1 0.423935 7235.52 2.26249 103.946 0.337323 6 Online_MeDiH-BL
1 dag_30000_wide_4.dot 1 0.900003 2.48454 1 0.999967 102234 1.6155 31.4883 0.0773474 6 Online_MeDiH-BL
1 eager_4000.dot 19132169434 0.57598 6.12427 1 0.425032 45661.5 2.26227 103.916 0.337221 6 Online_MeDiH-BL
1 chipseq_1000.dot 4807293396 0.558854 5.94729 1 0.601842 47009.3 1.32264 546.098 1.26074 6 Online_MeDiH-BL
1 dag_30000_general_3.dot 1 0.451485 0.604016 0 0.999967 155952 1.06965 31.1831 0.0366206 6 Online_MeDiH-BL
1 dag_10000_long_0.dot 1 0.9994 0.000599301 0 0.9999 1.40467e+08 1.72898 31.6718 0.0827995 6 Online_MeDiH-BL
1 eager_15000.dot 19075314980 0.576194 19.8266 1 0.424073 12080.1 2.26153 106.643 0.347076 6 Online_MeDiH-BL
1 methylseq_200.dot 6761426956 0.659794 4.43879 1 0.592784 178157 2.99791 31.5455 0.176359 6 Online_MeDiH-BL
1 dag_1000_wide_1.dot 1 0.899101 2.46946 1 0.999001 1.66031e+06 1.27808 30.9998 0.0782849 6 Online_MeDiH-BL
1 methylseq 17027257018 0.571429 0.670782 1 0.714286 4.97225e+06 2.99636 17.3889 0.0774331 6 Online_MeDiH-BL
1 eager_1000.dot 8330435694 0.575053 2.3906 1 0.429175 104556 2.02705 154.232 0.547645 6 Online_MeDiH-BL
1 dag_2000_wide_4.dot 1 0.89955 2.42235 1 0.9995 1.00069e+06 1.82438 31.9388 0.0798469 6 Online_MeDiH-BL
1 chipseq_4000.dot 3793245764 0.559718 23.0331 1 0.600453 14038.8 1.27763 342.427 1.35554 6 Online_MeDiH-BL
1 methylseq_200.dot 11897958606 0.659794 4.43879 1 0.592784 303594 2.99855 19.0468 0.102747 6 Online_MeDiH-BL
1 atacseq_1000.dot 3908761308 0.562948 5.63732 1 0.544524 57415.3 1.38053 445.579 1.59194 6 Online_MeDiH-BL
1 chipseq_1000.dot 3793245764 0.558854 5.94729 1 0.601842 57146.7 1.27762 342.423 1.3555 6 Online_MeDiH-BL
1 dag_2000_long_1.dot 1 0.999 0.0009995 0 0.9995 1.43105e+08 0.964364 31.438 0.0832403 6 Online_MeDiH-BL
1 atacseq_2000.dot 11809629756 0.563536 11.0648 1 0.541436 40023.5 2.13598 375.722 0.782695 6 Online_MeDiH-BL
1 eager_4000.dot 8330435694 0.57598 6.12427 1 0.425032 25008.9 2.02709 154.229 0.547643 6 Online_MeDiH-BL
1 dag_15000_general_1.dot 1 0.454236 0.605055 1 0.999933 303383 1.1794 31.643 0.0366664 6 Online_MeDiH-BL
1 methylseq_200.dot 22500260922 0.659794 4.43879 1 0.592784 477563 2.99774 12.5248 0.0560713 6 Online_MeDiH-BL
1 eager_4000.dot 14754556884 0.57598 6.12427 1 0.425032 45900.1 2.13432 101.82 0.396522 6 Online_MeDiH-BL
1 methylseq 6761426956 0.571429 0.670782 1 0.714286 2.46875e+06 2.9979 31.5454 0.176359 6 Online_MeDiH-BL
1 dag_50_wide_2.dot 1 0.882353 2.78463 1 0.980392 1.26422e+07 1.31808 41.862 0.0859452 6 Online_MeDiH-BL
1 eager_200.dot 19100037384 0.569832 1.45827 1 0.452514 1.01261e+06 2.26187 103.201 0.336516 6 Online_MeDiH-BL
1 dag_25000_long_2.dot 1 0.9998 0.00019993 0 0.99996 1.41687e+08 1.25209 31.458 0.0822117 6 Online_MeDiH-BL
1 methylseq_20000.dot 8885797810 0.6666 438.995 1 0.583425 2245.46 2.99894 24.6923 0.136065 6 Online_MeDiH-BL
1 dag_8000_general_0.dot 1 0.451569 0.599056 0 0.999875 460189 0.98604 31.2038 0.0365367 6 Online_MeDiH-BL
1 atacseq_25000.dot 2223941232 0.564057 134.049 1 0.538699 1503.81 1.15371 576.966 1.97707 6 Online_MeDiH-BL
1 eager_20000.dot 25705994498 0.576213 25.982 1 0.423987 11862.5 2.19475 83.8538 0.254612 6 Online_MeDiH-BL
1 eager_25000.dot 19075314980 0.576225 32.2107 1 0.423935 7254.14 2.2617 106.653 0.347086 6 Online_MeDiH-BL
1 dag_10000_general_0.dot 1 0.449955 0.606812 0 0.9999 376574 1.13753 31.3517 0.0362864 3 Online_MeDiH-MM
1 chipseq_15000.dot 5058052541 0.559925 85.6883 1 0.60012 3669.43 1.3327 452.061 1.227 6 Online_MeDiH-BL
1 chipseq_1000.dot 5058052541 0.558854 5.94729 1 0.601842 56250.8 1.33273 452.012 1.22702 6 Online_MeDiH-BL
1 atacseq_15000.dot 11809629756 0.564027 80.5954 1 0.538857 5320.25 2.13598 375.675 0.782637 6 Online_MeDiH-BL
1 dag_8000_wide_0.dot 1 0.900012 2.49235 1 0.999875 351376 1.76091 31.6417 0.0763605 6 Online_MeDiH-BL
1 dag_2000_general_0.dot 1 0.462769 0.61498 1 0.9995 1.79148e+06 1.05121 31.2509 0.0379551 6 Online_MeDiH-BL
1 methylseq_2000.dot 8885797810 0.665998 43.934 1 0.584253 22515.4 2.99883 24.6936 0.136049 6 Online_MeDiH-BL
1 chipseq 41366257414 0.518519 0.643645 1 0.740741 1.45618e+07 1.61951 65.0455 0.190624 6 Online_MeDiH-BL
1 methylseq_15000.dot 8885797810 0.666578 329.168 1 0.583456 2995.04 2.99894 24.6926 0.136064 6 Online_MeDiH-BL
1 methylseq_30000.dot 17027257018 0.666622 658.386 1 0.583394 2321.16 2.99627 17.3877 0.0774245 6 Online_MeDiH-BL
1 eager_2000.dot 19075314980 0.57568 3.63393 1 0.426372 92896.9 2.26134 106.657 0.347109 6 Online_MeDiH-BL
1 dag_30000_wide_2.dot 1 0.89997 2.46646 1 0.999967 86625.3 1.78188 31.4581 0.0780526 6 Online_MeDiH-BL
1 eager_2000.dot 19132169434 0.57568 3.63393 1 0.426372 92658.5 2.26228 103.924 0.337234 6 Online_MeDiH-BL
1 chipseq_20000.dot 4605965334 0.559944 114.168 1 0.60009 2779.45 1.34342 382.903 1.22942 6 Online_MeDiH-BL
1 dag_25000_wide_3.dot 1 0.899964 2.46938 1 0.99996 127875 1.69773 31.4819 0.077136 6 Online_MeDiH-BL
1 atacseq_200.dot 11187378708 0.558376 1.47275 1 0.568528 447469 2.11154 335.651 0.813913 6 Online_MeDiH-BL
1 chipseq_15000.dot 3793245764 0.559925 85.6883 1 0.60012 3727.87 1.27768 342.408 1.35542 6 Online_MeDiH-BL
1 dag_2000_long_3.dot 1 0.998501 0.0014975 0 0.9995 1.38126e+08 1.19073 32.6602 0.0814804 6 Online_MeDiH-BL
1 atacseq_8000.dot 14091675276 0.563961 43.2196 1 0.539202 19464.1 1.60056 215.427 0.579985 6 Online_MeDiH-BL
1 eager_10000.dot 19132169434 0.576156 13.5981 1 0.424245 18108 2.26218 103.921 0.337239 6 Online_MeDiH-BL
1 methylseq_8000.dot 11897958606 0.6665 175.62 1 0.583563 7367.69 2.9985 19.0483 0.102749 6 Online_MeDiH-BL
1 dag_2000_wide_2.dot 1 0.89955 2.46836 1 0.9995 1.02105e+06 1.69518 31.2515 0.0775368 6 Online_MeDiH-BL
1 eager_15000.dot 25705994498 0.576194 19.8266 1 0.424073 15785 2.19478 83.8592 0.254635 6 Online_MeDiH-BL
1 dag_2000_long_4.dot 1 0.997501 0.00248903 0 0.9995 1.42783e+08 1.29659 31.0833 0.0847627 6 Online_MeDiH-BL
1 eager_1000.dot 19075314980 0.575053 2.3906 1 0.429175 191391 2.26134 106.656 0.347108 6 Online_MeDiH-BL
1 dag_15000_wide_1.dot 1 0.900007 2.48265 1 0.999933 200853 1.74783 31.8731 0.077637 6 Online_MeDiH-BL
1 dag_15000_general_3.dot 1 0.453903 0.603674 0 0.999933 282678 1.00801 31.4149 0.0368971 6 Online_MeDiH-BL
1 eager_30000.dot 25705994498 0.576233 38.4394 1 0.423901 7893.03 2.19468 83.8654 0.254634 6 Online_MeDiH-BL
1 eager_10000.dot 25705994498 0.576156 13.5981 1 0.424245 23722.6 2.19478 83.8633 0.254647 6 Online_MeDiH-BL
1 dag_200_general_1.dot 1 0.447761 0.610396 0 0.995025 1.15601e+07 1.07375 31.6398 0.0364208 3 Online_MeDiH-MM
1 dag_15000_long_3.dot 1 0.9998 0.000199956 0 0.999933 1.41514e+08 0.961663 31.4958 0.0829547 6 Online_MeDiH-BL
1 dag_4000_long_3.dot 1 0.999 0.000998502 0 0.99975 1.41369e+08 1.02298 31.8901 0.0828475 6 Online_MeDiH-BL
1 chipseq_20000.dot 3793245764 0.559944 114.168 1 0.60009 2794.83 1.27763 342.401 1.3553 6 Online_MeDiH-BL
1 atacseq 11187378708 0.536585 0.695122 1 0.731707 2.15003e+06 2.11154 335.65 0.813911 6 Online_MeDiH-BL
1 chipseq 5058052541 0.518519 0.643645 1 0.740741 2.03545e+06 1.33273 452.015 1.22702 6 Online_MeDiH-BL
1 dag_1000_long_1.dot 1 0.997003 0.00299003 0 0.999001 1.39544e+08 0.299493 31.5542 0.083914 6 Online_MeDiH-BL
1 chipseq_30000.dot 41366257414 0.559963 171.128 1 0.60006 13115.7 1.61974 65.0182 0.190615 6 Online_MeDiH-BL
1 eager_8000.dot 14754556884 0.576127 11.1067 1 0.424376 22785.9 2.13428 101.821 0.396519 6 Online_MeDiH-BL
1 chipseq_30000.dot 32978181418 0.559963 171.128 1 0.60006 9410.53 1.4922 106.402 0.249578 6 Online_MeDiH-BL
1 dag_30000_long_0.dot 1 0.999833 0.000166618 0 0.999967 1.41066e+08 0.998038 31.4862 0.0819311 6 Online_MeDiH-BL
1 methylseq_25000.dot 110641579976 0.666613 548.822 1 0.583407 19309.3 3.00001 2.09211 0.0100159 6 Online_MeDiH-BL
1 eager_10000.dot 14754556884 0.576156 13.5981 1 0.424245 18202.6 2.13426 101.821 0.396514 6 Online_MeDiH-BL
1 eager_30000.dot 14754556884 0.576233 38.4394 1 0.423901 6056.41 2.13453 101.755 0.39643 6 Online_MeDiH-BL
1 dag_20000_general_0.dot 1 0.451827 0.61517 0 0.99995 273583 1.17744 31.4132 0.036738 6 Online_MeDiH-BL
1 methylseq_8000.dot 6761426956 0.6665 175.62 1 0.583563 4323.56 2.99788 31.5464 0.176362 6 Online_MeDiH-BL
1 atacseq_10000.dot 11809629756 0.56399 53.8685 1 0.539055 7979.84 2.13593 375.691 0.78264 6 Online_MeDiH-BL
1 eager_20000.dot 19132169434 0.576213 25.982 1 0.423987 9054.92 2.26235 103.957 0.337297 6 Online_MeDiH-BL
1 eager_200.dot 19075314980 0.569832 1.45827 1 0.452514 1.01149e+06 2.26134 106.654 0.347105 6 Online_MeDiH-BL
1 eager_20000.dot 14754556884 0.576213 25.982 1 0.423987 9102.23 2.13429 101.777 0.396439 6 Online_MeDiH-BL
1 chipseq 4807293396 0.518519 0.643645 1 0.740741 1.70104e+06 1.32264 546.102 1.26074 6 Online_MeDiH-BL
1 eager_15000.dot 8330435694 0.576194 19.8266 1 0.424073 6599.3 2.02709 154.251 0.547729 6 Online_MeDiH-BL
1 dag_20000_long_4.dot 1 0.9997 0.000299825 0 0.99995 1.41773e+08 0.357298 31.5762 0.0825872 6 Online_MeDiH-BL
1 methylseq_10000.dot 6761426956 0.666533 219.604 1 0.583517 3456.95 2.99787 31.5464 0.176361 6 Online_MeDiH-BL
1 methylseq_1000.dot 22500260922 0.665331 22.075 1 0.58517 92832.9 2.99775 12.5249 0.0560718 6 Online_MeDiH-BL
1 methylseq_8000.dot 22500260922 0.6665 175.62 1 0.583563 11589.6 2.99776 12.5238 0.0560697 6 Online_MeDiH-BL
1 methylseq_25000.dot 8885797810 0.666613 548.822 1 0.583407 1795.97 2.9989 24.6906 0.136055 6 Online_MeDiH-BL
1 atacseq_1000.dot 2223941232 0.562948 5.63732 1 0.544524 38421.8 1.15376 577.015 1.97703 6 Online_MeDiH-BL
1 atacseq_4000.dot 3908761308 0.563819 21.7131 1 0.53995 14094.2 1.38053 445.597 1.592 6 Online_MeDiH-BL
1 chipseq_10000.dot 3793245764 0.559888 57.2085 1 0.60018 5596.1 1.27769 342.423 1.3555 6 Online_MeDiH-BL
1 eager_1000.dot 19132169434 0.575053 2.3906 1 0.429175 190900 2.26225 103.924 0.337234 6 Online_MeDiH-BL
1 methylseq_20000.dot 17027257018 0.6666 438.995 1 0.583425 3481.62 2.99646 17.3873 0.0774277 6 Online_MeDiH-BL
1 dag_50_long_2.dot 1 0.921569 0.0711997 0 0.980392 1.16077e+08 1.60962 30.9188 0.079171 6 Online_MeDiH-BL
1 dag_15000_long_0.dot 1 0.999733 0.00026656 0 0.999933 1.41911e+08 0.678481 31.4551 0.0817527 6 Online_MeDiH-BL
1 dag_1000_wide_0.dot 1 0.899101 2.43408 1 0.999001 1.37874e+06 1.73242 31.0459 0.0743334 6 Online_MeDiH-BL
1 dag_4000_wide_4.dot 1 0.899775 2.49043 1 0.99975 522397 1.54234 31.6735 0.0779354 6 Online_MeDiH-BL
1 eager_8000.dot 25705994498 0.576127 11.1067 1 0.424376 29695.7 2.19476 83.8598 0.254633 6 Online_MeDiH-BL
1 dag_4000_wide_1.dot 1 0.900025 2.55799 1 0.99975 500787 1.72469 31.1702 0.0760655 6 Online_MeDiH-BL
1 dag_1000_wide_2.dot 1 0.899101 2.48001 1 0.999001 1.53429e+06 1.61219 32.2007 0.0767012 6 Online_MeDiH-BL
1 methylseq_2000.dot 17027257018 0.665998 43.934 1 0.584253 34910.5 2.99636 17.3889 0.0774344 6 Online_MeDiH-BL
1 methylseq_4000.dot 6761426956 0.666333 87.9169 1 0.583792 8644.96 2.99789 31.5459 0.17636 6 Online_MeDiH-BL
1 chipseq_8000.dot 4807293396 0.55986 45.8167 1 0.600226 5757.56 1.32266 546.1 1.26076 6 Online_MeDiH-BL
1 dag_15000_wide_2.dot 1 0.89994 2.46316 1 0.999933 179712 1.74675 31.0779 0.0771863 6 Online_MeDiH-BL
1 methylseq_20000.dot 6273818718 0.6666 438.995 1 0.583425 1587.48 2.99865 34.2112 0.189558 6 Online_MeDiH-BL
1 eager_4000.dot 19100037384 0.57598 6.12427 1 0.425032 45830.1 2.26187 103.204 0.336517 6 Online_MeDiH-BL
1 dag_15000_wide_4.dot 1 0.900073 2.45064 1 0.999933 204652 1.54581 31.0416 0.0764133 6 Online_MeDiH-BL
1 dag_25000_general_1.dot 1 0.452582 0.598211 0 0.99996 186353 1.13926 31.4265 0.0367592 6 Online_MeDiH-BL
1 dag_30000_wide_1.dot 1 0.89997 2.47458 1 0.999967 107476 1.89853 31.3405 0.0770711 6 Online_MeDiH-BL
1 methylseq_20000.dot 22500260922 0.6666 438.995 1 0.583425 4633.75 2.99763 12.5258 0.0560755 6 Online_MeDiH-BL
1 eager_2000.dot 14754556884 0.57568 3.63393 1 0.426372 93142.6 2.13428 101.818 0.396503 6 Online_MeDiH-BL
1 atacseq_20000.dot 11187378708 0.564046 107.322 1 0.538758 4414.19 2.1114 335.666 0.813788 6 Online_MeDiH-BL
1 methylseq_4000.dot 22500260922 0.666333 87.9169 1 0.583792 23173.4 2.99771 12.525 0.0560712 6 Online_MeDiH-BL
1 atacseq_15000.dot 2223941232 0.564027 80.5954 1 0.538857 2506.21 1.1538 576.939 1.97692 6 Online_MeDiH-BL
1 dag_25000_long_1.dot 1 0.99992 7.99968e-05 0 0.99996 1.41765e+08 0.715333 31.4931 0.0825397 6 Online_MeDiH-BL
1 atacseq_8000.dot 2223941232 0.563961 43.2196 1 0.539202 4694.02 1.1538 577.027 1.97702 6 Online_MeDiH-BL
1 chipseq_200.dot 41366257414 0.553672 1.40345 1 0.610169 2.22129e+06 1.61951 65.0456 0.190625 6 Online_MeDiH-BL
1 dag_30000_general_2.dot 1 0.452985 0.605211 0 0.999967 170180 1.04559 31.1757 0.0367535 6 Online_MeDiH-BL
1 eager_200.dot 19132169434 0.569832 1.45827 1 0.452514 1.00889e+06 2.26225 103.924 0.337234 6 Online_MeDiH-BL
1 chipseq_25000.dot 4807293396 0.559955 142.648 1 0.600072 1838.81 1.32263 546.145 1.26071 6 Online_MeDiH-BL
1 atacseq_4000.dot 2223941232 0.563819 21.7131 1 0.53995 9431.68 1.15376 577.049 1.97709 6 Online_MeDiH-BL
1 chipseq_10000.dot 41366257414 0.559888 57.2085 1 0.60018 39407.5 1.6195 65.0455 0.190626 6 Online_MeDiH-BL
1 dag_200_general_3.dot 1 0.452736 0.640854 0 0.995025 1.14709e+07 1.03499 31.7698 0.0354357 6 Online_MeDiH-BL
1 chipseq_4000.dot 4605965334 0.559718 23.0331 1 0.600453 13961.6 1.34341 382.877 1.2293 6 Online_MeDiH-BL
1 atacseq_10000.dot 2223941232 0.56399 53.8685 1 0.539055 3759.07 1.15381 577.019 1.97699 6 Online_MeDiH-BL
1 dag_30000_wide_3.dot 1 0.900003 2.47328 1 0.999967 93618.1 1.66909 31.56 0.0776792 6 Online_MeDiH-BL
1 dag_20000_long_2.dot 1 0.9997 0.000299825 0 0.99995 1.42042e+08 1.14695 31.617 0.0836647 6 Online_MeDiH-BL
1 chipseq_25000.dot 3793245764 0.559955 142.648 1 0.600072 2235.35 1.27751 342.402 1.35515 6 Online_MeDiH-BL
1 methylseq_25000.dot 17027257018 0.666613 548.822 1 0.583407 2784.69 2.99645 17.3875 0.0774284 6 Online_MeDiH-BL
1 dag_10000_long_1.dot 1 0.9996 0.00039976 0 0.9999 1.41322e+08 0.450221 31.5784 0.082932 6 Online_MeDiH-BL
1 dag_20000_general_4.dot 1 0.458427 0.608003 0 0.99995 219213 1.17538 31.3017 0.0366587 6 Online_MeDiH-BL
1 eager_30000.dot 19132169434 0.576233 38.4394 1 0.423901 6024.94 2.26257 103.937 0.337342 6 Online_MeDiH-BL
1 dag_15000_long_4.dot 1 0.9996 0.000399689 0 0.999933 1.42527e+08 0.530985 31.2746 0.0833997 6 Online_MeDiH-BL
1 eager_2000.dot 8330435694 0.57568 3.63393 1 0.426372 50749.2 2.02706 154.234 0.547656 6 Online_MeDiH-BL
1 chipseq_30000.dot 5058052541 0.559963 171.128 1 0.60006 1833.31 1.33274 452.046 1.22682 6 Online_MeDiH-BL
1 dag_8000_wide_1.dot 1 0.899888 2.45695 1 0.999875 336143 1.56918 31.8044 0.078284 6 Online_MeDiH-BL
1 dag_2000_general_1.dot 1 0.463268 0.640417 0 0.9995 1.63208e+06 1.03402 31.7678 0.0378176 6 Online_MeDiH-BL
1 dag_1000_general_2.dot 1 0.470529 0.623551 0 0.999001 3.10955e+06 0.912948 31.3215 0.0380936 6 Online_MeDiH-BL
1 methylseq_4000.dot 11897958606 0.666333 87.9169 1 0.583792 14731.7 2.99858 19.0468 0.102747 6 Online_MeDiH-BL
1 chipseq_4000.dot 4807293396 0.559718 23.0331 1 0.600453 11548.4 1.32264 546.105 1.26072 6 Online_MeDiH-BL
1 dag_25000_general_2.dot 1 0.454302 0.607219 0 0.99996 180636 1.13551 31.5967 0.036789 6 Online_MeDiH-BL
1 eager_200.dot 14754556884 0.569832 1.45827 1 0.452514 1.01416e+06 2.13429 101.816 0.396503 6 Online_MeDiH-BL
1 dag_200_general_2.dot 1 0.477612 0.554435 0 0.995025 1.15564e+07 1.0672 30.5339 0.0397681 6 Online_MeDiH-BL
1 dag_4000_general_4.dot 1 0.458885 0.608784 0 0.99975 915345 1.18049 31.3925 0.0361189 6 Online_MeDiH-BL
1 chipseq 4605965334 0.518519 0.643645 1 0.740741 2.05649e+06 1.34339 382.881 1.22929 6 Online_MeDiH-BL
1 dag_1000_long_0.dot 1 0.995005 0.00495627 0 0.999001 1.39485e+08 1.06517 31.5507 0.0835034 6 Online_MeDiH-BL
1 methylseq_15000.dot 22500260922 0.666578 329.168 1 0.583456 6180.6 2.99765 12.5252 0.0560722 6 Online_MeDiH-BL
1 chipseq_20000.dot 32978181418 0.559944 114.168 1 0.60009 14121.2 1.49219 106.423 0.249623 6 Online_MeDiH-BL
1 dag_200_general_0.dot 1 0.412935 0.529921 0 0.995025 1.59508e+07 0.942591 30.0665 0.0377893 3 Online_MeDiH-MM
1 methylseq_2000.dot 6273818718 0.665998 43.934 1 0.584253 15917.8 2.99883 34.2149 0.189585 6 Online_MeDiH-BL
1 atacseq 2223941232 0.536585 0.695122 1 0.731707 915563 1.15376 577.024 1.97704 6 Online_MeDiH-BL
1 methylseq_1000.dot 17027257018 0.665331 22.075 1 0.58517 69751.1 2.99637 17.3888 0.0774332 6 Online_MeDiH-BL
1 eager_25000.dot 19100037384 0.576225 32.2107 1 0.423935 7262.23 2.26215 103.217 0.336611 6 Online_MeDiH-BL
1 chipseq_8000.dot 4605965334 0.55986 45.8167 1 0.600226 6960.66 1.34336 382.857 1.22923 6 Online_MeDiH-BL
1 atacseq_2000.dot 2223941232 0.563536 11.0648 1 0.541436 18853.9 1.15377 577.023 1.97708 6 Online_MeDiH-BL
1 methylseq_200.dot 6273818718 0.659794 4.43879 1 0.592784 163608 2.9988 34.2156 0.189585 6 Online_MeDiH-BL
1 atacseq_8000.dot 11187378708 0.563961 43.2196 1 0.539202 11023.1 2.1115 335.633 0.813858 6 Online_MeDiH-BL
1 dag_8000_wide_4.dot 1 0.899888 2.4652 1 0.999875 297006 1.73117 31.1477 0.0778633 6 Online_MeDiH-BL
1 methylseq 8885797810 0.571429 0.670782 1 0.714286 3.20683e+06 2.99883 24.6938 0.13605 6 Online_MeDiH-BL
1 methylseq_10000.dot 22500260922 0.666533 219.604 1 0.583517 9266.58 2.99776 12.5237 0.0560687 6 Online_MeDiH-BL
