algo_nr wf_name inp_size dur_alg1 ms_1 ms_perc dur_alg2 ms_2
2 atacseq_30000.dot 14091675276 31.477877997 2210782466.03835 2311846451.72683 35.1387498970008 2311846451.72683
2 chipseq_15000.dot 41366257414 10.76689066 3603170217.57615 3547901831.63497 4.79619523600002 3547901831.63497
2 methylseq_15000.dot 6761426956 111.156244559 570148884.296911 546577785.866983 77.7108793859989 546577785.866983
2 atacseq_15000.dot 3908761308 13.553760455 332006817.049295 337404076.172647 14.177935901 337404076.172647
2 eager 19075314980 0.038365389 7610497.28520574 6621707.17758513 0.006110528 6621707.17758513
2 eager_1000.dot 25705994498 1.288044642 52421660.9305864 37603131.5769453 0.211986243 37603131.5769453
2 eager_20000.dot 8330435694 241.394765289001 484778507.310767 407988556.599879 79.0336357750019 407988556.599879
2 eager_25000.dot 14754556884 291.476003603999 695254555.747838 681495723.896315 141.829949691999 681495723.896315
2 methylseq_1000.dot 110641579976 0.520314655 454341868.54166 443419669.719677 0.174001463 443419669.719677
2 chipseq_200.dot 5058052541 0.053204316 4967494.16117859 4520266.97175311 0.006198514 4520266.97175311
2 atacseq_30000.dot 11809629756 46.164615827 1159499071.838 1137443660.57793 81.0693510600005 1137443660.57793
2 methylseq_1000.dot 6273818718 0.481288202 23240524.5542931 23754598.7748609 0.155244391 23754598.7748609
2 chipseq_4000.dot 41366257414 1.712444976 946112310.168076 938513484.079337 0.337483617999998 938513484.079337
2 atacseq_2000.dot 14091675276 0.743812759 142620466.997979 145006261.683456 0.157947055 145006261.683456
2 atacseq_1000.dot 11809629756 0.446265586 32605648.1901344 31579225.292493 0.0871317619999999 31579225.292493
2 methylseq_200.dot 17027257018 0.070537777 21809234.9186196 17326528.4874586 0.008447854 17326528.4874586
2 methylseq_30000.dot 110641579976 621.971650527002 13249633647.8181 13235437553.2478 656.433786815011 13235437553.2478
2 methylseq_8000.dot 110641579976 26.4111981179999 3539469086.23454 3530385124.95758 12.782031957 3530385124.95758
2 methylseq_20000.dot 6761426956 225.691683597 760926769.810577 687241752.83326 177.170025026 687241752.83326
2 atacseq_8000.dot 3908761308 5.709625918 174198333.70739 173916111.833188 4.14627386999999 173916111.833188
2 methylseq_8000.dot 17027257018 18.872568546 911763193.815773 622753108.190307 11.57428136 622753108.190307
2 atacseq_10000.dot 14091675276 5.74934830899999 730778631.869968 768430491.412561 3.56036853399998 768430491.412561
2 atacseq_20000.dot 11809629756 27.030128746 769798601.115352 791758308.46352 34.8944228400002 791758308.46352
2 atacseq_30000.dot 3908761308 36.765225528 644654435.221009 754848763.015525 69.3454935910009 754848763.015525
2 eager_2000.dot 25705994498 3.29719251799999 96890132.8298778 84576458.7827745 0.469787061 84576458.7827745
2 eager_1000.dot 14754556884 1.554469983 37312761.7200757 23126696.4510198 0.207329807999999 23126696.4510198
2 atacseq_30000.dot 11187378708 48.2514122959996 1144419519.29889 1189979837.3558 79.6272018620002 1189979837.3558
2 methylseq_10000.dot 8885797810 37.594133148 499996295.09856 478452035.507813 26.8419065600004 478452035.507813
2 atacseq_4000.dot 11809629756 2.958905303 150010973.359756 153804148.421464 1.198452215 153804148.421464
2 atacseq_1000.dot 14091675276 0.333925076 70541955.4947965 70620831.4532226 0.058533067 70620831.4532226
2 methylseq_4000.dot 6273818718 5.12078183600001 99641259.2530479 94626404.269526 2.800293004 94626404.269526
2 chipseq_1000.dot 4605965334 0.478245541000001 34077439.7865603 28670768.895692 0.0925372480000003 28670768.895692
2 atacseq_200.dot 11809629756 0.062793202 3858800.6367869 2831475.7631415 0.007419869 2831475.7631415
2 eager_8000.dot 19075314980 35.104012708 275014286.749407 257594114.586973 7.87045401400001 257594114.586973
2 methylseq_10000.dot 110641579976 43.208232069 4425861537.25995 4414984442.56884 26.657268077 4414984442.56884
2 methylseq_2000.dot 22500260922 1.420769236 95557948.2158839 103973390.0723 0.719613633 103973390.0723
2 chipseq_200.dot 32978181418 0.047582465 40361125.477769 36450330.8974473 0.004283713 36450330.8974473
2 chipseq_2000.dot 4605965334 0.887393164 72984922.3977186 67445910.8559109 0.336645275999998 67445910.8559109
2 methylseq_30000.dot 8885797810 548.06824751 1503134635.00882 1372092717.5691 494.671511851003 1372092717.5691
2 eager_20000.dot 19075314980 201.997670616 706924661.550886 657448271.786298 68.2098693090008 657448271.786298
2 atacseq_8000.dot 11809629756 7.59307896800002 305752563.764739 303500205.109397 5.766847967 303500205.109397
2 eager_30000.dot 19100037384 450.681482955995 1071564101.45986 988656027.338532 202.109457688995 988656027.338532
2 chipseq_200.dot 4807293396 0.053784263 4514493.52000858 3926725.48214092 0.00616306799999999 3926725.48214092
2 chipseq_200.dot 3793245764 0.060226189 4643272.30176978 3620767.64360485 0.006419799 3620767.64360485
2 eager_8000.dot 19132169434 37.6085328579999 282204811.993649 258416986.558418 8.11255444900004 258416986.558418
2 atacseq_10000.dot 11187378708 9.89509587300002 380521007.584707 398573537.047376 9.16010108100001 398573537.047376
2 chipseq_20000.dot 4807293396 22.587046076 795999717.166956 771783919.805359 34.7134628320005 771783919.805359
2 chipseq_10000.dot 5058052541 7.69474239200001 440311225.392853 441078236.729376 7.00525868600001 441078236.729376
2 atacseq 3908761308 0.010540601 2520374.34632204 2046986.21153044 0.001127712 2046986.21153044
2 atacseq_4000.dot 11187378708 2.72054235000001 147113164.699524 149317014.886552 1.368337848 149317014.886552
2 chipseq_4000.dot 32978181418 1.639842151 1011812035.73881 955767306.673782 0.343143037000001 955767306.673782
2 eager_4000.dot 19075314980 10.282478926 138582286.338686 129838842.078837 2.15642932900001 129838842.078837
2 methylseq_4000.dot 17027257018 3.886521781 455592781.623254 311451211.006148 3.49061957599999 311451211.006148
2 chipseq_1000.dot 41366257414 0.330044316 227694839.820899 227248547.845823 0.0339567980000001 227248547.845823
2 atacseq_10000.dot 3908761308 7.91464011899998 215197486.103857 222815543.435988 6.20727881400004 222815543.435988
2 eager_1000.dot 19100037384 1.42315045 42485392.5406044 27099661.5279101 0.207508099 27099661.5279101
2 eager_25000.dot 25705994498 373.201999801998 1308551901.6975 1152227458.39745 100.835254381 1152227458.39745
2 chipseq_25000.dot 41366257414 24.6178342959999 6024444756.92346 5902994264.09503 14.9269239569999 5902994264.09503
2 atacseq 14091675276 0.009626359 6567929.06498172 6724346.76100897 0.001080899 6724346.76100897
2 methylseq_15000.dot 11897958606 100.906485237 1227899162.68212 881926383.926405 75.1824931789991 881926383.926405
2 atacseq_30000.dot 2223941232 46.7755192060002 387996551.791529 404091235.704558 79.1261948700014 404091235.704558
2 methylseq_1000.dot 11897958606 0.512830912 81683137.0342124 57482848.4572296 0.164254570999999 57482848.4572296
2 atacseq_2000.dot 3908761308 1.072459108 40280995.5384228 39084327.5704217 0.321327724 39084327.5704217
2 methylseq 11897958606 0.002997128 1841601.33194251 1840539.7875 0.00027581 1840539.7875
2 chipseq_25000.dot 5058052541 28.9046682420001 1128876362.01858 1240247152.31343 54.4325378580005 1240247152.31343
2 methylseq_15000.dot 110641579976 130.027746497 6633743773.81931 6615261337.84948 78.1239340570007 6615261337.84948
2 methylseq_15000.dot 17027257018 69.1167365829994 1713239130.4781 1168566616.56086 73.4792895949995 1168566616.56086
2 eager 14754556884 0.038584194 6755264.70921621 5773304.72406634 0.006187552 5773304.72406634
2 chipseq_2000.dot 32978181418 0.701862394 496341215.012713 475386239.790049 0.098679076 475386239.790049
2 eager_2000.dot 19100037384 3.68269217999999 83219637.4935082 61072672.5288944 0.556938818000002 61072672.5288944
2 atacseq_20000.dot 14091675276 17.1338103570001 1466328397.81681 1539220836.79624 14.023073579 1539220836.79624
2 atacseq_20000.dot 2223941232 27.5809140080001 256012258.244581 266042182.031543 32.4485333890003 266042182.031543
2 chipseq_2000.dot 5058052541 0.865377866 83050759.3064142 82990620.1471123 0.350646418999999 82990620.1471123
2 methylseq_20000.dot 11897958606 193.645451175 1637257546.02598 1177044280.42025 177.889174185999 1177044280.42025
2 atacseq_25000.dot 14091675276 22.52326076 1832037713.76263 1922959733.1057 23.6099554519998 1922959733.1057
2 atacseq_4000.dot 14091675276 1.763918729 291345382.736554 292913734.151273 0.588196839 292913734.151273
2 eager_200.dot 25705994498 0.141029431 11869632.0283375 9063792.31491788 0.018768531 9063792.31491788
2 chipseq_15000.dot 4605965334 9.54538623599993 572042713.643905 629767559.341094 17.1879417819997 629767559.341094
2 atacseq_15000.dot 14091675276 11.333404605 1096264199.4399 1093094776.82046 7.81240800800003 1093094776.82046
2 methylseq_200.dot 110641579976 0.071501169 101888199.587688 87738232.421755 0.009393137 87738232.421755
2 methylseq 6273818718 0.003009656 992415.667876624 991875.3625 0.000278462 991875.3625
2 atacseq_15000.dot 11187378708 17.551057409 569092057.962751 573006165.693974 22.9731413659998 573006165.693974
2 eager 25705994498 0.038184517 9426823.43206269 9063792.31491788 0.006156702 9063792.31491788
2 methylseq_4000.dot 8885797810 4.91489748000001 199594980.237155 180736441.008694 3.33444947799999 180736441.008694
2 methylseq_20000.dot 110641579976 263.034706025 8839231461.25149 8825211047.58338 197.865116073001 8825211047.58338
2 chipseq_2000.dot 41366257414 0.723073551 469889533.580485 468165108.226977 0.11667848 468165108.226977
2 chipseq_15000.dot 32978181418 9.38852481999996 3926734959.14932 3617468214.92362 4.639670853 3617468214.92362
2 chipseq_8000.dot 5058052541 5.63937796399998 352284764.563711 358311720.314838 4.36791585200003 358311720.314838
2 methylseq_8000.dot 8885797810 22.324447446 398890951.169904 351039803.975588 11.685904743 351039803.975588
2 chipseq_8000.dot 41366257414 4.12653051199998 1916545209.28945 1883990434.85031 1.229663483 1883990434.85031
2 methylseq_8000.dot 6273818718 24.2115161990001 200496246.138337 184137747.870313 10.6934500010001 184137747.870313
2 eager_15000.dot 19100037384 121.211100297 527722089.104807 490437599.641544 33.4086367169995 490437599.641544
2 chipseq_30000.dot 4807293396 44.552434795 1187759007.79521 1302335206.02593 89.5050412010005 1302335206.02593
2 methylseq_30000.dot 6761426956 571.506144308001 1142255059.60754 1046010930.91201 484.670190351996 1046010930.91201
2 chipseq_1000.dot 32978181418 0.325353463 242439416.351497 226309739.382429 0.030989027 226309739.382429
2 chipseq_30000.dot 4605965334 25.1737912140001 1143629523.72439 1294522459.47897 81.7968207180002 1294522459.47897
2 methylseq_10000.dot 6273818718 32.05040254 251386634.347435 259518549.532399 20.8664440720002 259518549.532399
2 methylseq_25000.dot 6761426956 403.328186196999 951554859.15313 912397522.636689 309.065385081003 912397522.636689
2 chipseq_10000.dot 4605965334 5.74396558399998 378367208.5991 393765119.879954 6.82575626800006 393765119.879954
2 methylseq 22500260922 0.003033959 2996447.15515921 2993691.77384596 0.000280614 2993691.77384596
2 methylseq 110641579976 0.00295297 34016666.3766384 34016661.6426096 0.000261714 34016661.6426096
2 eager_25000.dot 8330435694 351.150725646 622871324.780741 520159487.665613 128.298018832001 520159487.665613
2 chipseq_20000.dot 41366257414 16.506588205 4810800841.764 4737660699.6464 9.05163491000003 4737660699.6464
2 chipseq_20000.dot 5058052541 20.7868711710001 895045856.411925 977034964.04311 34.9270328870006 977034964.04311
2 chipseq_8000.dot 32978181418 3.825217731 2075599708.99892 1920754665.48374 1.27325215899999 1920754665.48374
2 atacseq_25000.dot 11187378708 34.7263460970001 955904628.946089 968513878.853808 52.2999765640007 968513878.853808
2 atacseq_25000.dot 3908761308 28.6209564839998 533814392.11209 630863282.720311 43.2505176890009 630863282.720311
2 chipseq_4000.dot 5058052541 2.102555077 169905181.106603 161789150.467354 1.124939415 161789150.467354
2 eager 8330435694 0.039398358 4954424.24646371 3176844.70833333 0.006331489 3176844.70833333
2 eager_15000.dot 14754556884 125.446709181 434611898.234994 407869950.224472 40.7135428749993 407869950.224472
2 chipseq_15000.dot 4807293396 13.426229382 589692304.831732 579167174.306975 18.8825270339998 579167174.306975
2 eager_4000.dot 25705994498 11.152247596 199078238.961938 173800580.450788 1.656619353 173800580.450788
2 eager_8000.dot 19100037384 37.6837597209999 287246887.514638 257282562.085161 7.89443952600005 257282562.085161
2 methylseq_4000.dot 110641579976 5.80368557299999 1779884855.88751 1765486112.69583 4.03696706800002 1765486112.69583
