algo_nr wf_name inp_size dur_alg1 ms_1 dur_alg2 ms_2 
1 atacseq_30000.dot 14091675276 17.2943950870001 3182221878.93196 38.851519098 3502738704.27326 
1 chipseq_15000.dot 41366257414 12.189398618 4924502481.8968 7.849436961 5641917544.59347 
1 methylseq_15000.dot 6761426956 46.619358963 1136007389.90986 58.187101945 1136960575.21575 
1 atacseq_15000.dot 3908761308 9.33496475800001 527513336.753626 14.886574127 646307896.983123 
1 eager 19075314980 0.027661731 4383861.43488544 0.019722806 4224549.67285153 
1 eager_1000.dot 25705994498 0.802483558 60135553.1625775 0.630630567 86418296.7416984 
1 eager_20000.dot 8330435694 102.15577661 853661091.693989 178.819667822 1179748100.56031 
1 eager_25000.dot 14754556884 57.591306445 834383771.53134 247.257145423 1605847282.72383 
1 methylseq_1000.dot 110641579976 0.311389941 530395178.267566 0.312223965 528793190.230014 
1 chipseq_200.dot 5058052541 0.043138641 6314140.82234847 0.031550052 4970584.03702108 
1 atacseq_30000.dot 11809629756 28.968937894 1967546261.68987 71.861538142 2109859065.04378 
1 methylseq_1000.dot 6273818718 0.298948744 33121095.5342308 0.307370871 33137918.9841498 
1 chipseq_4000.dot 41366257414 1.352017413 1295401787.01024 1.025482346 1416970167.21576 
1 atacseq_2000.dot 14091675276 0.530222176 212331772.332764 0.635741464 218229209.677209 
1 atacseq_1000.dot 11809629756 0.261796104 46666824.7829961 0.299770309 59374486.1924538 
1 methylseq_200.dot 17027257018 0.045519913 34658709.1301519 0.040773584 34675758.8549145 
1 methylseq_30000.dot 110641579976 247.484947361998 15170756054.5234 270.162129332 15193905384.3614 
1 methylseq_8000.dot 110641579976 7.476248164 4062589173.11961 10.504895471 4069979521.99093 
1 methylseq_20000.dot 6761426956 95.8529614290003 1517411723.06752 110.136144853 1518683262.71332 
1 atacseq_8000.dot 3908761308 5.09456965199999 279875645.781677 5.886950612 336713091.526175 
1 methylseq_8000.dot 17027257018 8.08562298199999 1531401876.85645 11.891958778 1532332035.80472 
1 atacseq_10000.dot 14091675276 3.350863616 1069292938.99009 5.092679679 1131532718.09861 
1 atacseq_20000.dot 11809629756 16.65805259 1354163146.82257 29.754447581 1401409351.40366 
1 atacseq_30000.dot 3908761308 23.060186145 1081449384.18036 45.299307858 1298356459.19366 
1 eager_2000.dot 25705994498 1.852094489 138161464.73064 1.605586073 206377596.220193 
1 eager_1000.dot 14754556884 0.887180982 34317052.883426 0.630655128 38402176.8742673 
1 atacseq_30000.dot 11187378708 26.768750421 1795181720.89273 68.038840568 2072969198.25203 
1 methylseq_10000.dot 8885797810 15.229610637 993030864.015169 19.780120266 993851698.938912 
1 atacseq_4000.dot 11809629756 2.08507668000001 252358327.17337 1.888133752 269304443.564901 
1 atacseq_1000.dot 14091675276 0.236453214 102296661.375609 0.266882902 97917675.2134254 
1 methylseq_4000.dot 6273818718 2.056445394 157856679.755034 2.879064297 157978565.916007 
1 chipseq_1000.dot 4605965334 0.297478613 51453826.87723 0.306743189 67704935.5364897 
1 atacseq_200.dot 11809629756 0.053967246 422470.135679089 0.036376757 388204.739742311 
1 eager_8000.dot 19075314980 11.411851598 358296476.857411 17.601192291 630881394.445863 
1 methylseq_10000.dot 110641579976 16.567169487 5074949060.56429 19.35015312 5081081713.80799 
1 methylseq_2000.dot 22500260922 0.796466919 84104743.1700148 0.896146879 84267645.2378235 
1 chipseq_200.dot 32978181418 0.034416517 57793848.2037034 0.029672884 66513371.4904056 
1 chipseq_2000.dot 4605965334 0.679844861999999 112558457.695924 0.775886495 138873910.850821 
1 methylseq_30000.dot 8885797810 142.814662047 2997079973.58718 321.153550072 2999578696.45679 
1 eager_20000.dot 19075314980 36.759070154 903590771.601749 130.62374652 1607905096.49821 
1 atacseq_8000.dot 11809629756 5.28088901299999 508064853.285567 5.651800704 553449614.491867 
1 eager_30000.dot 19100037384 89.1534236290001 1391393818.35688 382.688332913 2441293502.31827 
1 chipseq_200.dot 4807293396 0.042367813 5991052.81460966 0.031349321 4822264.92364933 
1 chipseq_200.dot 3793245764 0.049759436 56167.9110000001 0.033204825 1465295.87145532 
1 eager_8000.dot 19132169434 12.517239966 360319837.346882 16.599393859 626743331.244202 
1 atacseq_10000.dot 11187378708 7.07041912700001 620250284.371558 7.77851991 667611989.163704 
1 chipseq_20000.dot 4807293396 13.0658169000001 1290257335.55175 29.682033225 1624795607.09268 
1 chipseq_10000.dot 5058052541 5.41146803 685752743.159787 9.90219059 952704245.274938 
1 atacseq 3908761308 0.00971913 85897.3230757356 0.006874303 41691.5731324953 
1 atacseq_4000.dot 11187378708 2.134743439 235748922.071761 2.103683356 262101719.227923 
1 chipseq_4000.dot 32978181418 1.217278953 1602119723.4571 1.433810273 1781812151.19939 
1 eager_4000.dot 19075314980 5.10959898900001 180915503.776265 4.88954249 310963083.546179 
1 methylseq_4000.dot 17027257018 2.214756847 762253985.856107 3.450679896 762706306.243634 
1 chipseq_1000.dot 41366257414 0.226509039 304506855.320405 0.194064267 338169394.276559 
1 atacseq_10000.dot 3908761308 5.51357346400001 353429804.173905 7.664214449 421654603.132287 
1 eager_1000.dot 19100037384 0.864239147 51607667.197975 0.624176555 57183963.064381 
1 eager_25000.dot 25705994498 116.146818334 1719855041.66437 183.506041198 2605892538.75476 
1 chipseq_25000.dot 41366257414 28.2965496240002 8208591217.15414 15.659747832 9549170894.85255 
1 atacseq 14091675276 0.007305319 5975614.1937551 0.006291179 5599058.80598373 
1 methylseq_15000.dot 11897958606 28.814513488 2014748588.64722 55.385410014 2016346269.28133 
1 atacseq_30000.dot 2223941232 37.8690702069999 749214596.345155 57.833295429 765305168.693521 
1 methylseq_1000.dot 11897958606 0.296378056 130784777.015329 0.331482823 130877396.006401 
1 atacseq_2000.dot 3908761308 0.817640086 58219077.8442817 0.818011495 80280509.2325998 
1 methylseq 11897958606 0.002728565 18441.8170784936 0.001955948 18427.5635 
1 chipseq_25000.dot 5058052541 19.283888588 1730064658.9829 50.045974129 2428810439.59713 
1 methylseq_15000.dot 110641579976 64.733209198 7597400130.55749 47.021870964 7607431277.06893 
1 methylseq_15000.dot 17027257018 28.6529741130002 2882608589.31367 44.16403371 2884375337.71989 
1 eager 14754556884 0.027701362 1082723.62061191 0.01985449 941335.99754131 
1 chipseq_2000.dot 32978181418 0.508870693999999 781244429.841158 0.531062499 882561772.625111 
1 eager_2000.dot 19100037384 2.178945066 92767539.3009206 1.721113477 148957271.346764 
1 atacseq_20000.dot 14091675276 9.520474701 2176964341.53257 20.956376562 2313817712.73791 
1 atacseq_20000.dot 2223941232 17.1636019 499713838.349302 30.601358595 513871141.317882 
1 chipseq_2000.dot 5058052541 0.638967357000001 133430459.962813 0.747941908 180146044.521901 
1 methylseq_20000.dot 11897958606 58.0057278899997 2687936563.69234 110.639087885 2690074369.5936 
1 atacseq_25000.dot 14091675276 13.4710201180001 2685414210.01444 29.047450504 2905122050.75458 
1 atacseq_4000.dot 14091675276 1.230691316 451441900.637743 1.501987785 437863413.490297 
1 eager_200.dot 25705994498 0.087779795 3949612.98512353 0.069461495 6605877.51384207 
1 chipseq_15000.dot 4605965334 8.43025265300004 967648376.300906 15.332223047 1165067498.98176 
1 atacseq_15000.dot 14091675276 5.74058890700002 1604307737.2243 10.155454857 1721313216.1441 
1 methylseq_200.dot 110641579976 0.044360193 113584806.856497 0.040553271 110992794.069049 
1 methylseq 6273818718 0.002808255 9950.21734741391 0.001986931 9936.834125 
1 atacseq_15000.dot 11187378708 10.0713715110001 941782730.142993 17.880081345 1034458624.7396 
1 eager 25705994498 0.025976078 3917164.80034828 0.019612357 6008407.43664992 
1 methylseq_4000.dot 8885797810 2.292322061 390011885.782338 3.731242372 390331765.787603 
1 methylseq_20000.dot 110641579976 79.5704321770001 10122821536.0976 99.088530224 10137493549.9989 
1 chipseq_2000.dot 41366257414 0.539120509 638128408.425539 0.414030208 697628204.526541 
1 chipseq_15000.dot 32978181418 7.87197579799996 6113116336.76715 13.211592231 6941046777.67326 
1 chipseq_8000.dot 5058052541 4.159255334 546958079.069332 6.956637771 760407497.714509 
1 methylseq_8000.dot 8885797810 7.62784854799999 790821522.550031 12.117875712 791478729.954583 
1 chipseq_8000.dot 41366257414 4.266729469 2629567676.31333 2.591431407 2924630946.81553 
1 methylseq_8000.dot 6273818718 6.88647028799999 324509181.640162 10.404389778 325472258.257185 
1 eager_15000.dot 19100037384 26.628107487 679779280.869655 68.602978734 1219202824.78854 
1 chipseq_30000.dot 4807293396 26.4275895099999 1922100834.65809 69.474256491 2444864174.40938 
1 methylseq_30000.dot 6761426956 136.263934967001 2277477199.32449 285.197553323 2279391461.44021 
1 chipseq_1000.dot 32978181418 0.228841595 373147664.561804 0.215957175 430604755.194593 
1 chipseq_30000.dot 4605965334 17.678669715 1869970294.01822 58.235122315 2337136245.8127 
1 methylseq_10000.dot 6273818718 11.9659576979999 408313467.875523 15.844777568 409545324.337611 
1 methylseq_25000.dot 6761426956 162.288192629 1898816056.22518 190.813210215 1900411847.49844 
1 chipseq_10000.dot 4605965334 4.189426908 618387529.630523 7.492165341 775507048.916409 
1 methylseq 22500260922 0.002775293 226329.139001344 0.00199992 226312.135797862 
1 methylseq 110641579976 0.002850213 38094321.5438774 0.001976153 38094292.8564219 
1 eager_25000.dot 8330435694 152.52759956 1080494309.41105 313.855838015 1458972645.61445 
1 chipseq_20000.dot 41366257414 18.304984585 6549596257.32775 14.740245482 7592464477.0555 
1 chipseq_20000.dot 5058052541 13.604193384 1382489405.77644 35.407454037 1927628039.8275 
1 chipseq_8000.dot 32978181418 2.890684304 3245504528.57387 4.63149549 3662309000.84391 
1 atacseq_25000.dot 11187378708 19.974442551 1588357203.01084 47.234768096 1720487127.76583 
1 atacseq_25000.dot 3908761308 21.1401086099999 881608766.612801 35.583091007 1094281996.68364 
1 chipseq_4000.dot 5058052541 1.518695723 272548365.666769 2.175606098 368120480.055822 
1 eager 8330435694 0.02811047 126411.304146988 0.02015662 135239.049781933 
1 eager_15000.dot 14754556884 28.151035511 503483105.197814 73.862071296 951184793.766396 
1 chipseq_15000.dot 4807293396 8.74508399000003 965535183.494977 17.922969216 1208935101.77881 
1 eager_4000.dot 25705994498 4.82748693599999 273061949.954696 4.322356722 417284871.663012 
1 eager_8000.dot 19100037384 11.35505812 357698594.902237 17.457945916 631472687.518455 
1 methylseq_4000.dot 110641579976 3.61589588 2046084840.13011 3.11285773 2046896128.26687 
1 chipseq 3793245764 0.005590773 28877.9128369018 0.003880647 28083.9555 
1 atacseq_200.dot 14091675276 0.041538465 8035669.43590333 0.03669237 8339503.45668369 
1 chipseq_25000.dot 32978181418 17.4956001789999 10210561636.8114 50.489941762 11794750693.6284 
1 eager_10000.dot 19100037384 14.282438122 443621963.874437 30.138879369 811792337.06781 
1 methylseq_30000.dot 11897958606 141.760234205001 4029492183.35509 265.91743588 4032686816.88452 
1 atacseq_25000.dot 11809629756 20.235326547 1652488046.65929 49.27674727 1754508257.11835 
1 eager_30000.dot 19075314980 78.8194563069992 1358525677.8736 371.976819674 2451105766.52893 
1 methylseq_25000.dot 11897958606 95.9452893309996 3361132673.54735 175.562412571 3363803098.64328 
1 eager_15000.dot 19132169434 24.639949122 673097059.7926 72.396423713 1219127401.54235 
1 methylseq_30000.dot 22500260922 301.643851942996 1333369749.04733 196.630003909 1338639064.47813 
1 atacseq_2000.dot 11187378708 0.799442691 109588842.239253 0.781548495 125985195.223832 
1 methylseq_10000.dot 11897958606 11.83123659 1341561831.78169 19.25060038 1342619163.42998 
1 chipseq_25000.dot 4605965334 15.3793612359999 1570718277.1162 41.95674521 1945345196.26589 
1 methylseq_30000.dot 6273818718 184.765589341999 1242281821.36134 244.758532214 1243215723.4759 
1 eager_30000.dot 8330435694 170.115947454 1274657510.69421 502.468633566 1748406474.23422 
1 chipseq_200.dot 4605965334 0.048670031 53078.1372916666 0.033939252 4625155.97009975 
1 methylseq_15000.dot 6273818718 41.9627417440001 616129247.47419 44.701159034 619107431.395453 
1 methylseq_2000.dot 11897958606 0.771768885000001 266382454.159228 1.030467145 266590817.651196 
1 atacseq_200.dot 3908761308 0.055275554 1001646.68927163 0.039461038 857327.321182148 
1 eager_8000.dot 8330435694 17.522938717 329616277.471819 25.221344581 465400818.792988 
1 atacseq_200.dot 2223941232 0.062248983 3188209.85082161 0.043856214 1194688.68342575 
1 chipseq_2000.dot 4807293396 0.664075016999999 115783519.000372 0.735853869 161634831.581978 
1 eager_20000.dot 19100037384 39.123323994 900716675.770152 136.748732369 1606761651.36439 
1 eager_10000.dot 19075314980 15.6955558630001 443352122.565794 29.538145265 799041081.24344 
1 methylseq_25000.dot 6273818718 120.387347456 1033545966.49066 149.917813313 1036932165.7076 
1 eager_10000.dot 8330435694 23.8203532740001 410360276.543207 36.36820959 580991696.291428 
1 methylseq_200.dot 8885797810 0.043675659 10866713.0620074 0.040946252 10866701.9493342 
1 chipseq 32978181418 0.004508474 17193536.7123662 0.003385213 17089902.0520681 
1 methylseq_2000.dot 6761426956 0.921163873000002 145453690.126285 1.049662931 145569278.022826 
1 atacseq_20000.dot 3908761308 15.4605790690001 702634677.356216 21.03067696 858458219.575588 
1 atacseq_1000.dot 11187378708 0.271893356 47529270.444559 0.30477487 55254894.9326427 
1 eager 19100037384 0.02789263 4348553.34633592 0.020034241 4189296.35002832 
