algo_nr wf_name inp_size dur_alg1 ms_1 ms_perc dur_alg2 ms_2
3 atacseq_30000.dot 14091675276 2092.36588957999 1399429808.34256 1534585061.76634 2948.5550867269 1534585061.76634
3 chipseq_15000.dot 41366257414 357.341903632998 3243980571.78914 2841431825.99884 424.961407364017 2841431825.99884
3 methylseq_15000.dot 6761426956 494.169185312002 122161083.399012 158503951.299083 493.600923301008 158503951.299083
3 atacseq_15000.dot 3908761308 396.953021261003 209945078.472294 214084646.891395 447.302148317017 214084646.891395
3 eager 19075314980 0.039962947 6028002.67932539 5847654.8 0.006054629 5847654.8
3 eager_1000.dot 25705994498 1.501115288 44920137.5915575 49061739.2242811 0.243358890000001 49061739.2242811
3 eager_20000.dot 8330435694 1246.515066174 326490084.116717 186999638.080537 1336.06850514504 186999638.080537
3 eager_25000.dot 14754556884 1682.26005558699 655438436.066916 524299751.36403 2415.55692241294 524299751.36403
3 methylseq_1000.dot 110641579976 0.698581488 525624562.862395 633502677.225978 0.194424107000009 633502677.225978
3 chipseq_200.dot 5058052541 0.073395116 8728447.19274943 8165671.72779452 0.010493526 8165671.72779452
3 atacseq_30000.dot 11809629756 2277.656630859 737246426.90841 621386400.762769 3135.66322616598 621386400.762769
3 methylseq_1000.dot 6273818718 0.674996436 6871619.06026723 12604474.9116821 0.172133198000008 12604474.9116821
3 chipseq_4000.dot 41366257414 7.55758916399997 839389635.867551 758490206.46138 5.71451348900002 758490206.46138
3 atacseq_2000.dot 14091675276 2.38433647 68002450.887655 119477700.021544 0.904929017999995 119477700.021544
3 atacseq_1000.dot 11809629756 0.683412714999999 22507439.0599869 28686845.0872395 0.179102620000005 28686845.0872395
3 methylseq_200.dot 17027257018 0.075403041 4481860.78745457 6529909.51578803 0.010137631 6529909.51578803
3 methylseq_30000.dot 110641579976 3225.36930289001 16144838263.0465 18854411027.6607 2373.65389712903 18854411027.6607
3 methylseq_8000.dot 110641579976 70.2967264560001 4159813248.60411 5021614306.15606 56.9010558370034 5021614306.15606
3 methylseq_20000.dot 6761426956 972.653663938005 168216009.282912 206781966.620677 1012.19552954403 206781966.620677
3 atacseq_8000.dot 3908761308 62.5252868070001 95972554.6370523 117249431.228182 57.6907002250007 117249431.228182
3 methylseq_8000.dot 17027257018 71.3194194760001 246375489.919233 173465891.12736 78.3218354450011 173465891.12736
3 atacseq_10000.dot 14091675276 119.368617279 387494317.283407 524147979.970672 157.643311702004 524147979.970672
3 atacseq_20000.dot 11809629756 735.061633505996 488384225.742743 399203788.060845 879.36454275105 399203788.060845
3 atacseq_30000.dot 3908761308 2474.34020298602 443876629.395857 419915672.506944 2774.64157728204 419915672.506944
3 eager_2000.dot 25705994498 5.656223205 83005003.6772204 84175855.6223968 1.14856860400001 84175855.6223968
3 eager_1000.dot 14754556884 1.38401757 27957623.329021 29037148.952383 0.233645411999999 29037148.952383
3 atacseq_30000.dot 11187378708 2070.52116309299 789332870.006753 654769118.547925 2515.7946835869 654769118.547925
3 methylseq_10000.dot 8885797810 168.950055167 120665834.71419 185823781.094697 188.631226133006 185823781.094697
3 atacseq_4000.dot 11809629756 9.356870756 77837246.6325686 91791011.2480487 5.46263230899998 91791011.2480487
3 atacseq_1000.dot 14091675276 0.716538723 38615821.3070453 64271074.8598246 0.173480538000006 64271074.8598246
3 methylseq_4000.dot 6273818718 12.040112365 27671856.5813401 43483667.8116821 6.72088414000003 43483667.8116821
3 chipseq_1000.dot 4605965334 0.751847728999999 16901778.1420753 24239267.4124756 0.166201189000006 24239267.4124756
3 atacseq_200.dot 11809629756 0.077115292 10356961.7347323 11947346.5488134 0.012310592 11947346.5488134
3 eager_8000.dot 19075314980 91.371751169 253288332.267603 288211518.461789 98.0416318380009 288211518.461789
3 methylseq_10000.dot 110641579976 144.412644014999 5208857169.74597 6274531593.48447 135.266589687996 6274531593.48447
3 methylseq_2000.dot 22500260922 2.274457951 71930834.290557 62494969.3724142 0.912618221999994 62494969.3724142
3 chipseq_200.dot 32978181418 0.06907114 25513264.4254655 26030361.0625 0.010155653 26030361.0625
3 chipseq_2000.dot 4605965334 2.60286547500001 31169977.2751524 43955474.761719 0.889164588999992 43955474.761719
3 methylseq_30000.dot 8885797810 3411.14092849002 387972481.159946 531257504.111065 3185.9751392319 531257504.111065
3 eager_20000.dot 19075314980 1039.144117144 675530716.278109 914702223.981375 1233.70989393405 914702223.981375
3 atacseq_8000.dot 11809629756 51.8669259630003 163555648.814595 170062721.374729 55.6335351740035 170062721.374729
3 eager_30000.dot 19100037384 2518.82122007197 791838720.880083 1020171910.46685 3489.44758157191 1020171910.46685
3 chipseq_200.dot 4807293396 0.072594243 6930380.69638867 6785766.43040064 0.010228323 6785766.43040064
3 chipseq_200.dot 3793245764 0.073119919 6633916.57190154 7016212.47660934 0.010142318 7016212.47660934
3 eager_8000.dot 19132169434 103.949597885001 265742664.638712 386676185.226468 101.421230542 386676185.226468
3 atacseq_10000.dot 11187378708 97.0249047139998 201653604.433862 223544459.321519 129.956989263006 223544459.321519
3 chipseq_20000.dot 4807293396 801.456397205 410316260.90635 371950856.407766 924.402691118033 371950856.407766
3 chipseq_10000.dot 5058052541 118.484683108 179642312.360176 189817277.012896 149.625517264005 189817277.012896
3 atacseq_4000.dot 11187378708 9.34138711299997 80136544.7672889 102031121.458971 5.72410577500005 102031121.458971
